"runid","iterid","K","M","d","D","e","t","hood_no","score"
9,30,69,1,4,6,12,7,1,1313
9,31,69,1,4,6,12,7,1,1313
9,32,69,1,4,6,12,7,1,1313
9,33,69,1,4,6,12,7,1,1313
9,34,69,1,4,6,12,7,1,1313
9,35,69,1,4,6,12,7,1,1313
9,36,69,1,4,6,12,7,1,1313
9,37,69,1,4,6,12,7,1,1313
9,38,69,1,4,6,12,7,1,1313
9,39,69,1,4,6,12,7,1,1313
9,40,69,1,4,6,12,7,1,1313
9,41,69,1,4,6,12,7,1,1313
9,42,69,1,4,6,12,7,1,1313
9,43,69,1,4,6,12,7,1,1313
9,44,69,1,4,6,12,7,1,1313
9,45,69,1,4,6,12,7,1,1313
9,46,69,1,4,6,12,7,1,1313
9,47,69,1,4,6,12,7,1,1313
9,48,69,1,4,6,12,7,1,1313
9,49,69,1,4,6,12,7,1,1313
9,50,69,1,4,6,12,7,2,1313
9,51,69,1,4,6,12,7,2,1313
9,52,29,0,0,2,2,7,2,32664
9,53,29,0,0,2,2,7,2,32664
9,54,29,0,0,2,2,7,2,32664
9,55,29,0,0,2,2,7,3,32664
9,56,29,0,0,2,2,7,3,32664
9,57,29,1,0,0,2,2,3,33215
9,58,29,1,0,0,2,2,3,33215
9,59,29,1,0,0,2,2,3,33215
9,60,29,1,0,0,2,2,4,33215
9,61,29,1,0,0,2,2,4,33215
9,62,29,1,0,0,2,2,4,33215
9,63,29,1,0,0,2,2,4,33215
9,64,29,1,0,0,2,2,4,33215
9,65,29,1,0,0,2,2,5,33215
9,66,29,1,0,0,2,2,5,33215
9,67,29,1,0,0,2,2,5,33215
9,68,29,1,0,0,2,2,5,33215
9,69,29,1,0,0,2,2,5,33215
9,70,29,1,0,0,2,2,6,33215
9,71,29,1,0,0,2,2,6,33215
9,72,29,1,0,0,2,2,6,33215
9,73,29,1,0,0,2,2,6,33215
9,74,29,1,0,0,2,2,6,33215
9,75,29,1,0,0,2,2,7,33215
9,76,29,1,0,0,2,2,7,33215
9,77,29,1,0,0,2,2,7,33215
9,78,29,2,0,2,2,2,7,34096
9,79,29,2,0,2,2,2,7,34096
9,80,29,2,0,2,2,2,8,34096
9,81,29,2,0,2,2,2,8,34096
9,82,29,3,0,2,2,2,8,34428
10,1,61,0,4,0,2,7,1,4085
10,2,53,0,2,0,2,2,1,12167
10,3,53,0,2,0,2,2,1,12167
10,4,53,0,2,0,2,2,1,12167
10,5,53,0,2,0,2,2,1,12167
10,6,53,0,2,0,2,2,1,12167
10,7,53,0,2,0,2,2,1,12167
10,8,53,0,2,0,2,2,1,12167
10,9,53,0,2,0,2,2,1,12167
10,10,53,0,2,0,2,2,1,12167
10,11,53,0,2,0,2,2,1,12167
10,12,53,0,2,0,2,2,1,12167
10,13,53,0,2,0,2,2,1,12167
10,14,53,0,2,0,2,2,1,12167
10,15,53,0,2,0,2,2,1,12167
10,16,53,0,2,0,2,2,1,12167
10,17,53,0,2,0,2,2,1,12167
10,18,53,0,2,0,2,2,1,12167
10,19,53,0,2,0,2,2,1,12167
10,20,53,0,2,0,2,2,1,12167
10,21,53,0,2,0,2,2,1,12167
10,22,53,0,2,0,2,2,1,12167
10,23,53,0,2,0,2,2,1,12167
10,24,53,0,2,0,2,2,1,12167
10,25,53,0,2,0,2,2,1,12167
10,26,53,0,2,0,2,2,1,12167
10,27,53,0,2,0,2,2,1,12167
10,28,53,0,2,0,2,2,1,12167
10,29,53,0,2,0,2,2,1,12167
10,30,53,0,2,0,2,2,1,12167
10,31,53,0,2,0,2,2,1,12167
10,32,53,0,2,0,2,2,1,12167
10,33,53,0,2,0,2,2,1,12167
10,34,53,0,2,0,2,2,1,12167
10,35,53,0,2,0,2,2,1,12167
10,36,53,0,2,0,2,2,1,12167
10,37,53,0,2,0,2,2,1,12167
10,38,53,0,2,0,2,2,1,12167
10,39,53,0,2,0,2,2,1,12167
10,40,53,0,2,0,2,2,1,12167
10,41,53,0,2,0,2,2,1,12167
10,42,53,0,2,0,2,2,1,12167
10,43,53,0,2,0,2,2,1,12167
10,44,53,0,2,0,2,2,1,12167
10,45,53,0,2,0,2,2,1,12167
10,46,53,0,2,0,2,2,1,12167
10,47,53,0,2,0,2,2,1,12167
10,48,53,0,2,0,2,2,1,12167
10,49,53,0,2,0,2,2,1,12167
10,50,53,0,2,0,2,2,2,12167
10,51,53,0,2,0,2,2,2,12167
10,52,45,0,0,0,2,2,2,23522
10,53,45,0,0,0,2,2,2,23522
10,54,45,0,0,0,2,2,2,23522
10,55,45,0,0,0,2,2,3,23522
10,56,45,0,0,0,2,2,3,23522
10,57,29,1,0,0,2,2,3,33215
10,58,29,1,0,0,2,2,3,33215
10,59,29,1,0,0,2,2,3,33215
10,60,29,1,0,0,2,2,4,33215
10,61,29,1,0,0,2,2,4,33215
10,62,29,1,0,0,2,2,4,33215
10,63,29,1,0,0,2,2,4,33215
10,64,29,1,0,0,2,2,4,33215
10,65,29,1,0,0,2,2,5,33215
10,66,29,1,0,0,2,2,5,33215
10,67,29,1,0,0,2,2,5,33215
10,68,29,1,0,0,2,2,5,33215
10,69,29,1,0,0,2,2,5,33215
10,70,29,1,0,0,2,2,6,33215
10,71,29,1,0,0,2,2,6,33215
10,72,29,1,0,0,2,2,6,33215
10,73,29,1,0,0,2,2,6,33215
10,74,29,1,0,0,2,2,6,33215
10,75,29,1,0,0,2,2,7,33215
10,76,29,1,0,0,2,2,7,33215
10,77,29,1,0,0,2,2,7,33215
10,78,29,1,0,0,2,2,7,33215
10,79,29,1,0,0,2,2,7,33215
10,80,29,1,0,0,2,2,8,33215
10,81,29,1,0,0,2,2,8,33215
10,82,29,1,0,0,2,2,8,33215
10,83,29,1,0,0,2,2,8,33215
10,84,29,1,0,0,2,2,8,33215
10,85,29,1,0,0,2,2,9,33215
10,86,29,3,0,0,2,2,9,34428
