a,b,c,hood_no,score
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,50,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,51,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,52,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,53,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,54,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,55,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,56,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,57,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,58,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,59,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,60,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,61,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,62,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,63,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,64,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,65,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,66,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,67,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,68,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,69,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,70,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,71,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,72,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,73,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,74,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,75,57800
100,100,50,76,57800
