a,b,c,hood_no,score
100,100,50,106,57800
100,100,50,106,57800
100,100,50,106,57800
100,100,50,106,57800
100,100,50,106,57800
100,100,50,106,57800
100,100,50,106,57800
100,100,50,106,57800
100,100,50,106,57800
100,100,50,106,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,107,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,108,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,109,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,110,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,111,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,112,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,113,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,114,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,115,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,116,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,117,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,118,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,119,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,120,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,121,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,122,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,123,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,124,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,125,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,126,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,127,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,128,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,129,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,130,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,131,57800
100,100,50,132,57800
100,100,50,132,57800
100,100,50,132,57800
100,100,50,132,57800
100,100,50,132,57800
100,100,50,132,57800
100,100,50,132,57800
100,100,50,132,57800
100,100,50,132,57800
100,100,50,132,57800
100,100,50,132,57800
