"K","M","d","D","e","t","time","n50","largest","brm_paired","rba_result"
21,0,0,0,2,2,55.178896051,168,1883,28782,784
21,0,0,0,2,7,53.366695678,168,1883,28782,783
21,0,0,0,2,12,55.30227225,168,1883,28782,784
21,0,0,0,7,2,53.316936596,207,1639,16239,140
21,0,0,0,7,7,50.964569544,207,1639,16239,140
21,0,0,0,7,12,54.6275142,207,1639,16239,140
21,0,0,0,12,2,49.053194451,192,1556,12898,94
21,0,0,0,12,7,54.265587078,192,1556,12898,94
21,0,0,0,12,12,50.716446454,192,1556,12898,94
21,0,0,0,2,2,53.698815864,168,1883,28782,784
21,0,0,0,2,7,53.829880508,168,1883,28782,784
21,0,0,0,2,12,52.873897628,168,1883,28782,784
21,0,0,0,7,2,49.545780685,207,1639,16239,140
21,0,0,0,7,7,48.554458184,207,1639,16239,140
21,0,0,0,7,12,52.024189212,207,1639,16239,140
21,0,0,0,12,2,51.725756953,192,1556,12898,93
21,0,0,0,12,7,50.349087879,192,1556,12898,94
21,0,0,0,12,12,50.066447534,192,1556,12898,94
21,0,0,0,2,2,47.448157819,168,1883,28782,784
21,0,0,0,2,7,49.782005422,168,1883,28782,783
21,0,0,0,2,12,53.678624137,168,1883,28782,784
21,0,0,0,7,2,51.986406639,207,1639,16239,140
21,0,0,0,7,7,50.674434153,207,1639,16239,140
21,0,0,0,7,12,52.187307432,207,1639,16239,140
21,0,0,0,12,2,47.684887341,192,1556,12898,94
21,0,0,0,12,7,48.40790844,192,1556,12898,94
21,0,0,0,12,12,50.496186652,192,1556,12898,94
21,0,0,2,2,2,52.799256259,168,1883,28782,783
21,0,0,2,2,7,51.383752122,168,1883,28782,784
21,0,0,2,2,12,51.179810191,168,1883,28782,784
21,0,0,2,7,2,49.167553639,207,1639,16239,141
21,0,0,2,7,7,45.656999316,207,1639,16239,140
21,0,0,2,7,12,48.666887967,207,1639,16239,140
21,0,0,2,12,2,48.862399991,192,1556,12898,94
21,0,0,2,12,7,50.883399838,192,1556,12898,94
21,0,0,2,12,12,50.402006143,192,1556,12898,94
21,0,0,2,2,2,48.340826587,168,1883,28782,784
21,0,0,2,2,7,49.720146906,168,1883,28782,784
21,0,0,2,2,12,49.749817751,168,1883,28782,784
21,0,0,2,7,2,49.480648144,207,1639,16239,140
21,0,0,2,7,7,48.992766171,207,1639,16239,140
21,0,0,2,7,12,49.926229377,207,1639,16239,140
21,0,0,2,12,2,48.042999823,192,1556,12898,94
21,0,0,2,12,7,47.193418347,192,1556,12898,93
21,0,0,2,12,12,49.798458677,192,1556,12898,94
21,0,0,2,2,2,48.866738376,168,1883,28782,792
21,0,0,2,2,7,51.676852737,168,1883,28782,784
21,0,0,2,2,12,48.65400614,168,1883,28782,784
21,0,0,2,7,2,47.442635457,207,1639,16239,140
21,0,0,2,7,7,47.17488029,207,1639,16239,140
21,0,0,2,7,12,49.741961742,207,1639,16239,140
21,0,0,2,12,2,48.475716638,192,1556,12898,94
21,0,0,2,12,7,49.686632585,192,1556,12898,94
21,0,0,2,12,12,48.899190975,192,1556,12898,95
21,0,0,4,2,2,47.956105208,168,1883,28782,784
21,0,0,4,2,7,49.75100092,168,1883,28782,784
21,0,0,4,2,12,51.061217623,168,1883,28782,784
21,0,0,4,7,2,49.032399836,207,1639,16239,140
21,0,0,4,7,7,48.52291341,207,1639,16239,140
21,0,0,4,7,12,48.743856625,207,1639,16239,140
21,0,0,4,12,2,47.164869825,192,1556,12898,94
21,0,0,4,12,7,47.139333547,192,1556,12898,93
21,0,0,4,12,12,48.467203584,192,1556,12898,94
21,0,0,4,2,2,49.844448186,168,1883,28782,784
21,0,0,4,2,7,51.966124632,168,1883,28782,784
21,0,0,4,2,12,52.262412414,168,1883,28782,783
21,0,0,4,7,2,49.278819443,207,1639,16239,140
21,0,0,4,7,7,47.110229513,207,1639,16239,140
21,0,0,4,7,12,48.38044515,207,1639,16239,140
21,0,0,4,12,2,48.188184284,192,1556,12898,94
21,0,0,4,12,7,50.517726779,192,1556,12898,94
21,0,0,4,12,12,49.807235319,192,1556,12898,94
21,0,0,4,2,2,49.018120823,168,1883,28782,784
21,0,0,4,2,7,47.256540748,168,1883,28782,784
21,0,0,4,2,12,47.321066695,168,1883,28782,784
21,0,0,4,7,2,48.955077398,207,1639,16239,140
21,0,0,4,7,7,49.875660839,207,1639,16239,141
21,0,0,4,7,12,48.364716248,207,1639,16239,140
21,0,0,4,12,2,47.851726092,192,1556,12898,94
21,0,0,4,12,7,47.725674259,192,1556,12898,93
21,0,0,4,12,12,45.965274863,192,1556,12898,94
21,0,0,6,2,2,48.952367713,168,1883,28782,784
21,0,0,6,2,7,51.353178715,168,1883,28782,784
21,0,0,6,2,12,50.443178677,168,1883,28782,784
21,0,0,6,7,2,48.178576369,207,1639,16239,140
21,0,0,6,7,7,45.728812058,207,1639,16239,140
21,0,0,6,7,12,48.048241261,207,1639,16239,140
21,0,0,6,12,2,48.516184618,192,1556,12898,94
21,0,0,6,12,7,49.458391323,192,1556,12898,94
21,0,0,6,12,12,49.695716413,192,1556,12898,94
21,0,0,6,2,2,48.802948795,168,1883,28782,784
21,0,0,6,2,7,49.013317351,168,1883,28782,784
21,0,0,6,2,12,47.45453136,168,1883,28782,785
21,0,0,6,7,2,48.718049182,207,1639,16239,140
21,0,0,6,7,7,49.986252046,207,1639,16239,140
21,0,0,6,7,12,49.729147015,207,1639,16239,140
21,0,0,6,12,2,48.6199445,192,1556,12898,94
21,0,0,6,12,7,47.103399975,192,1556,12898,94
21,0,0,6,12,12,48.034886831,192,1556,12898,94
21,0,0,6,2,2,47.995005653,168,1883,28782,784
21,0,0,6,2,7,49.990690367,168,1883,28782,783
21,0,0,6,2,12,50.568925384,168,1883,28782,784
21,0,0,6,7,2,49.296139561,207,1639,16239,140
21,0,0,6,7,7,48.471601243,207,1639,16239,140
21,0,0,6,7,12,48.861498959,207,1639,16239,140
21,0,0,6,12,2,54.458805375,192,1556,12898,94
21,0,0,6,12,7,56.033867063,192,1556,12898,94
21,0,0,6,12,12,57.547900258,192,1556,12898,94
21,0,2,0,2,2,24.832553416,150,1726,22038,355
21,0,2,0,2,7,24.516777179,150,1726,22038,356
21,0,2,0,2,12,25.653838392,150,1726,22038,356
21,0,2,0,7,2,27.91312201,296,1726,19658,198
21,0,2,0,7,7,28.148188466,296,1726,19658,198
21,0,2,0,7,12,27.534493714,296,1726,19658,198
21,0,2,0,12,2,29.146834858,546,1447,16037,87
21,0,2,0,12,7,32.850178577,546,1447,16037,87
21,0,2,0,12,12,31.708803137,546,1447,16037,87
21,0,2,0,2,2,32.290858482,150,1726,22038,356
21,0,2,0,2,7,31.750591717,150,1726,22038,357
21,0,2,0,2,12,29.804628872,150,1726,22038,356
21,0,2,0,7,2,29.566485561,296,1726,19658,198
21,0,2,0,7,7,31.869912793,296,1726,19658,198
21,0,2,0,7,12,32.140943467,296,1726,19658,198
21,0,2,0,12,2,30.764143734,546,1447,16037,87
21,0,2,0,12,7,31.419779566,546,1447,16037,87
21,0,2,0,12,12,29.23157519,546,1447,16037,87
21,0,2,0,2,2,29.261701971,150,1726,22038,356
21,0,2,0,2,7,32.508967122,150,1726,22038,356
21,0,2,0,2,12,32.0106966,150,1726,22038,356
21,0,2,0,7,2,31.667864717,296,1726,19658,200
21,0,2,0,7,7,31.005951192,296,1726,19658,198
21,0,2,0,7,12,29.886556889,296,1726,19658,198
21,0,2,0,12,2,29.886060753,546,1447,16037,87
21,0,2,0,12,7,30.368863622,546,1447,16037,87
21,0,2,0,12,12,32.961380565,546,1447,16037,87
21,0,2,2,2,2,33.66159439,150,1726,22038,356
21,0,2,2,2,7,32.240172874,150,1726,22038,356
21,0,2,2,2,12,31.515511572,150,1726,22038,356
21,0,2,2,7,2,27.729749344,296,1726,19658,198
21,0,2,2,7,7,30.281855182,296,1726,19658,198
21,0,2,2,7,12,30.794195231,296,1726,19658,198
21,0,2,2,12,2,30.503716999,546,1447,16037,87
21,0,2,2,12,7,32.129386045,546,1447,16037,87
21,0,2,2,12,12,31.582516911,546,1447,16037,87
21,0,2,2,2,2,29.312828689,150,1726,22038,356
21,0,2,2,2,7,30.003796708,150,1726,22038,356
21,0,2,2,2,12,30.975952933,150,1726,22038,356
21,0,2,2,7,2,30.22215489,296,1726,19658,198
21,0,2,2,7,7,31.25413464,296,1726,19658,198
21,0,2,2,7,12,30.713028161,296,1726,19658,198
21,0,2,2,12,2,29.374839755,546,1447,16037,87
21,0,2,2,12,7,29.618099624,546,1447,16037,87
21,0,2,2,12,12,30.425812007,546,1447,16037,87
21,0,2,2,2,2,31.918461291,150,1726,22038,355
21,0,2,2,2,7,31.079029942,150,1726,22038,356
21,0,2,2,2,12,31.691906835,150,1726,22038,355
21,0,2,2,7,2,28.470127066,296,1726,19658,198
21,0,2,2,7,7,29.811371508,296,1726,19658,198
21,0,2,2,7,12,30.773814147,296,1726,19658,197
21,0,2,2,12,2,30.123321243,546,1447,16037,87
21,0,2,2,12,7,30.554572377,546,1447,16037,87
21,0,2,2,12,12,29.459790692,546,1447,16037,87
21,0,2,4,2,2,29.218765549,150,1726,22038,356
21,0,2,4,2,7,29.364569758,150,1726,22038,356
21,0,2,4,2,12,31.746497281,150,1726,22038,356
21,0,2,4,7,2,30.53381868,296,1726,19658,197
21,0,2,4,7,7,29.712570296,296,1726,19658,198
21,0,2,4,7,12,29.80989151,296,1726,19658,198
21,0,2,4,12,2,29.629474465,546,1447,16037,87
21,0,2,4,12,7,26.92575824,546,1447,16037,87
21,0,2,4,12,12,30.814701775,546,1447,16037,86
21,0,2,4,2,2,31.604897148,150,1726,22038,357
21,0,2,4,2,7,32.223392157,150,1726,22038,356
21,0,2,4,2,12,30.622845051,150,1726,22038,357
21,0,2,4,7,2,30.10130908,296,1726,19658,198
21,0,2,4,7,7,27.278208803,296,1726,19658,198
21,0,2,4,7,12,30.255993722,296,1726,19658,198
21,0,2,4,12,2,29.585289297,546,1447,16037,87
21,0,2,4,12,7,30.174945938,546,1447,16037,87
21,0,2,4,12,12,29.758505222,546,1447,16037,87
21,0,2,4,2,2,31.69174648,150,1726,22038,356
21,0,2,4,2,7,29.638306622,150,1726,22038,356
21,0,2,4,2,12,31.428118738,150,1726,22038,356
21,0,2,4,7,2,31.674829546,296,1726,19658,198
21,0,2,4,7,7,30.536366539,296,1726,19658,198
21,0,2,4,7,12,29.993893652,296,1726,19658,199
21,0,2,4,12,2,29.42247104,546,1447,16037,87
21,0,2,4,12,7,27.780335741,546,1447,16037,87
21,0,2,4,12,12,29.188145685,546,1447,16037,87
21,0,2,6,2,2,31.416806839,150,1726,22038,356
21,0,2,6,2,7,31.441749708,150,1726,22038,356
21,0,2,6,2,12,31.253032957,150,1726,22038,356
21,0,2,6,7,2,29.959746798,296,1726,19658,198
21,0,2,6,7,7,27.360516348,296,1726,19658,197
21,0,2,6,7,12,30.199526594,296,1726,19658,198
21,0,2,6,12,2,30.674532436,546,1447,16037,87
21,0,2,6,12,7,30.867270673,546,1447,16037,87
21,0,2,6,12,12,30.516821338,546,1447,16037,87
21,0,2,6,2,2,30.716371417,150,1726,22038,356
21,0,2,6,2,7,28.616692801,150,1726,22038,356
21,0,2,6,2,12,29.824613959,150,1726,22038,356
21,0,2,6,7,2,30.106100251,296,1726,19658,198
21,0,2,6,7,7,31.123047249,296,1726,19658,198
21,0,2,6,7,12,30.924303736,296,1726,19658,197
21,0,2,6,12,2,31.158687365,546,1447,16037,87
21,0,2,6,12,7,28.422339898,546,1447,16037,87
21,0,2,6,12,12,29.836607607,546,1447,16037,87
21,0,2,6,2,2,30.442399218,150,1726,22038,356
21,0,2,6,2,7,31.442983025,150,1726,22038,356
21,0,2,6,2,12,30.843485207,150,1726,22038,356
21,0,2,6,7,2,31.394500081,296,1726,19658,198
21,0,2,6,7,7,29.332729683,296,1726,19658,197
21,0,2,6,7,12,28.28251274,296,1726,19658,198
21,0,2,6,12,2,31.137654669,546,1447,16037,87
21,0,2,6,12,7,31.667568381,546,1447,16037,87
21,0,2,6,12,12,31.690892775,546,1447,16037,87
21,0,4,0,2,2,31.814115666,169,1504,18703,189
21,0,4,0,2,7,31.246224852,169,1504,18703,189
21,0,4,0,2,12,27.580398123,169,1504,18703,189
21,0,4,0,7,2,30.76949072,184,1504,18614,182
21,0,4,0,7,7,31.426334462,184,1504,18614,182
21,0,4,0,7,12,30.728112894,184,1504,18614,182
21,0,4,0,12,2,29.639417017,346,1655,16636,105
21,0,4,0,12,7,29.838634507,346,1655,16636,104
21,0,4,0,12,12,26.768434366,346,1655,16636,105
21,0,4,0,2,2,31.099283842,169,1504,18703,189
21,0,4,0,2,7,30.99115094,169,1504,18703,189
21,0,4,0,2,12,30.104753821,169,1504,18703,189
21,0,4,0,7,2,30.430209929,184,1504,18614,183
21,0,4,0,7,7,30.872589696,184,1504,18614,182
21,0,4,0,7,12,27.518049343,184,1504,18614,182
21,0,4,0,12,2,30.110589387,346,1655,16636,105
21,0,4,0,12,7,32.52745465,346,1655,16636,104
21,0,4,0,12,12,32.583245104,346,1655,16636,105
21,0,4,0,2,2,32.205318125,169,1504,18703,189
21,0,4,0,2,7,31.086727022,169,1504,18703,189
21,0,4,0,2,12,27.026057343,169,1504,18703,189
21,0,4,0,7,2,28.332369251,184,1504,18614,183
21,0,4,0,7,7,31.342035324,184,1504,18614,183
21,0,4,0,7,12,33.616990752,184,1504,18614,182
21,0,4,0,12,2,32.978313473,346,1655,16636,105
21,0,4,0,12,7,32.137543364,346,1655,16636,106
21,0,4,0,12,12,28.257365618,346,1655,16636,105
21,0,4,2,2,2,28.824394794,169,1504,18703,189
21,0,4,2,2,7,31.567794253,169,1504,18703,189
21,0,4,2,2,12,31.935467137,169,1504,18703,189
21,0,4,2,7,2,31.7946034,184,1504,18614,182
21,0,4,2,7,7,32.489508875,184,1504,18614,182
21,0,4,2,7,12,31.260348604,184,1504,18614,182
21,0,4,2,12,2,29.254196472,346,1655,16636,105
21,0,4,2,12,7,31.864885424,346,1655,16636,105
21,0,4,2,12,12,32.518485875,346,1655,16636,105
21,0,4,2,2,2,32.309934285,169,1504,18703,189
21,0,4,2,2,7,33.74505788,169,1504,18703,189
21,0,4,2,2,12,32.635750496,169,1504,18703,189
21,0,4,2,7,2,26.849320801,184,1504,18614,182
21,0,4,2,7,7,30.931808403,184,1504,18614,182
21,0,4,2,7,12,31.796993407,184,1504,18614,182
21,0,4,2,12,2,30.564070228,346,1655,16636,105
21,0,4,2,12,7,31.089509117,346,1655,16636,105
21,0,4,2,12,12,30.520863228,346,1655,16636,105
21,0,4,2,2,2,28.328512268,169,1504,18703,189
21,0,4,2,2,7,29.391051667,169,1504,18703,189
21,0,4,2,2,12,31.39216093,169,1504,18703,189
21,0,4,2,7,2,31.238701633,184,1504,18614,182
21,0,4,2,7,7,30.976247419,184,1504,18614,182
21,0,4,2,7,12,31.481473537,184,1504,18614,182
21,0,4,2,12,2,28.190802756,346,1655,16636,105
21,0,4,2,12,7,28.239779968,346,1655,16636,105
21,0,4,2,12,12,32.345817764,346,1655,16636,105
21,0,4,4,2,2,31.167876428,169,1504,18703,189
21,0,4,4,2,7,31.475817547,169,1504,18703,189
21,0,4,4,2,12,30.93715569,169,1504,18703,189
21,0,4,4,7,2,28.821379965,184,1504,18614,183
21,0,4,4,7,7,28.222716519,184,1504,18614,182
21,0,4,4,7,12,29.951190065,184,1504,18614,182
21,0,4,4,12,2,29.428577855,346,1655,16636,105
21,0,4,4,12,7,30.517976441,346,1655,16636,105
21,0,4,4,12,12,30.347913785,346,1655,16636,105
21,0,4,4,2,2,29.855825793,169,1504,18703,189
21,0,4,4,2,7,27.33723288,169,1504,18703,189
21,0,4,4,2,12,30.992504776,169,1504,18703,189
21,0,4,4,7,2,30.356722989,184,1504,18614,182
21,0,4,4,7,7,30.853529933,184,1504,18614,182
21,0,4,4,7,12,30.485955092,184,1504,18614,182
21,0,4,4,12,2,29.941021,346,1655,16636,105
21,0,4,4,12,7,26.164807463,346,1655,16636,105
21,0,4,4,12,12,30.057776008,346,1655,16636,105
21,0,4,4,2,2,29.949791573,169,1504,18703,189
21,0,4,4,2,7,30.36495421,169,1504,18703,191
21,0,4,4,2,12,29.676652141,169,1504,18703,189
21,0,4,4,7,2,29.938626485,184,1504,18614,182
21,0,4,4,7,7,27.697806716,184,1504,18614,182
21,0,4,4,7,12,29.712393362,184,1504,18614,182
21,0,4,4,12,2,29.87548957,346,1655,16636,105
21,0,4,4,12,7,30.350046674,346,1655,16636,105
21,0,4,4,12,12,30.003566789,346,1655,16636,105
21,0,4,6,2,2,29.92762801,169,1504,18703,189
21,0,4,6,2,7,27.600918689,169,1504,18703,189
21,0,4,6,2,12,29.405952302,169,1504,18703,189
21,0,4,6,7,2,29.74361494,184,1504,18614,182
21,0,4,6,7,7,30.585562454,184,1504,18614,182
21,0,4,6,7,12,30.760236708,184,1504,18614,182
21,0,4,6,12,2,29.975925581,346,1655,16636,106
21,0,4,6,12,7,28.336501778,346,1655,16636,105
21,0,4,6,12,12,29.135068647,346,1655,16636,105
21,0,4,6,2,2,30.15173656,169,1504,18703,189
21,0,4,6,2,7,30.832324915,169,1504,18703,189
21,0,4,6,2,12,30.446591366,169,1504,18703,189
21,0,4,6,7,2,30.337865455,184,1504,18614,182
21,0,4,6,7,7,28.222224393,184,1504,18614,182
21,0,4,6,7,12,27.968916541,184,1504,18614,183
21,0,4,6,12,2,29.179373453,346,1655,16636,105
21,0,4,6,12,7,31.311876729,346,1655,16636,105
21,0,4,6,12,12,31.010507551,346,1655,16636,105
21,0,4,6,2,2,30.43659448,169,1504,18703,189
21,0,4,6,2,7,29.810039878,169,1504,18703,189
21,0,4,6,2,12,27.959707748,169,1504,18703,189
21,0,4,6,7,2,28.735794604,184,1504,18614,182
21,0,4,6,7,7,29.068264899,184,1504,18614,182
21,0,4,6,7,12,30.962606146,184,1504,18614,182
21,0,4,6,12,2,30.64211694,346,1655,16636,105
21,0,4,6,12,7,30.520720311,346,1655,16636,105
21,0,4,6,12,12,28.444663165,346,1655,16636,105
21,0,6,0,2,2,28.094776529,188,1678,16652,140
21,0,6,0,2,7,29.42383451,188,1678,16652,140
21,0,6,0,2,12,30.548072088,188,1678,16652,140
21,0,6,0,7,2,30.655534507,188,1678,16652,140
21,0,6,0,7,7,30.377475892,188,1678,16652,140
21,0,6,0,7,12,28.059864181,188,1678,16652,140
21,0,6,0,12,2,28.243703634,238,1678,16400,118
21,0,6,0,12,7,28.567278815,238,1678,16400,118
21,0,6,0,12,12,30.08732712,238,1678,16400,118
21,0,6,0,2,2,30.04683835,188,1678,16652,140
21,0,6,0,2,7,30.621028823,188,1678,16652,140
21,0,6,0,2,12,28.575802558,188,1678,16652,140
21,0,6,0,7,2,28.951590985,188,1678,16652,141
21,0,6,0,7,7,29.454104556,188,1678,16652,140
21,0,6,0,7,12,29.463966968,188,1678,16652,140
21,0,6,0,12,2,29.468223952,238,1678,16400,118
21,0,6,0,12,7,29.173218384,238,1678,16400,118
21,0,6,0,12,12,27.655709323,238,1678,16400,118
21,0,6,0,2,2,28.637255712,188,1678,16652,140
21,0,6,0,2,7,29.761415986,188,1678,16652,140
21,0,6,0,2,12,29.864142623,188,1678,16652,140
21,0,6,0,7,2,30.457542408,188,1678,16652,140
21,0,6,0,7,7,30.303862513,188,1678,16652,141
21,0,6,0,7,12,29.517938215,188,1678,16652,140
21,0,6,0,12,2,27.638087498,238,1678,16400,118
21,0,6,0,12,7,29.279143595,238,1678,16400,118
21,0,6,0,12,12,30.866396759,238,1678,16400,118
21,0,6,2,2,2,31.390397293,188,1678,16652,140
21,0,6,2,2,7,31.309804869,188,1678,16652,140
21,0,6,2,2,12,30.256801955,188,1678,16652,140
21,0,6,2,7,2,28.078823426,188,1678,16652,140
21,0,6,2,7,7,29.494934448,188,1678,16652,140
21,0,6,2,7,12,30.856860149,188,1678,16652,140
21,0,6,2,12,2,31.624641347,238,1678,16400,118
21,0,6,2,12,7,31.980622971,238,1678,16400,117
21,0,6,2,12,12,28.756777691,238,1678,16400,118
21,0,6,2,2,2,29.802304984,188,1678,16652,140
21,0,6,2,2,7,30.344858545,188,1678,16652,141
21,0,6,2,2,12,31.232408321,188,1678,16652,140
21,0,6,2,7,2,31.320626419,188,1678,16652,140
21,0,6,2,7,7,30.757972811,188,1678,16652,140
21,0,6,2,7,12,29.864638898,188,1678,16652,140
21,0,6,2,12,2,30.160670704,238,1678,16400,118
21,0,6,2,12,7,28.543031271,238,1678,16400,118
21,0,6,2,12,12,30.800104809,238,1678,16400,118
21,0,6,2,2,2,32.072697395,188,1678,16652,140
21,0,6,2,2,7,32.258936735,188,1678,16652,140
21,0,6,2,2,12,31.192941772,188,1678,16652,140
21,0,6,2,7,2,29.513304675,188,1678,16652,140
21,0,6,2,7,7,26.910709503,188,1678,16652,140
21,0,6,2,7,12,31.347075675,188,1678,16652,140
21,0,6,2,12,2,31.522159148,238,1678,16400,118
21,0,6,2,12,7,30.213675954,238,1678,16400,118
21,0,6,2,12,12,30.781688342,238,1678,16400,118
21,0,6,4,2,2,29.910204346,188,1678,16652,140
21,0,6,4,2,7,27.92647515,188,1678,16652,140
21,0,6,4,2,12,30.04963477,188,1678,16652,140
21,0,6,4,7,2,31.711042343,188,1678,16652,141
21,0,6,4,7,7,30.860307176,188,1678,16652,140
21,0,6,4,7,12,29.873000423,188,1678,16652,140
21,0,6,4,12,2,29.952064021,238,1678,16400,119
21,0,6,4,12,7,28.139541044,238,1678,16400,118
21,0,6,4,12,12,29.915238975,238,1678,16400,118
21,0,6,4,2,2,30.691712434,188,1678,16652,140
21,0,6,4,2,7,31.973177179,188,1678,16652,140
21,0,6,4,2,12,30.937036561,188,1678,16652,140
21,0,6,4,7,2,30.512522476,188,1678,16652,140
21,0,6,4,7,7,29.2848391,188,1678,16652,140
21,0,6,4,7,12,30.319530082,188,1678,16652,141
21,0,6,4,12,2,29.357787189,238,1678,16400,118
21,0,6,4,12,7,31.549460762,238,1678,16400,118
21,0,6,4,12,12,29.726457856,238,1678,16400,118
21,0,6,4,2,2,31.045000468,188,1678,16652,139
21,0,6,4,2,7,28.884061897,188,1678,16652,140
21,0,6,4,2,12,29.688212042,188,1678,16652,140
21,0,6,4,7,2,29.702334211,188,1678,16652,140
21,0,6,4,7,7,30.014294478,188,1678,16652,140
21,0,6,4,7,12,29.723406975,188,1678,16652,140
21,0,6,4,12,2,30.02072593,238,1678,16400,118
21,0,6,4,12,7,27.453446511,238,1678,16400,118
21,0,6,4,12,12,29.257244526,238,1678,16400,119
21,0,6,6,2,2,29.653174581,188,1678,16652,140
21,0,6,6,2,7,30.249809305,188,1678,16652,140
21,0,6,6,2,12,30.555841346,188,1678,16652,140
21,0,6,6,7,2,29.64166964,188,1678,16652,141
21,0,6,6,7,7,29.408165984,188,1678,16652,140
21,0,6,6,7,12,29.359621242,188,1678,16652,140
21,0,6,6,12,2,28.654242535,238,1678,16400,118
21,0,6,6,12,7,29.060372815,238,1678,16400,118
21,0,6,6,12,12,30.863864829,238,1678,16400,118
21,0,6,6,2,2,30.246317132,188,1678,16652,140
21,0,6,6,2,7,30.199929195,188,1678,16652,141
21,0,6,6,2,12,27.962335859,188,1678,16652,140
21,0,6,6,7,2,30.406836956,188,1678,16652,140
21,0,6,6,7,7,28.648440909,188,1678,16652,140
21,0,6,6,7,12,30.934904316,188,1678,16652,140
21,0,6,6,12,2,30.343099622,238,1678,16400,118
21,0,6,6,12,7,30.155082973,238,1678,16400,118
21,0,6,6,12,12,26.296515974,238,1678,16400,118
21,0,6,6,2,2,29.951605281,188,1678,16652,140
21,0,6,6,2,7,29.046927433,188,1678,16652,141
21,0,6,6,2,12,31.522878449,188,1678,16652,140
21,0,6,6,7,2,30.810973784,188,1678,16652,140
21,0,6,6,7,7,29.633317122,188,1678,16652,140
21,0,6,6,7,12,28.197154134,188,1678,16652,140
21,0,6,6,12,2,28.027622684,238,1678,16400,118
21,0,6,6,12,7,26.895546621,238,1678,16400,118
21,0,6,6,12,12,27.036885906,238,1678,16400,118
21,1,0,0,2,2,53.744847587,180,2065,29856,827
21,1,0,0,2,7,54.110481995,180,2065,29856,827
21,1,0,0,2,12,48.744217221,180,2065,29856,827
21,1,0,0,7,2,50.609822279,203,1639,16589,150
21,1,0,0,7,7,50.381798137,203,1639,16589,150
21,1,0,0,7,12,48.463288667,203,1639,16589,151
21,1,0,0,12,2,47.927779772,192,1556,13082,92
21,1,0,0,12,7,50.694376131,192,1556,13082,92
21,1,0,0,12,12,51.004375593,192,1556,13082,92
21,1,0,0,2,2,52.218545986,180,2065,29856,833
21,1,0,0,2,7,53.181833951,180,2065,29856,827
21,1,0,0,2,12,49.336878414,180,2065,29856,827
21,1,0,0,7,2,51.548724799,203,1639,16589,150
21,1,0,0,7,7,48.361096663,203,1639,16589,151
21,1,0,0,7,12,49.849032888,203,1639,16589,151
21,1,0,0,12,2,49.349724814,192,1556,13082,92
21,1,0,0,12,7,49.698820329,192,1556,13082,92
21,1,0,0,12,12,50.964194513,192,1556,13082,92
21,1,0,0,2,2,50.162965983,180,2065,29856,827
21,1,0,0,2,7,50.23904197,180,2065,29856,827
21,1,0,0,2,12,48.515138275,180,2065,29856,827
21,1,0,0,7,2,50.388921631,203,1639,16589,150
21,1,0,0,7,7,49.806813239,203,1639,16589,150
21,1,0,0,7,12,51.263659389,203,1639,16589,150
21,1,0,0,12,2,51.144841766,192,1556,13082,92
21,1,0,0,12,7,49.304611344,192,1556,13082,92
21,1,0,0,12,12,47.603834501,192,1556,13082,93
21,1,0,2,2,2,51.712152319,180,2065,29856,827
21,1,0,2,2,7,51.937376495,180,2065,29856,827
21,1,0,2,2,12,49.60889589,180,2065,29856,827
21,1,0,2,7,2,48.862550162,203,1639,16589,150
21,1,0,2,7,7,49.915337107,203,1639,16589,150
21,1,0,2,7,12,51.264425912,203,1639,16589,150
21,1,0,2,12,2,48.680745777,192,1556,13082,92
21,1,0,2,12,7,48.985215393,192,1556,13082,92
21,1,0,2,12,12,49.679745013,192,1556,13082,91
21,1,0,2,2,2,49.351861998,180,2065,29856,827
21,1,0,2,2,7,49.984083141,180,2065,29856,827
21,1,0,2,2,12,50.673106255,180,2065,29856,827
21,1,0,2,7,2,49.933827781,203,1639,16589,150
21,1,0,2,7,7,48.849562649,203,1639,16589,150
21,1,0,2,7,12,49.589359183,203,1639,16589,150
21,1,0,2,12,2,50.597260166,192,1556,13082,92
21,1,0,2,12,7,48.403866886,192,1556,13082,92
21,1,0,2,12,12,48.258963465,192,1556,13082,91
21,1,0,2,2,2,50.063758802,180,2065,29856,827
21,1,0,2,2,7,50.208711342,180,2065,29856,831
21,1,0,2,2,12,49.018824882,180,2065,29856,824
21,1,0,2,7,2,50.20484159,203,1639,16589,150
21,1,0,2,7,7,50.591788961,203,1639,16589,150
21,1,0,2,7,12,46.115838845,203,1639,16589,150
21,1,0,2,12,2,47.876514621,192,1556,13082,92
21,1,0,2,12,7,48.188429693,192,1556,13082,92
21,1,0,2,12,12,48.643068533,192,1556,13082,92
21,1,0,4,2,2,52.252184075,180,2065,29856,827
21,1,0,4,2,7,47.872064642,180,2065,29856,827
21,1,0,4,2,12,49.6561397,180,2065,29856,827
21,1,0,4,7,2,50.103827042,203,1639,16589,150
21,1,0,4,7,7,48.858330926,203,1639,16589,150
21,1,0,4,7,12,47.717054415,203,1639,16589,151
21,1,0,4,12,2,48.246434833,192,1556,13082,92
21,1,0,4,12,7,49.262726573,192,1556,13082,89
21,1,0,4,12,12,51.352726439,192,1556,13082,92
21,1,0,4,2,2,49.605557314,180,2065,29856,827
21,1,0,4,2,7,51.252901254,180,2065,29856,828
21,1,0,4,2,12,50.160323065,180,2065,29856,827
