"K","M","d","D","e","t","time","n50","largest","brm_paired","rba_result"
61,1,6,0,12,2,15.683334684,235,280,2670,11
61,1,6,0,12,7,15.299775459,235,280,2670,11
61,1,6,0,12,12,14.667784373,235,280,2670,11
61,1,6,2,2,2,16.437890369,235,280,2758,12
61,1,6,2,2,7,15.878095329,235,280,2758,10
61,1,6,2,2,12,15.739380809,235,280,2758,12
61,1,6,2,7,2,16.049073439,235,280,2758,12
61,1,6,2,7,7,16.048637321,235,280,2758,12
61,1,6,2,7,12,15.319670104,235,280,2758,12
61,1,6,2,12,2,15.591142873,235,280,2670,11
61,1,6,2,12,7,17.064528732,235,280,2670,12
61,1,6,2,12,12,16.462505096,235,280,2670,13
61,1,6,2,2,2,15.756718245,235,280,2758,12
61,1,6,2,2,7,15.799543057,235,280,2758,12
61,1,6,2,2,12,14.516855761,235,280,2758,12
61,1,6,2,7,2,15.828955256,235,280,2758,10
61,1,6,2,7,7,16.015497257,235,280,2758,12
61,1,6,2,7,12,15.95854289,235,280,2758,12
61,1,6,2,12,2,16.637169942,235,280,2670,11
61,1,6,2,12,7,16.678668368,235,280,2670,9
61,1,6,2,12,12,14.775757495,235,280,2670,11
61,1,6,2,2,2,15.616977563,235,280,2758,12
61,1,6,2,2,7,16.802852618,235,280,2758,10
61,1,6,2,2,12,16.236211424,235,280,2758,12
61,1,6,2,7,2,16.061463142,235,280,2758,14
61,1,6,2,7,7,16.191872754,235,280,2758,12
61,1,6,2,7,12,15.594037563,235,280,2758,10
61,1,6,2,12,2,14.453024928,235,280,2670,11
61,1,6,2,12,7,16.77621189,235,280,2670,11
61,1,6,2,12,12,16.623885547,235,280,2670,11
61,1,6,4,2,2,16.208631564,235,280,2758,10
61,1,6,4,2,7,16.252396586,235,280,2758,10
61,1,6,4,2,12,14.991451183,235,280,2758,10
61,1,6,4,7,2,13.814472121,235,280,2758,12
61,1,6,4,7,7,16.056107148,235,280,2758,12
61,1,6,4,7,12,16.421226084,235,280,2758,12
61,1,6,4,12,2,16.374664516,235,280,2670,11
61,1,6,4,12,7,16.194274712,235,280,2670,11
61,1,6,4,12,12,15.592804557,235,280,2670,11
61,1,6,4,2,2,14.094563278,235,280,2758,10
61,1,6,4,2,7,15.841035609,235,280,2758,12
61,1,6,4,2,12,15.558603859,235,280,2758,12
61,1,6,4,7,2,16.61314317,235,280,2758,12
61,1,6,4,7,7,16.373222351,235,280,2758,12
61,1,6,4,7,12,15.871766872,235,280,2758,10
61,1,6,4,12,2,14.649252121,235,280,2670,9
61,1,6,4,12,7,16.139291861,235,280,2670,11
61,1,6,4,12,12,15.943289235,235,280,2670,9
61,1,6,4,2,2,15.657203334,235,280,2758,12
61,1,6,4,2,7,16.471322079,235,280,2758,12
61,1,6,4,2,12,16.021299972,235,280,2758,10
61,1,6,4,7,2,15.050172519,235,280,2758,10
61,1,6,4,7,7,15.450281725,235,280,2758,10
61,1,6,4,7,12,15.732729799,235,280,2758,11
61,1,6,4,12,2,15.395828679,235,280,2670,12
61,1,6,4,12,7,15.883823731,235,280,2670,11
61,1,6,4,12,12,16.603588003,235,280,2670,9
61,1,6,6,2,2,16.315152373,235,280,2758,12
61,1,6,6,2,7,15.563492346,235,280,2758,10
61,1,6,6,2,12,15.819432833,235,280,2758,12
61,1,6,6,7,2,15.521439637,235,280,2758,10
61,1,6,6,7,7,14.964399038,235,280,2758,12
61,1,6,6,7,12,15.543536868,235,280,2758,12
61,1,6,6,12,2,15.495734846,235,280,2670,11
61,1,6,6,12,7,15.493019407,235,280,2670,9
61,1,6,6,12,12,15.520782689,235,280,2670,9
61,1,6,6,2,2,15.942378245,235,280,2758,12
61,1,6,6,2,7,15.511092914,235,280,2758,12
61,1,6,6,2,12,15.412338606,235,280,2758,12
61,1,6,6,7,2,15.322676973,235,280,2758,12
61,1,6,6,7,7,14.949025961,235,280,2758,10
61,1,6,6,7,12,15.26771182,235,280,2758,10
61,1,6,6,12,2,16.211578568,235,280,2670,11
61,1,6,6,12,7,16.376121512,235,280,2670,11
61,1,6,6,12,12,15.597533449,235,280,2670,11
61,1,6,6,2,2,15.649935345,235,280,2758,12
61,1,6,6,2,7,15.072300285,235,280,2758,13
61,1,6,6,2,12,15.425336319,235,280,2758,12
61,1,6,6,7,2,15.909874771,235,280,2758,12
61,1,6,6,7,7,15.080186733,235,280,2758,12
61,1,6,6,7,12,15.501378501,235,280,2758,12
61,1,6,6,12,2,15.76684831,235,280,2670,9
61,1,6,6,12,7,14.38880818,235,280,2670,11
61,1,6,6,12,12,14.258736221,235,280,2670,9
61,2,0,0,2,2,19.538540618,262,982,13792,94
61,2,0,0,2,7,18.554253997,262,982,13792,94
61,2,0,0,2,12,19.129519368,262,982,13792,94
61,2,0,0,7,2,18.768791073,297,982,10452,46
61,2,0,0,7,7,17.096347386,297,982,10452,47
61,2,0,0,7,12,18.126764554,297,982,10452,46
61,2,0,0,12,2,18.245743221,297,890,5455,17
61,2,0,0,12,7,19.065836592,297,890,5455,18
61,2,0,0,12,12,18.959372308,297,890,5455,20
61,2,0,0,2,2,18.707670943,262,982,13792,96
61,2,0,0,2,7,18.045511944,262,982,13792,94
61,2,0,0,2,12,17.942919696,262,982,13792,95
61,2,0,0,7,2,17.392085427,297,982,10452,46
61,2,0,0,7,7,18.546947211,297,982,10452,46
61,2,0,0,7,12,19.649852425,297,982,10452,46
61,2,0,0,12,2,19.095506898,297,890,5455,17
61,2,0,0,12,7,17.649770878,297,890,5455,19
61,2,0,0,12,12,16.976415429,297,890,5455,19
61,2,0,0,2,2,17.433598078,262,982,13792,94
61,2,0,0,2,7,19.350228055,262,982,13792,95
61,2,0,0,2,12,18.863276812,262,982,13792,94
61,2,0,0,7,2,18.927250555,297,982,10452,46
61,2,0,0,7,7,17.960558679,297,982,10452,46
61,2,0,0,7,12,17.812958801,297,982,10452,46
61,2,0,0,12,2,16.952887312,297,890,5455,17
61,2,0,0,12,7,18.112829578,297,890,5455,21
61,2,0,0,12,12,19.521293083,297,890,5455,20
61,2,0,2,2,2,18.93933385,262,982,13792,94
61,2,0,2,2,7,19.034901521,262,982,13792,94
61,2,0,2,2,12,18.361764536,262,982,13792,94
61,2,0,2,7,2,17.353567783,297,982,10452,46
61,2,0,2,7,7,17.957432627,297,982,10452,46
61,2,0,2,7,12,19.292939045,297,982,10452,46
61,2,0,2,12,2,19.180933854,297,890,5455,22
61,2,0,2,12,7,19.202338472,297,890,5455,20
61,2,0,2,12,12,18.933378229,297,890,5455,21
61,2,0,2,2,2,18.39851111,262,982,13792,94
61,2,0,2,2,7,17.439243306,262,982,13792,94
61,2,0,2,2,12,19.61670237,262,982,13792,94
61,2,0,2,7,2,20.22272346,297,982,10452,46
61,2,0,2,7,7,18.610470034,297,982,10452,46
61,2,0,2,7,12,18.821428776,297,982,10452,46
61,2,0,2,12,2,18.256442567,297,890,5455,19
61,2,0,2,12,7,17.245369583,297,890,5455,20
61,2,0,2,12,12,18.714908139,297,890,5455,18
61,2,0,2,2,2,19.4408237,262,982,13792,95
61,2,0,2,2,7,19.13059686,262,982,13792,94
61,2,0,2,2,12,19.1025228,262,982,13792,95
61,2,0,2,7,2,17.44677819,297,982,10452,47
61,2,0,2,7,7,17.980864368,297,982,10452,46
61,2,0,2,7,12,18.506131997,297,982,10452,46
61,2,0,2,12,2,19.486001084,297,890,5455,19
61,2,0,2,12,7,18.907827055,297,890,5455,19
61,2,0,2,12,12,19.733126718,297,890,5455,20
61,2,0,4,2,2,18.493339476,262,982,13792,95
61,2,0,4,2,7,18.069154609,262,982,13792,94
61,2,0,4,2,12,17.406421311,262,982,13792,95
61,2,0,4,7,2,19.706591009,297,982,10452,46
61,2,0,4,7,7,20.139126565,297,982,10452,46
61,2,0,4,7,12,19.834392637,297,982,10452,45
61,2,0,4,12,2,18.333489103,297,890,5455,19
61,2,0,4,12,7,17.130400138,297,890,5455,21
61,2,0,4,12,12,18.368252858,297,890,5455,19
61,2,0,4,2,2,18.299253321,262,982,13792,94
61,2,0,4,2,7,19.344409703,262,982,13792,94
61,2,0,4,2,12,19.685075468,262,982,13792,94
61,2,0,4,7,2,19.023203148,297,982,10452,46
61,2,0,4,7,7,18.193629531,297,982,10452,46
61,2,0,4,7,12,16.845635531,297,982,10452,46
61,2,0,4,12,2,18.307946275,297,890,5455,18
61,2,0,4,12,7,18.359478646,297,890,5455,17
61,2,0,4,12,12,19.577569163,297,890,5455,19
61,2,0,4,2,2,19.492374826,262,982,13792,95
61,2,0,4,2,7,18.796045827,262,982,13792,94
61,2,0,4,2,12,18.113482684,262,982,13792,96
61,2,0,4,7,2,19.365105678,297,982,10452,46
61,2,0,4,7,7,18.307731555,297,982,10452,46
61,2,0,4,7,12,19.193224309,297,982,10452,46
61,2,0,4,12,2,18.774031428,297,890,5455,18
61,2,0,4,12,7,18.800287832,297,890,5455,20
61,2,0,4,12,12,18.172824869,297,890,5455,20
61,2,0,6,2,2,17.958910746,262,982,13792,95
61,2,0,6,2,7,18.326073742,262,982,13792,94
61,2,0,6,2,12,19.707822796,262,982,13792,95
61,2,0,6,7,2,19.23424046,297,982,10452,46
61,2,0,6,7,7,18.027830221,297,982,10452,46
61,2,0,6,7,12,17.509695141,297,982,10452,46
61,2,0,6,12,2,17.276962558,297,890,5455,20
61,2,0,6,12,7,18.48842012,297,890,5455,18
61,2,0,6,12,12,18.618399865,297,890,5455,19
61,2,0,6,2,2,18.870428195,262,982,13792,96
61,2,0,6,2,7,18.550869611,262,982,13792,97
61,2,0,6,2,12,18.156615732,262,982,13792,94
61,2,0,6,7,2,17.369546954,297,982,10452,46
61,2,0,6,7,7,17.973476593,297,982,10452,46
61,2,0,6,7,12,18.696115805,297,982,10452,46
61,2,0,6,12,2,18.936790915,297,890,5455,21
61,2,0,6,12,7,17.94202745,297,890,5455,21
61,2,0,6,12,12,18.528762874,297,890,5455,21
61,2,0,6,2,2,17.306429756,262,982,13792,94
61,2,0,6,2,7,18.186780912,262,982,13792,94
61,2,0,6,2,12,19.022798725,262,982,13792,94
61,2,0,6,7,2,18.515685132,297,982,10452,46
61,2,0,6,7,7,18.384878484,297,982,10452,46
61,2,0,6,7,12,18.592353758,297,982,10452,46
61,2,0,6,12,2,17.614197862,297,890,5455,19
61,2,0,6,12,7,17.998765728,297,890,5455,20
61,2,0,6,12,12,19.990943398,297,890,5455,19
61,2,2,0,2,2,15.520622266,238,493,6188,31
61,2,2,0,2,7,15.608807306,238,493,6188,31
61,2,2,0,2,12,15.693746547,238,493,6188,31
61,2,2,0,7,2,14.763843755,240,493,5859,27
61,2,2,0,7,7,15.34274077,240,493,5859,27
61,2,2,0,7,12,15.61106124,240,493,5859,27
61,2,2,0,12,2,15.797548057,257,493,4793,16
61,2,2,0,12,7,16.448857699,257,493,4793,17
61,2,2,0,12,12,15.926575943,257,493,4793,21
61,2,2,0,2,2,16.201963436,238,493,6188,31
61,2,2,0,2,7,15.292583395,238,493,6188,31
61,2,2,0,2,12,16.154329172,238,493,6188,32
61,2,2,0,7,2,15.78923289,240,493,5859,27
61,2,2,0,7,7,15.559734411,240,493,5859,27
61,2,2,0,7,12,15.846162862,240,493,5859,27
61,2,2,0,12,2,15.609351773,257,493,4793,20
61,2,2,0,12,7,15.6122309,257,493,4793,16
61,2,2,0,12,12,15.832095387,257,493,4793,17
61,2,2,0,2,2,16.002345219,238,493,6188,31
61,2,2,0,2,7,16.208635018,238,493,6188,31
61,2,2,0,2,12,16.317259551,238,493,6188,32
61,2,2,0,7,2,15.444530799,240,493,5859,27
61,2,2,0,7,7,15.09445891,240,493,5859,29
61,2,2,0,7,12,16.021141007,240,493,5859,27
61,2,2,0,12,2,16.22717038,257,493,4793,18
61,2,2,0,12,7,15.900589158,257,493,4793,17
61,2,2,0,12,12,16.700490881,257,493,4793,22
61,2,2,2,2,2,15.704033871,238,493,6188,31
61,2,2,2,2,7,14.99104157,238,493,6188,31
61,2,2,2,2,12,15.613694072,238,493,6188,31
61,2,2,2,7,2,15.423653361,240,493,5859,27
61,2,2,2,7,7,15.340860948,240,493,5859,27
61,2,2,2,7,12,16.466848189,240,493,5859,27
61,2,2,2,12,2,16.064878477,257,493,4793,17
61,2,2,2,12,7,15.570026319,257,493,4793,18
61,2,2,2,12,12,15.717533633,257,493,4793,16
61,2,2,2,2,2,15.564986329,238,493,6188,32
61,2,2,2,2,7,15.610766622,238,493,6188,31
61,2,2,2,2,12,16.091965498,238,493,6188,31
61,2,2,2,7,2,15.65258384,240,493,5859,27
61,2,2,2,7,7,15.327836658,240,493,5859,27
61,2,2,2,7,12,16.01112369,240,493,5859,27
61,2,2,2,12,2,16.103170199,257,493,4793,16
61,2,2,2,12,7,15.487721053,257,493,4793,17
61,2,2,2,12,12,15.620159491,257,493,4793,16
61,2,2,2,2,2,15.775440637,238,493,6188,31
61,2,2,2,2,7,15.821685167,238,493,6188,31
61,2,2,2,2,12,15.714542502,238,493,6188,32
61,2,2,2,7,2,15.330292273,240,493,5859,27
61,2,2,2,7,7,15.800697225,240,493,5859,27
61,2,2,2,7,12,15.533498067,240,493,5859,27
61,2,2,2,12,2,15.507733431,257,493,4793,17
61,2,2,2,12,7,15.267414773,257,493,4793,16
61,2,2,2,12,12,16.410316171,257,493,4793,17
61,2,2,4,2,2,16.199736639,238,493,6188,31
61,2,2,4,2,7,16.044305007,238,493,6188,31
61,2,2,4,2,12,15.578499754,238,493,6188,31
61,2,2,4,7,2,15.939043438,240,493,5859,27
61,2,2,4,7,7,14.803297964,240,493,5859,27
61,2,2,4,7,12,15.710147198,240,493,5859,27
61,2,2,4,12,2,16.101317834,257,493,4793,17
61,2,2,4,12,7,16.209061751,257,493,4793,16
61,2,2,4,12,12,15.929753002,257,493,4793,18
61,2,2,4,2,2,15.515304128,238,493,6188,31
61,2,2,4,2,7,15.470438027,238,493,6188,31
61,2,2,4,2,12,15.924970855,238,493,6188,31
61,2,2,4,7,2,15.703744221,240,493,5859,27
61,2,2,4,7,7,16.173928826,240,493,5859,27
61,2,2,4,7,12,16.058409369,240,493,5859,27
61,2,2,4,12,2,15.817791554,257,493,4793,17
61,2,2,4,12,7,15.826820215,257,493,4793,17
61,2,2,4,12,12,15.063174459,257,493,4793,17
61,2,2,4,2,2,15.294733313,238,493,6188,31
61,2,2,4,2,7,16.868978029,238,493,6188,31
61,2,2,4,2,12,16.131049461,238,493,6188,33
61,2,2,4,7,2,16.001835945,240,493,5859,27
61,2,2,4,7,7,15.570030984,240,493,5859,27
61,2,2,4,7,12,15.059903217,240,493,5859,27
61,2,2,4,12,2,15.837257184,257,493,4793,17
61,2,2,4,12,7,15.643199392,257,493,4793,16
61,2,2,4,12,12,17.186852022,257,493,4793,17
61,2,2,6,2,2,16.694838452,238,493,6188,31
61,2,2,6,2,7,16.346378901,238,493,6188,31
61,2,2,6,2,12,15.430192922,238,493,6188,33
61,2,2,6,7,2,15.024150382,240,493,5859,28
61,2,2,6,7,7,15.216999068,240,493,5859,27
61,2,2,6,7,12,15.922091687,240,493,5859,27
61,2,2,6,12,2,16.31451813,257,493,4793,17
61,2,2,6,12,7,16.43487683,257,493,4793,17
61,2,2,6,12,12,15.031373915,257,493,4793,18
61,2,2,6,2,2,15.731376337,238,493,6188,31
61,2,2,6,2,7,15.602845494,238,493,6188,31
61,2,2,6,2,12,16.476539614,238,493,6188,31
61,2,2,6,7,2,16.522035578,240,493,5859,27
61,2,2,6,7,7,16.593675097,240,493,5859,27
61,2,2,6,7,12,15.721462425,240,493,5859,27
61,2,2,6,12,2,15.357389875,257,493,4793,17
61,2,2,6,12,7,15.084159673,257,493,4793,16
61,2,2,6,12,12,16.07901646,257,493,4793,16
61,2,2,6,2,2,15.931284459,238,493,6188,31
61,2,2,6,2,7,15.543257848,238,493,6188,32
61,2,2,6,2,12,15.582432194,238,493,6188,31
61,2,2,6,7,2,15.47750769,240,493,5859,28
61,2,2,6,7,7,15.334439613,240,493,5859,28
61,2,2,6,7,12,15.473500376,240,493,5859,27
61,2,2,6,12,2,16.846866205,257,493,4793,17
61,2,2,6,12,7,16.886023747,257,493,4793,18
61,2,2,6,12,12,15.980640541,257,493,4793,18
61,2,4,0,2,2,15.045805707,237,381,4085,17
61,2,4,0,2,7,14.998879394,237,381,4085,16
61,2,4,0,2,12,14.969399794,237,381,4085,17
61,2,4,0,7,2,16.327335851,237,381,4085,16
61,2,4,0,7,7,16.156385618,237,381,4085,18
61,2,4,0,7,12,15.775368369,237,381,4085,17
61,2,4,0,12,2,15.274681701,242,381,3606,12
61,2,4,0,12,7,14.252952147,242,381,3606,14
61,2,4,0,12,12,14.71990315,242,381,3606,13
61,2,4,0,2,2,15.358477943,237,381,4085,19
61,2,4,0,2,7,16.29518222,237,381,4085,17
61,2,4,0,2,12,16.489011311,237,381,4085,16
61,2,4,0,7,2,16.127187332,237,381,4085,16
61,2,4,0,7,7,14.781562099,237,381,4085,16
61,2,4,0,7,12,15.618827799,237,381,4085,18
61,2,4,0,12,2,15.414527087,242,381,3606,12
61,2,4,0,12,7,15.489962492,242,381,3606,11
61,2,4,0,12,12,16.046680432,242,381,3606,13
61,2,4,0,2,2,16.478171304,237,381,4085,18
61,2,4,0,2,7,15.078214345,237,381,4085,16
61,2,4,0,2,12,14.719227204,237,381,4085,20
61,2,4,0,7,2,15.745462792,237,381,4085,16
61,2,4,0,7,7,15.901934035,237,381,4085,16
61,2,4,0,7,12,16.048426342,237,381,4085,16
61,2,4,0,12,2,15.757029866,242,381,3606,11
61,2,4,0,12,7,15.150068885,242,381,3606,12
61,2,4,0,12,12,14.336426858,242,381,3606,12
61,2,4,2,2,2,15.126968619,237,381,4085,18
61,2,4,2,2,7,16.118663912,237,381,4085,16
61,2,4,2,2,12,16.311657969,237,381,4085,17
61,2,4,2,7,2,15.990934933,237,381,4085,16
61,2,4,2,7,7,15.435403628,237,381,4085,18
61,2,4,2,7,12,15.411764459,237,381,4085,21
61,2,4,2,12,2,15.119676192,242,381,3606,14
61,2,4,2,12,7,15.742300842,242,381,3606,12
61,2,4,2,12,12,15.199397516,242,381,3606,12
61,2,4,2,2,2,16.257269269,237,381,4085,16
61,2,4,2,2,7,15.452953023,237,381,4085,17
61,2,4,2,2,12,15.49817582,237,381,4085,16
61,2,4,2,7,2,15.013857762,237,381,4085,17
61,2,4,2,7,7,16.030787957,237,381,4085,18
61,2,4,2,7,12,16.242610801,237,381,4085,16
61,2,4,2,12,2,16.146303325,242,381,3606,11
61,2,4,2,12,7,15.693142349,242,381,3606,12
61,2,4,2,12,12,14.382635568,242,381,3606,12
61,2,4,2,2,2,15.053464833,237,381,4085,17
61,2,4,2,2,7,15.52741798,237,381,4085,16
61,2,4,2,2,12,15.677894168,237,381,4085,17
61,2,4,2,7,2,15.542869028,237,381,4085,20
61,2,4,2,7,7,16.353401985,237,381,4085,20
61,2,4,2,7,12,15.960052455,237,381,4085,19
61,2,4,2,12,2,14.923067688,242,381,3606,11
61,2,4,2,12,7,15.996759822,242,381,3606,13
61,2,4,2,12,12,15.438639432,242,381,3606,11
61,2,4,4,2,2,16.150532211,237,381,4085,16
61,2,4,4,2,7,15.399797734,237,381,4085,18
61,2,4,4,2,12,16.162279437,237,381,4085,17
61,2,4,4,7,2,15.709201666,237,381,4085,16
61,2,4,4,7,7,15.44434744,237,381,4085,17
61,2,4,4,7,12,16.188273629,237,381,4085,17
61,2,4,4,12,2,16.298456797,242,381,3606,11
61,2,4,4,12,7,16.452988393,242,381,3606,12
61,2,4,4,12,12,15.419555746,242,381,3606,11
61,2,4,4,2,2,15.687345927,237,381,4085,18
61,2,4,4,2,7,15.817629621,237,381,4085,17
61,2,4,4,2,12,16.062350026,237,381,4085,17
61,2,4,4,7,2,16.852767679,237,381,4085,16
61,2,4,4,7,7,16.211186192,237,381,4085,16
61,2,4,4,7,12,16.14663431,237,381,4085,18
61,2,4,4,12,2,14.976495391,242,381,3606,13
61,2,4,4,12,7,16.049222803,242,381,3606,13
61,2,4,4,12,12,16.06300472,242,381,3606,14
61,2,4,4,2,2,16.097039508,237,381,4085,18
61,2,4,4,2,7,16.550828812,237,381,4085,17
61,2,4,4,2,12,16.109332206,237,381,4085,16
61,2,4,4,7,2,15.610734646,237,381,4085,16
61,2,4,4,7,7,15.945649951,237,381,4085,16
61,2,4,4,7,12,15.916071095,237,381,4085,16
61,2,4,4,12,2,16.244790326,242,381,3606,14
61,2,4,4,12,7,15.840465609,242,381,3606,11
61,2,4,4,12,12,16.408936648,242,381,3606,11
61,2,4,6,2,2,15.109463865,237,381,4085,20
61,2,4,6,2,7,14.337427802,237,381,4085,16
61,2,4,6,2,12,15.848118156,237,381,4085,16
61,2,4,6,7,2,16.134080737,237,381,4085,17
61,2,4,6,7,7,15.66062605,237,381,4085,17
61,2,4,6,7,12,16.76414703,237,381,4085,21
61,2,4,6,12,2,15.596398547,242,381,3606,12
61,2,4,6,12,7,15.809567919,242,381,3606,14
61,2,4,6,12,12,15.207128394,242,381,3606,11
61,2,4,6,2,2,16.140967383,237,381,4085,17
61,2,4,6,2,7,16.265439967,237,381,4085,16
61,2,4,6,2,12,15.662217873,237,381,4085,17
61,2,4,6,7,2,15.97963159,237,381,4085,16
61,2,4,6,7,7,15.551061813,237,381,4085,16
61,2,4,6,7,12,15.140766627,237,381,4085,17
61,2,4,6,12,2,15.858320054,242,381,3606,12
61,2,4,6,12,7,16.263789811,242,381,3606,11
61,2,4,6,12,12,16.28472838,242,381,3606,12
61,2,4,6,2,2,15.773407141,237,381,4085,16
61,2,4,6,2,7,15.72613594,237,381,4085,17
61,2,4,6,2,12,15.597547454,237,381,4085,19
61,2,4,6,7,2,16.473600395,237,381,4085,18
61,2,4,6,7,7,16.099404064,237,381,4085,18
61,2,4,6,7,12,16.390370982,237,381,4085,17
61,2,4,6,12,2,15.756065487,242,381,3606,11
61,2,4,6,12,7,15.621630454,242,381,3606,13
61,2,4,6,12,12,15.216105735,242,381,3606,11
61,2,6,0,2,2,16.363045729,235,280,2758,11
61,2,6,0,2,7,15.613917735,235,280,2758,10
61,2,6,0,2,12,16.175350521,235,280,2758,12
61,2,6,0,7,2,16.328532967,235,280,2758,12
61,2,6,0,7,7,15.342387416,235,280,2758,12
61,2,6,0,7,12,15.258131706,235,280,2758,12
61,2,6,0,12,2,15.479679014,235,280,2670,9
61,2,6,0,12,7,16.503799904,235,280,2670,11
61,2,6,0,12,12,16.526614493,235,280,2670,9
61,2,6,0,2,2,16.973194243,235,280,2758,12
61,2,6,0,2,7,16.060468437,235,280,2758,10
61,2,6,0,2,12,15.090998049,235,280,2758,12
61,2,6,0,7,2,16.183034327,235,280,2758,12
61,2,6,0,7,7,15.844033502,235,280,2758,12
61,2,6,0,7,12,15.99660373,235,280,2758,10
61,2,6,0,12,2,16.181142585,235,280,2670,11
61,2,6,0,12,7,16.036671373,235,280,2670,11
61,2,6,0,12,12,15.029655692,235,280,2670,11
61,2,6,0,2,2,15.342214348,235,280,2758,12
61,2,6,0,2,7,15.75172377,235,280,2758,12
61,2,6,0,2,12,15.703340623,235,280,2758,12
61,2,6,0,7,2,15.911648407,235,280,2758,12
61,2,6,0,7,7,16.13538652,235,280,2758,12
61,2,6,0,7,12,15.619707331,235,280,2758,12
61,2,6,0,12,2,14.936241175,235,280,2670,11
61,2,6,0,12,7,15.442604987,235,280,2670,11
61,2,6,0,12,12,16.473406458,235,280,2670,11
61,2,6,2,2,2,16.602086416,235,280,2758,12
61,2,6,2,2,7,15.615687791,235,280,2758,12
61,2,6,2,2,12,15.74918736,235,280,2758,10
61,2,6,2,7,2,15.692887774,235,280,2758,12
61,2,6,2,7,7,14.79716572,235,280,2758,12
61,2,6,2,7,12,15.849812606,235,280,2758,12
61,2,6,2,12,2,16.630156198,235,280,2670,11
61,2,6,2,12,7,15.754674287,235,280,2670,11
61,2,6,2,12,12,16.159809704,235,280,2670,11
61,2,6,2,2,2,15.277818976,235,280,2758,12
61,2,6,2,2,7,15.774475511,235,280,2758,12
61,2,6,2,2,12,15.426270959,235,280,2758,10
61,2,6,2,7,2,15.965192585,235,280,2758,12
61,2,6,2,7,7,15.713530001,235,280,2758,12
61,2,6,2,7,12,16.127625383,235,280,2758,12
61,2,6,2,12,2,14.937733721,235,280,2670,11
61,2,6,2,12,7,15.597863299,235,280,2670,11
61,2,6,2,12,12,15.342331426,235,280,2670,11
61,2,6,2,2,2,16.349281479,235,280,2758,10
61,2,6,2,2,7,15.944579617,235,280,2758,12
61,2,6,2,2,12,16.261143919,235,280,2758,12
61,2,6,2,7,2,15.091260498,235,280,2758,10
61,2,6,2,7,7,14.995293373,235,280,2758,12
61,2,6,2,7,12,15.500895251,235,280,2758,12
61,2,6,2,12,2,16.203462974,235,280,2670,11
61,2,6,2,12,7,15.790051564,235,280,2670,11
61,2,6,2,12,12,15.19872838,235,280,2670,11
61,2,6,4,2,2,15.594637421,235,280,2758,10
61,2,6,4,2,7,15.67129819,235,280,2758,12
61,2,6,4,2,12,15.598655591,235,280,2758,12
61,2,6,4,7,2,15.931154138,235,280,2758,12
61,2,6,4,7,7,15.590352282,235,280,2758,12
61,2,6,4,7,12,15.589262378,235,280,2758,10
61,2,6,4,12,2,14.314977185,235,280,2670,9
61,2,6,4,12,7,14.698695181,235,280,2670,11
61,2,6,4,12,12,15.605156903,235,280,2670,11
61,2,6,4,2,2,16.702834569,235,280,2758,10
61,2,6,4,2,7,16.561964968,235,280,2758,12
61,2,6,4,2,12,15.609301818,235,280,2758,12
61,2,6,4,7,2,14.607172243,235,280,2758,12
61,2,6,4,7,7,14.619599627,235,280,2758,12
61,2,6,4,7,12,14.655638276,235,280,2758,10
61,2,6,4,12,2,16.553770849,235,280,2670,9
61,2,6,4,12,7,16.379902458,235,280,2670,11
61,2,6,4,12,12,16.508608538,235,280,2670,11
61,2,6,4,2,2,15.855035099,235,280,2758,10
61,2,6,4,2,7,15.081530709,235,280,2758,10
61,2,6,4,2,12,14.185979101,235,280,2758,12
61,2,6,4,7,2,16.460046487,235,280,2758,12
61,2,6,4,7,7,16.564377346,235,280,2758,12
61,2,6,4,7,12,16.538255455,235,280,2758,12
61,2,6,4,12,2,16.444445404,235,280,2670,13
61,2,6,4,12,7,14.657276467,235,280,2670,11
61,2,6,4,12,12,14.578185627,235,280,2670,11
61,2,6,6,2,2,14.673447299,235,280,2758,10
61,2,6,6,2,7,16.889892066,235,280,2758,12
61,2,6,6,2,12,16.286893723,235,280,2758,12
61,2,6,6,7,2,16.618578801,235,280,2758,10
61,2,6,6,7,7,16.628673445,235,280,2758,12
61,2,6,6,7,12,14.441941599,235,280,2758,10
61,2,6,6,12,2,16.331435961,235,280,2670,11
61,2,6,6,12,7,15.991364702,235,280,2670,11
61,2,6,6,12,12,16.276989069,235,280,2670,11
61,2,6,6,2,2,15.836708388,235,280,2758,10
61,2,6,6,2,7,16.145281066,235,280,2758,12
61,2,6,6,2,12,14.708991491,235,280,2758,12
61,2,6,6,7,2,15.594823808,235,280,2758,10
61,2,6,6,7,7,15.317735846,235,280,2758,10
61,2,6,6,7,12,15.567260279,235,280,2758,10
61,2,6,6,12,2,16.389049607,235,280,2670,11
61,2,6,6,12,7,15.963403845,235,280,2670,11
61,2,6,6,12,12,15.106477187,235,280,2670,9
61,2,6,6,2,2,15.044546678,235,280,2758,10
61,2,6,6,2,7,15.442261249,235,280,2758,12
61,2,6,6,2,12,15.388756509,235,280,2758,12
61,2,6,6,7,2,16.368364987,235,280,2758,12
61,2,6,6,7,7,16.123257596,235,280,2758,10
61,2,6,6,7,12,16.295773103,235,280,2758,12
61,2,6,6,12,2,14.96647669,235,280,2670,11
61,2,6,6,12,7,13.964482346,235,280,2670,11
61,2,6,6,12,12,14.063177104,235,280,2670,11
61,3,0,0,2,2,19.218555875,262,982,13792,94
