"K","M","d","D","e","t","n50"
21,0,0,0,2,2,168
21,0,0,0,2,7,168
21,0,0,0,2,12,168
21,0,0,0,7,2,207
21,0,0,0,7,7,207
21,0,0,0,7,12,207
21,0,0,0,12,2,192
21,0,0,0,12,7,192
21,0,0,0,12,12,192
21,0,0,0,2,2,168
21,0,0,0,2,7,168
21,0,0,0,2,12,168
21,0,0,0,7,2,207
21,0,0,0,7,7,207
21,0,0,0,7,12,207
21,0,0,0,12,2,192
21,0,0,0,12,7,192
21,0,0,0,12,12,192
21,0,0,0,2,2,168
21,0,0,0,2,7,168
21,0,0,0,2,12,168
21,0,0,0,7,2,207
21,0,0,0,7,7,207
21,0,0,0,7,12,207
21,0,0,0,12,2,192
21,0,0,0,12,7,192
21,0,0,0,12,12,192
21,0,0,2,2,2,168
21,0,0,2,2,7,168
21,0,0,2,2,12,168
21,0,0,2,7,2,207
21,0,0,2,7,7,207
21,0,0,2,7,12,207
21,0,0,2,12,2,192
21,0,0,2,12,7,192
21,0,0,2,12,12,192
21,0,0,2,2,2,168
21,0,0,2,2,7,168
21,0,0,2,2,12,168
21,0,0,2,7,2,207
21,0,0,2,7,7,207
21,0,0,2,7,12,207
21,0,0,2,12,2,192
21,0,0,2,12,7,192
21,0,0,2,12,12,192
21,0,0,2,2,2,168
21,0,0,2,2,7,168
21,0,0,2,2,12,168
21,0,0,2,7,2,207
21,0,0,2,7,7,207
21,0,0,2,7,12,207
21,0,0,2,12,2,192
21,0,0,2,12,7,192
21,0,0,2,12,12,192
21,0,0,4,2,2,168
21,0,0,4,2,7,168
21,0,0,4,2,12,168
21,0,0,4,7,2,207
21,0,0,4,7,7,207
21,0,0,4,7,12,207
21,0,0,4,12,2,192
21,0,0,4,12,7,192
21,0,0,4,12,12,192
21,0,0,4,2,2,168
21,0,0,4,2,7,168
21,0,0,4,2,12,168
21,0,0,4,7,2,207
21,0,0,4,7,7,207
21,0,0,4,7,12,207
21,0,0,4,12,2,192
21,0,0,4,12,7,192
21,0,0,4,12,12,192
21,0,0,4,2,2,168
21,0,0,4,2,7,168
21,0,0,4,2,12,168
21,0,0,4,7,2,207
21,0,0,4,7,7,207
21,0,0,4,7,12,207
21,0,0,4,12,2,192
21,0,0,4,12,7,192
21,0,0,4,12,12,192
21,0,0,6,2,2,168
21,0,0,6,2,7,168
21,0,0,6,2,12,168
21,0,0,6,7,2,207
21,0,0,6,7,7,207
21,0,0,6,7,12,207
21,0,0,6,12,2,192
21,0,0,6,12,7,192
21,0,0,6,12,12,192
21,0,0,6,2,2,168
21,0,0,6,2,7,168
21,0,0,6,2,12,168
21,0,0,6,7,2,207
21,0,0,6,7,7,207
21,0,0,6,7,12,207
21,0,0,6,12,2,192
21,0,0,6,12,7,192
21,0,0,6,12,12,192
21,0,0,6,2,2,168
21,0,0,6,2,7,168
21,0,0,6,2,12,168
21,0,0,6,7,2,207
21,0,0,6,7,7,207
21,0,0,6,7,12,207
21,0,0,6,12,2,192
21,0,0,6,12,7,192
21,0,0,6,12,12,192
21,0,2,0,2,2,150
21,0,2,0,2,7,150
21,0,2,0,2,12,150
21,0,2,0,7,2,296
21,0,2,0,7,7,296
21,0,2,0,7,12,296
21,0,2,0,12,2,546
21,0,2,0,12,7,546
21,0,2,0,12,12,546
21,0,2,0,2,2,150
21,0,2,0,2,7,150
21,0,2,0,2,12,150
21,0,2,0,7,2,296
21,0,2,0,7,7,296
21,0,2,0,7,12,296
21,0,2,0,12,2,546
21,0,2,0,12,7,546
21,0,2,0,12,12,546
21,0,2,0,2,2,150
21,0,2,0,2,7,150
21,0,2,0,2,12,150
21,0,2,0,7,2,296
21,0,2,0,7,7,296
21,0,2,0,7,12,296
21,0,2,0,12,2,546
21,0,2,0,12,7,546
21,0,2,0,12,12,546
21,0,2,2,2,2,150
21,0,2,2,2,7,150
21,0,2,2,2,12,150
21,0,2,2,7,2,296
21,0,2,2,7,7,296
21,0,2,2,7,12,296
21,0,2,2,12,2,546
21,0,2,2,12,7,546
21,0,2,2,12,12,546
21,0,2,2,2,2,150
21,0,2,2,2,7,150
21,0,2,2,2,12,150
21,0,2,2,7,2,296
21,0,2,2,7,7,296
21,0,2,2,7,12,296
21,0,2,2,12,2,546
21,0,2,2,12,7,546
21,0,2,2,12,12,546
21,0,2,2,2,2,150
21,0,2,2,2,7,150
21,0,2,2,2,12,150
21,0,2,2,7,2,296
21,0,2,2,7,7,296
21,0,2,2,7,12,296
21,0,2,2,12,2,546
21,0,2,2,12,7,546
21,0,2,2,12,12,546
21,0,2,4,2,2,150
21,0,2,4,2,7,150
21,0,2,4,2,12,150
21,0,2,4,7,2,296
21,0,2,4,7,7,296
21,0,2,4,7,12,296
21,0,2,4,12,2,546
21,0,2,4,12,7,546
21,0,2,4,12,12,546
21,0,2,4,2,2,150
21,0,2,4,2,7,150
21,0,2,4,2,12,150
21,0,2,4,7,2,296
21,0,2,4,7,7,296
21,0,2,4,7,12,296
21,0,2,4,12,2,546
21,0,2,4,12,7,546
21,0,2,4,12,12,546
21,0,2,4,2,2,150
21,0,2,4,2,7,150
21,0,2,4,2,12,150
21,0,2,4,7,2,296
21,0,2,4,7,7,296
21,0,2,4,7,12,296
21,0,2,4,12,2,546
21,0,2,4,12,7,546
21,0,2,4,12,12,546
21,0,2,6,2,2,150
21,0,2,6,2,7,150
21,0,2,6,2,12,150
21,0,2,6,7,2,296
21,0,2,6,7,7,296
21,0,2,6,7,12,296
21,0,2,6,12,2,546
21,0,2,6,12,7,546
21,0,2,6,12,12,546
21,0,2,6,2,2,150
21,0,2,6,2,7,150
21,0,2,6,2,12,150
21,0,2,6,7,2,296
21,0,2,6,7,7,296
21,0,2,6,7,12,296
21,0,2,6,12,2,546
21,0,2,6,12,7,546
21,0,2,6,12,12,546
21,0,2,6,2,2,150
21,0,2,6,2,7,150
21,0,2,6,2,12,150
21,0,2,6,7,2,296
21,0,2,6,7,7,296
21,0,2,6,7,12,296
21,0,2,6,12,2,546
21,0,2,6,12,7,546
21,0,2,6,12,12,546
21,0,4,0,2,2,169
21,0,4,0,2,7,169
21,0,4,0,2,12,169
21,0,4,0,7,2,184
21,0,4,0,7,7,184
21,0,4,0,7,12,184
21,0,4,0,12,2,346
21,0,4,0,12,7,346
21,0,4,0,12,12,346
21,0,4,0,2,2,169
21,0,4,0,2,7,169
21,0,4,0,2,12,169
21,0,4,0,7,2,184
21,0,4,0,7,7,184
21,0,4,0,7,12,184
21,0,4,0,12,2,346
21,0,4,0,12,7,346
21,0,4,0,12,12,346
21,0,4,0,2,2,169
21,0,4,0,2,7,169
21,0,4,0,2,12,169
21,0,4,0,7,2,184
21,0,4,0,7,7,184
21,0,4,0,7,12,184
21,0,4,0,12,2,346
21,0,4,0,12,7,346
21,0,4,0,12,12,346
21,0,4,2,2,2,169
21,0,4,2,2,7,169
21,0,4,2,2,12,169
21,0,4,2,7,2,184
21,0,4,2,7,7,184
21,0,4,2,7,12,184
21,0,4,2,12,2,346
21,0,4,2,12,7,346
21,0,4,2,12,12,346
21,0,4,2,2,2,169
21,0,4,2,2,7,169
21,0,4,2,2,12,169
21,0,4,2,7,2,184
21,0,4,2,7,7,184
21,0,4,2,7,12,184
21,0,4,2,12,2,346
21,0,4,2,12,7,346
21,0,4,2,12,12,346
21,0,4,2,2,2,169
21,0,4,2,2,7,169
21,0,4,2,2,12,169
21,0,4,2,7,2,184
21,0,4,2,7,7,184
21,0,4,2,7,12,184
21,0,4,2,12,2,346
21,0,4,2,12,7,346
21,0,4,2,12,12,346
21,0,4,4,2,2,169
21,0,4,4,2,7,169
21,0,4,4,2,12,169
21,0,4,4,7,2,184
21,0,4,4,7,7,184
21,0,4,4,7,12,184
21,0,4,4,12,2,346
21,0,4,4,12,7,346
21,0,4,4,12,12,346
21,0,4,4,2,2,169
21,0,4,4,2,7,169
21,0,4,4,2,12,169
21,0,4,4,7,2,184
21,0,4,4,7,7,184
21,0,4,4,7,12,184
21,0,4,4,12,2,346
21,0,4,4,12,7,346
21,0,4,4,12,12,346
21,0,4,4,2,2,169
21,0,4,4,2,7,169
21,0,4,4,2,12,169
21,0,4,4,7,2,184
21,0,4,4,7,7,184
21,0,4,4,7,12,184
21,0,4,4,12,2,346
21,0,4,4,12,7,346
21,0,4,4,12,12,346
21,0,4,6,2,2,169
21,0,4,6,2,7,169
21,0,4,6,2,12,169
21,0,4,6,7,2,184
21,0,4,6,7,7,184
21,0,4,6,7,12,184
21,0,4,6,12,2,346
21,0,4,6,12,7,346
21,0,4,6,12,12,346
21,0,4,6,2,2,169
21,0,4,6,2,7,169
21,0,4,6,2,12,169
21,0,4,6,7,2,184
21,0,4,6,7,7,184
21,0,4,6,7,12,184
21,0,4,6,12,2,346
21,0,4,6,12,7,346
21,0,4,6,12,12,346
21,0,4,6,2,2,169
21,0,4,6,2,7,169
21,0,4,6,2,12,169
21,0,4,6,7,2,184
21,0,4,6,7,7,184
21,0,4,6,7,12,184
21,0,4,6,12,2,346
21,0,4,6,12,7,346
21,0,4,6,12,12,346
21,0,6,0,2,2,188
21,0,6,0,2,7,188
21,0,6,0,2,12,188
21,0,6,0,7,2,188
21,0,6,0,7,7,188
21,0,6,0,7,12,188
21,0,6,0,12,2,238
21,0,6,0,12,7,238
21,0,6,0,12,12,238
21,0,6,0,2,2,188
21,0,6,0,2,7,188
21,0,6,0,2,12,188
21,0,6,0,7,2,188
21,0,6,0,7,7,188
21,0,6,0,7,12,188
21,0,6,0,12,2,238
21,0,6,0,12,7,238
21,0,6,0,12,12,238
21,0,6,0,2,2,188
21,0,6,0,2,7,188
21,0,6,0,2,12,188
21,0,6,0,7,2,188
21,0,6,0,7,7,188
21,0,6,0,7,12,188
21,0,6,0,12,2,238
21,0,6,0,12,7,238
21,0,6,0,12,12,238
21,0,6,2,2,2,188
21,0,6,2,2,7,188
21,0,6,2,2,12,188
21,0,6,2,7,2,188
21,0,6,2,7,7,188
21,0,6,2,7,12,188
21,0,6,2,12,2,238
21,0,6,2,12,7,238
21,0,6,2,12,12,238
21,0,6,2,2,2,188
21,0,6,2,2,7,188
21,0,6,2,2,12,188
21,0,6,2,7,2,188
21,0,6,2,7,7,188
21,0,6,2,7,12,188
21,0,6,2,12,2,238
21,0,6,2,12,7,238
21,0,6,2,12,12,238
21,0,6,2,2,2,188
21,0,6,2,2,7,188
21,0,6,2,2,12,188
21,0,6,2,7,2,188
21,0,6,2,7,7,188
21,0,6,2,7,12,188
21,0,6,2,12,2,238
21,0,6,2,12,7,238
21,0,6,2,12,12,238
21,0,6,4,2,2,188
21,0,6,4,2,7,188
21,0,6,4,2,12,188
21,0,6,4,7,2,188
21,0,6,4,7,7,188
21,0,6,4,7,12,188
21,0,6,4,12,2,238
21,0,6,4,12,7,238
21,0,6,4,12,12,238
21,0,6,4,2,2,188
21,0,6,4,2,7,188
21,0,6,4,2,12,188
21,0,6,4,7,2,188
21,0,6,4,7,7,188
21,0,6,4,7,12,188
21,0,6,4,12,2,238
21,0,6,4,12,7,238
21,0,6,4,12,12,238
21,0,6,4,2,2,188
21,0,6,4,2,7,188
21,0,6,4,2,12,188
21,0,6,4,7,2,188
21,0,6,4,7,7,188
21,0,6,4,7,12,188
21,0,6,4,12,2,238
21,0,6,4,12,7,238
21,0,6,4,12,12,238
21,0,6,6,2,2,188
21,0,6,6,2,7,188
21,0,6,6,2,12,188
21,0,6,6,7,2,188
21,0,6,6,7,7,188
21,0,6,6,7,12,188
21,0,6,6,12,2,238
21,0,6,6,12,7,238
21,0,6,6,12,12,238
21,0,6,6,2,2,188
21,0,6,6,2,7,188
21,0,6,6,2,12,188
21,0,6,6,7,2,188
21,0,6,6,7,7,188
21,0,6,6,7,12,188
21,0,6,6,12,2,238
21,0,6,6,12,7,238
21,0,6,6,12,12,238
21,0,6,6,2,2,188
21,0,6,6,2,7,188
21,0,6,6,2,12,188
21,0,6,6,7,2,188
21,0,6,6,7,7,188
21,0,6,6,7,12,188
21,0,6,6,12,2,238
21,0,6,6,12,7,238
21,0,6,6,12,12,238
21,1,0,0,2,2,180
21,1,0,0,2,7,180
21,1,0,0,2,12,180
21,1,0,0,7,2,203
21,1,0,0,7,7,203
21,1,0,0,7,12,203
21,1,0,0,12,2,192
21,1,0,0,12,7,192
21,1,0,0,12,12,192
21,1,0,0,2,2,180
21,1,0,0,2,7,180
21,1,0,0,2,12,180
21,1,0,0,7,2,203
21,1,0,0,7,7,203
21,1,0,0,7,12,203
21,1,0,0,12,2,192
21,1,0,0,12,7,192
21,1,0,0,12,12,192
21,1,0,0,2,2,180
21,1,0,0,2,7,180
21,1,0,0,2,12,180
21,1,0,0,7,2,203
21,1,0,0,7,7,203
21,1,0,0,7,12,203
21,1,0,0,12,2,192
21,1,0,0,12,7,192
21,1,0,0,12,12,192
21,1,0,2,2,2,180
21,1,0,2,2,7,180
21,1,0,2,2,12,180
21,1,0,2,7,2,203
21,1,0,2,7,7,203
21,1,0,2,7,12,203
21,1,0,2,12,2,192
21,1,0,2,12,7,192
21,1,0,2,12,12,192
21,1,0,2,2,2,180
21,1,0,2,2,7,180
21,1,0,2,2,12,180
21,1,0,2,7,2,203
21,1,0,2,7,7,203
21,1,0,2,7,12,203
21,1,0,2,12,2,192
21,1,0,2,12,7,192
21,1,0,2,12,12,192
21,1,0,2,2,2,180
21,1,0,2,2,7,180
21,1,0,2,2,12,180
21,1,0,2,7,2,203
21,1,0,2,7,7,203
21,1,0,2,7,12,203
21,1,0,2,12,2,192
21,1,0,2,12,7,192
21,1,0,2,12,12,192
21,1,0,4,2,2,180
21,1,0,4,2,7,180
21,1,0,4,2,12,180
21,1,0,4,7,2,203
21,1,0,4,7,7,203
21,1,0,4,7,12,203
21,1,0,4,12,2,192
21,1,0,4,12,7,192
21,1,0,4,12,12,192
21,1,0,4,2,2,180
21,1,0,4,2,7,180
21,1,0,4,2,12,180
21,1,0,4,7,2,203
21,1,0,4,7,7,203
21,1,0,4,7,12,203
21,1,0,4,12,2,192
21,1,0,4,12,7,192
21,1,0,4,12,12,192
21,1,0,4,2,2,180
21,1,0,4,2,7,180
21,1,0,4,2,12,180
21,1,0,4,7,2,203
21,1,0,4,7,7,203
21,1,0,4,7,12,203
21,1,0,4,12,2,192
21,1,0,4,12,7,192
21,1,0,4,12,12,192
21,1,0,6,2,2,180
21,1,0,6,2,7,180
21,1,0,6,2,12,180
21,1,0,6,7,2,203
21,1,0,6,7,7,203
21,1,0,6,7,12,203
21,1,0,6,12,2,192
21,1,0,6,12,7,192
21,1,0,6,12,12,192
21,1,0,6,2,2,180
21,1,0,6,2,7,180
21,1,0,6,2,12,180
21,1,0,6,7,2,203
21,1,0,6,7,7,203
21,1,0,6,7,12,203
21,1,0,6,12,2,192
21,1,0,6,12,7,192
21,1,0,6,12,12,192
21,1,0,6,2,2,180
21,1,0,6,2,7,180
21,1,0,6,2,12,180
21,1,0,6,7,2,203
21,1,0,6,7,7,203
21,1,0,6,7,12,203
21,1,0,6,12,2,192
21,1,0,6,12,7,192
21,1,0,6,12,12,192
21,1,2,0,2,2,152
21,1,2,0,2,7,152
21,1,2,0,2,12,152
21,1,2,0,7,2,300
21,1,2,0,7,7,300
21,1,2,0,7,12,300
21,1,2,0,12,2,557
21,1,2,0,12,7,557
21,1,2,0,12,12,557
21,1,2,0,2,2,152
21,1,2,0,2,7,152
21,1,2,0,2,12,152
21,1,2,0,7,2,300
21,1,2,0,7,7,300
21,1,2,0,7,12,300
21,1,2,0,12,2,557
21,1,2,0,12,7,557
21,1,2,0,12,12,557
21,1,2,0,2,2,152
21,1,2,0,2,7,152
21,1,2,0,2,12,152
21,1,2,0,7,2,300
21,1,2,0,7,7,300
21,1,2,0,7,12,300
21,1,2,0,12,2,557
21,1,2,0,12,7,557
21,1,2,0,12,12,557
21,1,2,2,2,2,152
21,1,2,2,2,7,152
21,1,2,2,2,12,152
21,1,2,2,7,2,300
21,1,2,2,7,7,300
21,1,2,2,7,12,300
21,1,2,2,12,2,557
21,1,2,2,12,7,557
21,1,2,2,12,12,557
21,1,2,2,2,2,152
21,1,2,2,2,7,152
21,1,2,2,2,12,152
21,1,2,2,7,2,300
21,1,2,2,7,7,300
21,1,2,2,7,12,300
21,1,2,2,12,2,557
21,1,2,2,12,7,557
21,1,2,2,12,12,557
21,1,2,2,2,2,152
21,1,2,2,2,7,152
21,1,2,2,2,12,152
21,1,2,2,7,2,300
21,1,2,2,7,7,300
21,1,2,2,7,12,300
21,1,2,2,12,2,557
21,1,2,2,12,7,557
21,1,2,2,12,12,557
21,1,2,4,2,2,152
21,1,2,4,2,7,152
21,1,2,4,2,12,152
21,1,2,4,7,2,300
21,1,2,4,7,7,300
21,1,2,4,7,12,300
21,1,2,4,12,2,557
21,1,2,4,12,7,557
21,1,2,4,12,12,557
21,1,2,4,2,2,152
21,1,2,4,2,7,152
21,1,2,4,2,12,152
21,1,2,4,7,2,300
21,1,2,4,7,7,300
21,1,2,4,7,12,300
21,1,2,4,12,2,557
21,1,2,4,12,7,557
21,1,2,4,12,12,557
21,1,2,4,2,2,152
21,1,2,4,2,7,152
21,1,2,4,2,12,152
21,1,2,4,7,2,300
21,1,2,4,7,7,300
21,1,2,4,7,12,300
21,1,2,4,12,2,557
21,1,2,4,12,7,557
21,1,2,4,12,12,557
21,1,2,6,2,2,152
21,1,2,6,2,7,152
21,1,2,6,2,12,152
21,1,2,6,7,2,300
21,1,2,6,7,7,300
21,1,2,6,7,12,300
21,1,2,6,12,2,557
21,1,2,6,12,7,557
21,1,2,6,12,12,557
21,1,2,6,2,2,152
21,1,2,6,2,7,152
21,1,2,6,2,12,152
21,1,2,6,7,2,300
21,1,2,6,7,7,300
21,1,2,6,7,12,300
21,1,2,6,12,2,557
21,1,2,6,12,7,557
21,1,2,6,12,12,557
21,1,2,6,2,2,152
21,1,2,6,2,7,152
21,1,2,6,2,12,152
21,1,2,6,7,2,300
21,1,2,6,7,7,300
21,1,2,6,7,12,300
21,1,2,6,12,2,557
21,1,2,6,12,7,557
21,1,2,6,12,12,557
21,1,4,0,2,2,173
21,1,4,0,2,7,173
21,1,4,0,2,12,173
21,1,4,0,7,2,184
21,1,4,0,7,7,184
21,1,4,0,7,12,184
21,1,4,0,12,2,379
21,1,4,0,12,7,379
21,1,4,0,12,12,379
21,1,4,0,2,2,173
21,1,4,0,2,7,173
21,1,4,0,2,12,173
21,1,4,0,7,2,184
21,1,4,0,7,7,184
21,1,4,0,7,12,184
21,1,4,0,12,2,379
21,1,4,0,12,7,379
21,1,4,0,12,12,379
21,1,4,0,2,2,173
21,1,4,0,2,7,173
21,1,4,0,2,12,173
21,1,4,0,7,2,184
21,1,4,0,7,7,184
21,1,4,0,7,12,184
21,1,4,0,12,2,379
21,1,4,0,12,7,379
21,1,4,0,12,12,379
21,1,4,2,2,2,173
21,1,4,2,2,7,173
21,1,4,2,2,12,173
21,1,4,2,7,2,184
21,1,4,2,7,7,184
21,1,4,2,7,12,184
21,1,4,2,12,2,379
21,1,4,2,12,7,379
21,1,4,2,12,12,379
21,1,4,2,2,2,173
21,1,4,2,2,7,173
21,1,4,2,2,12,173
21,1,4,2,7,2,184
21,1,4,2,7,7,184
21,1,4,2,7,12,184
21,1,4,2,12,2,379
21,1,4,2,12,7,379
21,1,4,2,12,12,379
21,1,4,2,2,2,173
21,1,4,2,2,7,173
21,1,4,2,2,12,173
21,1,4,2,7,2,184
21,1,4,2,7,7,184
21,1,4,2,7,12,184
21,1,4,2,12,2,379
21,1,4,2,12,7,379
21,1,4,2,12,12,379
21,1,4,4,2,2,173
21,1,4,4,2,7,173
21,1,4,4,2,12,173
21,1,4,4,7,2,184
21,1,4,4,7,7,184
21,1,4,4,7,12,184
21,1,4,4,12,2,379
21,1,4,4,12,7,379
21,1,4,4,12,12,379
21,1,4,4,2,2,173
21,1,4,4,2,7,173
21,1,4,4,2,12,173
21,1,4,4,7,2,184
21,1,4,4,7,7,184
21,1,4,4,7,12,184
21,1,4,4,12,2,379
21,1,4,4,12,7,379
21,1,4,4,12,12,379
21,1,4,4,2,2,173
21,1,4,4,2,7,173
21,1,4,4,2,12,173
21,1,4,4,7,2,184
21,1,4,4,7,7,184
21,1,4,4,7,12,184
21,1,4,4,12,2,379
21,1,4,4,12,7,379
21,1,4,4,12,12,379
21,1,4,6,2,2,173
21,1,4,6,2,7,173
21,1,4,6,2,12,173
21,1,4,6,7,2,184
21,1,4,6,7,7,184
21,1,4,6,7,12,184
21,1,4,6,12,2,379
21,1,4,6,12,7,379
21,1,4,6,12,12,379
21,1,4,6,2,2,173
21,1,4,6,2,7,173
21,1,4,6,2,12,173
21,1,4,6,7,2,184
21,1,4,6,7,7,184
21,1,4,6,7,12,184
21,1,4,6,12,2,379
21,1,4,6,12,7,379
21,1,4,6,12,12,379
21,1,4,6,2,2,173
21,1,4,6,2,7,173
21,1,4,6,2,12,173
21,1,4,6,7,2,184
21,1,4,6,7,7,184
21,1,4,6,7,12,184
21,1,4,6,12,2,379
21,1,4,6,12,7,379
21,1,4,6,12,12,379
21,1,6,0,2,2,188
21,1,6,0,2,7,188
21,1,6,0,2,12,188
21,1,6,0,7,2,188
21,1,6,0,7,7,188
21,1,6,0,7,12,188
21,1,6,0,12,2,250
21,1,6,0,12,7,250
21,1,6,0,12,12,250
21,1,6,0,2,2,188
21,1,6,0,2,7,188
21,1,6,0,2,12,188
21,1,6,0,7,2,188
21,1,6,0,7,7,188
21,1,6,0,7,12,188
21,1,6,0,12,2,250
21,1,6,0,12,7,250
21,1,6,0,12,12,250
21,1,6,0,2,2,188
21,1,6,0,2,7,188
21,1,6,0,2,12,188
21,1,6,0,7,2,188
21,1,6,0,7,7,188
21,1,6,0,7,12,188
21,1,6,0,12,2,250
21,1,6,0,12,7,250
21,1,6,0,12,12,250
21,1,6,2,2,2,188
21,1,6,2,2,7,188
21,1,6,2,2,12,188
21,1,6,2,7,2,188
21,1,6,2,7,7,188
21,1,6,2,7,12,188
21,1,6,2,12,2,250
21,1,6,2,12,7,250
21,1,6,2,12,12,250
21,1,6,2,2,2,188
21,1,6,2,2,7,188
21,1,6,2,2,12,188
21,1,6,2,7,2,188
21,1,6,2,7,7,188
21,1,6,2,7,12,188
21,1,6,2,12,2,250
21,1,6,2,12,7,250
21,1,6,2,12,12,250
21,1,6,2,2,2,188
21,1,6,2,2,7,188
21,1,6,2,2,12,188
21,1,6,2,7,2,188
21,1,6,2,7,7,188
21,1,6,2,7,12,188
21,1,6,2,12,2,250
21,1,6,2,12,7,250
21,1,6,2,12,12,250
21,1,6,4,2,2,188
21,1,6,4,2,7,188
21,1,6,4,2,12,188
21,1,6,4,7,2,188
21,1,6,4,7,7,188
21,1,6,4,7,12,188
21,1,6,4,12,2,250
21,1,6,4,12,7,250
21,1,6,4,12,12,250
21,1,6,4,2,2,188
21,1,6,4,2,7,188
21,1,6,4,2,12,188
21,1,6,4,7,2,188
21,1,6,4,7,7,188
21,1,6,4,7,12,188
21,1,6,4,12,2,250
21,1,6,4,12,7,250
21,1,6,4,12,12,250
21,1,6,4,2,2,188
21,1,6,4,2,7,188
21,1,6,4,2,12,188
21,1,6,4,7,2,188
21,1,6,4,7,7,188
21,1,6,4,7,12,188
21,1,6,4,12,2,250
21,1,6,4,12,7,250
21,1,6,4,12,12,250
21,1,6,6,2,2,188
21,1,6,6,2,7,188
21,1,6,6,2,12,188
21,1,6,6,7,2,188
21,1,6,6,7,7,188
21,1,6,6,7,12,188
21,1,6,6,12,2,250
21,1,6,6,12,7,250
21,1,6,6,12,12,250
21,1,6,6,2,2,188
21,1,6,6,2,7,188
21,1,6,6,2,12,188
21,1,6,6,7,2,188
21,1,6,6,7,7,188
21,1,6,6,7,12,188
21,1,6,6,12,2,250
21,1,6,6,12,7,250
21,1,6,6,12,12,250
21,1,6,6,2,2,188
21,1,6,6,2,7,188
21,1,6,6,2,12,188
21,1,6,6,7,2,188
21,1,6,6,7,7,188
21,1,6,6,7,12,188
21,1,6,6,12,2,250
21,1,6,6,12,7,250
21,1,6,6,12,12,250
21,2,0,0,2,2,189
21,2,0,0,2,7,189
21,2,0,0,2,12,189
21,2,0,0,7,2,231
21,2,0,0,7,7,231
21,2,0,0,7,12,231
21,2,0,0,12,2,225
21,2,0,0,12,7,225
21,2,0,0,12,12,225
21,2,0,0,2,2,189
21,2,0,0,2,7,189
21,2,0,0,2,12,189
21,2,0,0,7,2,231
21,2,0,0,7,7,231
21,2,0,0,7,12,231
21,2,0,0,12,2,225
21,2,0,0,12,7,225
21,2,0,0,12,12,225
21,2,0,0,2,2,189
21,2,0,0,2,7,189
21,2,0,0,2,12,189
21,2,0,0,7,2,231
21,2,0,0,7,7,231
21,2,0,0,7,12,231
21,2,0,0,12,2,225
21,2,0,0,12,7,225
21,2,0,0,12,12,225
21,2,0,2,2,2,189
21,2,0,2,2,7,189
21,2,0,2,2,12,189
21,2,0,2,7,2,231
21,2,0,2,7,7,231
21,2,0,2,7,12,231
21,2,0,2,12,2,225
21,2,0,2,12,7,225
21,2,0,2,12,12,225
21,2,0,2,2,2,189
21,2,0,2,2,7,189
21,2,0,2,2,12,189
21,2,0,2,7,2,231
21,2,0,2,7,7,231
21,2,0,2,7,12,231
21,2,0,2,12,2,225
21,2,0,2,12,7,225
21,2,0,2,12,12,225
21,2,0,2,2,2,189
21,2,0,2,2,7,189
21,2,0,2,2,12,189
21,2,0,2,7,2,231
21,2,0,2,7,7,231
21,2,0,2,7,12,231
21,2,0,2,12,2,225
21,2,0,2,12,7,225
21,2,0,2,12,12,225
21,2,0,4,2,2,189
21,2,0,4,2,7,189
21,2,0,4,2,12,189
21,2,0,4,7,2,231
21,2,0,4,7,7,231
21,2,0,4,7,12,231
21,2,0,4,12,2,225
21,2,0,4,12,7,225
21,2,0,4,12,12,225
21,2,0,4,2,2,189
21,2,0,4,2,7,189
21,2,0,4,2,12,189
21,2,0,4,7,2,231
21,2,0,4,7,7,231
21,2,0,4,7,12,231
21,2,0,4,12,2,225
21,2,0,4,12,7,225
21,2,0,4,12,12,225
21,2,0,4,2,2,189
21,2,0,4,2,7,189
21,2,0,4,2,12,189
21,2,0,4,7,2,231
21,2,0,4,7,7,231
21,2,0,4,7,12,231
21,2,0,4,12,2,225
21,2,0,4,12,7,225
21,2,0,4,12,12,225
21,2,0,6,2,2,189
21,2,0,6,2,7,189
21,2,0,6,2,12,189
21,2,0,6,7,2,231
21,2,0,6,7,7,231
21,2,0,6,7,12,231
21,2,0,6,12,2,225
21,2,0,6,12,7,225
21,2,0,6,12,12,225
21,2,0,6,2,2,189
21,2,0,6,2,7,189
21,2,0,6,2,12,189
21,2,0,6,7,2,231
21,2,0,6,7,7,231
21,2,0,6,7,12,231
21,2,0,6,12,2,225
21,2,0,6,12,7,225
21,2,0,6,12,12,225
21,2,0,6,2,2,189
21,2,0,6,2,7,189
21,2,0,6,2,12,189
21,2,0,6,7,2,231
21,2,0,6,7,7,231
21,2,0,6,7,12,231
21,2,0,6,12,2,225
21,2,0,6,12,7,225
21,2,0,6,12,12,225
21,2,2,0,2,2,152
21,2,2,0,2,7,152
21,2,2,0,2,12,152
21,2,2,0,7,2,299
21,2,2,0,7,7,299
21,2,2,0,7,12,299
21,2,2,0,12,2,591
21,2,2,0,12,7,591
21,2,2,0,12,12,591
21,2,2,0,2,2,152
21,2,2,0,2,7,152
21,2,2,0,2,12,152
21,2,2,0,7,2,299
21,2,2,0,7,7,299
21,2,2,0,7,12,299
21,2,2,0,12,2,591
21,2,2,0,12,7,591
21,2,2,0,12,12,591
21,2,2,0,2,2,152
21,2,2,0,2,7,152
21,2,2,0,2,12,152
21,2,2,0,7,2,299
21,2,2,0,7,7,299
21,2,2,0,7,12,299
21,2,2,0,12,2,591
21,2,2,0,12,7,591
