"K","M","d","D","e","t","n50"
29,3,2,6,2,2,146
29,3,2,6,2,7,146
29,3,2,6,2,12,146
29,3,2,6,7,2,276
29,3,2,6,7,7,276
29,3,2,6,7,12,276
29,3,2,6,12,2,545
29,3,2,6,12,7,545
29,3,2,6,12,12,545
29,3,2,6,2,2,146
29,3,2,6,2,7,146
29,3,2,6,2,12,146
29,3,2,6,7,2,276
29,3,2,6,7,7,276
29,3,2,6,7,12,276
29,3,2,6,12,2,545
29,3,2,6,12,7,545
29,3,2,6,12,12,545
29,3,2,6,2,2,146
29,3,2,6,2,7,146
29,3,2,6,2,12,146
29,3,2,6,7,2,276
29,3,2,6,7,7,276
29,3,2,6,7,12,276
29,3,2,6,12,2,545
29,3,2,6,12,7,545
29,3,2,6,12,12,545
29,3,4,0,2,2,162
29,3,4,0,2,7,162
29,3,4,0,2,12,162
29,3,4,0,7,2,166
29,3,4,0,7,7,166
29,3,4,0,7,12,166
29,3,4,0,12,2,377
29,3,4,0,12,7,377
29,3,4,0,12,12,377
29,3,4,0,2,2,162
29,3,4,0,2,7,162
29,3,4,0,2,12,162
29,3,4,0,7,2,166
29,3,4,0,7,7,166
29,3,4,0,7,12,166
29,3,4,0,12,2,377
29,3,4,0,12,7,377
29,3,4,0,12,12,377
29,3,4,0,2,2,162
29,3,4,0,2,7,162
29,3,4,0,2,12,162
29,3,4,0,7,2,166
29,3,4,0,7,7,166
29,3,4,0,7,12,166
29,3,4,0,12,2,377
29,3,4,0,12,7,377
29,3,4,0,12,12,377
29,3,4,2,2,2,162
29,3,4,2,2,7,162
29,3,4,2,2,12,162
29,3,4,2,7,2,166
29,3,4,2,7,7,166
29,3,4,2,7,12,166
29,3,4,2,12,2,377
29,3,4,2,12,7,377
29,3,4,2,12,12,377
29,3,4,2,2,2,162
29,3,4,2,2,7,162
29,3,4,2,2,12,162
29,3,4,2,7,2,166
29,3,4,2,7,7,166
29,3,4,2,7,12,166
29,3,4,2,12,2,377
29,3,4,2,12,7,377
29,3,4,2,12,12,377
29,3,4,2,2,2,162
29,3,4,2,2,7,162
29,3,4,2,2,12,162
29,3,4,2,7,2,166
29,3,4,2,7,7,166
29,3,4,2,7,12,166
29,3,4,2,12,2,377
29,3,4,2,12,7,377
29,3,4,2,12,12,377
29,3,4,4,2,2,162
29,3,4,4,2,7,162
29,3,4,4,2,12,162
29,3,4,4,7,2,166
29,3,4,4,7,7,166
29,3,4,4,7,12,166
29,3,4,4,12,2,377
29,3,4,4,12,7,377
29,3,4,4,12,12,377
29,3,4,4,2,2,162
29,3,4,4,2,7,162
29,3,4,4,2,12,162
29,3,4,4,7,2,166
29,3,4,4,7,7,166
29,3,4,4,7,12,166
29,3,4,4,12,2,377
29,3,4,4,12,7,377
29,3,4,4,12,12,377
29,3,4,4,2,2,162
29,3,4,4,2,7,162
29,3,4,4,2,12,162
29,3,4,4,7,2,166
29,3,4,4,7,7,166
29,3,4,4,7,12,166
29,3,4,4,12,2,377
29,3,4,4,12,7,377
29,3,4,4,12,12,377
29,3,4,6,2,2,162
29,3,4,6,2,7,162
29,3,4,6,2,12,162
29,3,4,6,7,2,166
29,3,4,6,7,7,166
29,3,4,6,7,12,166
29,3,4,6,12,2,377
29,3,4,6,12,7,377
29,3,4,6,12,12,377
29,3,4,6,2,2,162
29,3,4,6,2,7,162
29,3,4,6,2,12,162
29,3,4,6,7,2,166
29,3,4,6,7,7,166
29,3,4,6,7,12,166
29,3,4,6,12,2,377
29,3,4,6,12,7,377
29,3,4,6,12,12,377
29,3,4,6,2,2,162
29,3,4,6,2,7,162
29,3,4,6,2,12,162
29,3,4,6,7,2,166
29,3,4,6,7,7,166
29,3,4,6,7,12,166
29,3,4,6,12,2,377
29,3,4,6,12,7,377
29,3,4,6,12,12,377
29,3,6,0,2,2,172
29,3,6,0,2,7,172
29,3,6,0,2,12,172
29,3,6,0,7,2,172
29,3,6,0,7,7,172
29,3,6,0,7,12,172
29,3,6,0,12,2,206
29,3,6,0,12,7,206
29,3,6,0,12,12,206
29,3,6,0,2,2,172
29,3,6,0,2,7,172
29,3,6,0,2,12,172
29,3,6,0,7,2,172
29,3,6,0,7,7,172
29,3,6,0,7,12,172
29,3,6,0,12,2,206
29,3,6,0,12,7,206
29,3,6,0,12,12,206
29,3,6,0,2,2,172
29,3,6,0,2,7,172
29,3,6,0,2,12,172
29,3,6,0,7,2,172
29,3,6,0,7,7,172
29,3,6,0,7,12,172
29,3,6,0,12,2,206
29,3,6,0,12,7,206
29,3,6,0,12,12,206
29,3,6,2,2,2,172
29,3,6,2,2,7,172
29,3,6,2,2,12,172
29,3,6,2,7,2,172
29,3,6,2,7,7,172
29,3,6,2,7,12,172
29,3,6,2,12,2,206
29,3,6,2,12,7,206
29,3,6,2,12,12,206
29,3,6,2,2,2,172
29,3,6,2,2,7,172
29,3,6,2,2,12,172
29,3,6,2,7,2,172
29,3,6,2,7,7,172
29,3,6,2,7,12,172
29,3,6,2,12,2,206
29,3,6,2,12,7,206
29,3,6,2,12,12,206
29,3,6,2,2,2,172
29,3,6,2,2,7,172
29,3,6,2,2,12,172
29,3,6,2,7,2,172
29,3,6,2,7,7,172
29,3,6,2,7,12,172
29,3,6,2,12,2,206
29,3,6,2,12,7,206
29,3,6,2,12,12,206
29,3,6,4,2,2,172
29,3,6,4,2,7,172
29,3,6,4,2,12,172
29,3,6,4,7,2,172
29,3,6,4,7,7,172
29,3,6,4,7,12,172
29,3,6,4,12,2,206
29,3,6,4,12,7,206
29,3,6,4,12,12,206
29,3,6,4,2,2,172
29,3,6,4,2,7,172
29,3,6,4,2,12,172
29,3,6,4,7,2,172
29,3,6,4,7,7,172
29,3,6,4,7,12,172
29,3,6,4,12,2,206
29,3,6,4,12,7,206
29,3,6,4,12,12,206
29,3,6,4,2,2,172
29,3,6,4,2,7,172
29,3,6,4,2,12,172
29,3,6,4,7,2,172
29,3,6,4,7,7,172
29,3,6,4,7,12,172
29,3,6,4,12,2,206
29,3,6,4,12,7,206
29,3,6,4,12,12,206
29,3,6,6,2,2,172
29,3,6,6,2,7,172
29,3,6,6,2,12,172
29,3,6,6,7,2,172
29,3,6,6,7,7,172
29,3,6,6,7,12,172
29,3,6,6,12,2,206
29,3,6,6,12,7,206
29,3,6,6,12,12,206
29,3,6,6,2,2,172
29,3,6,6,2,7,172
29,3,6,6,2,12,172
29,3,6,6,7,2,172
29,3,6,6,7,7,172
29,3,6,6,7,12,172
29,3,6,6,12,2,206
29,3,6,6,12,7,206
29,3,6,6,12,12,206
29,3,6,6,2,2,172
29,3,6,6,2,7,172
29,3,6,6,2,12,172
29,3,6,6,7,2,172
29,3,6,6,7,7,172
29,3,6,6,7,12,172
29,3,6,6,12,2,206
29,3,6,6,12,7,206
29,3,6,6,12,12,206
37,0,0,0,2,2,190
37,0,0,0,2,7,190
37,0,0,0,2,12,190
37,0,0,0,7,2,255
37,0,0,0,7,7,255
37,0,0,0,7,12,255
37,0,0,0,12,2,217
37,0,0,0,12,7,217
37,0,0,0,12,12,217
37,0,0,0,2,2,190
37,0,0,0,2,7,190
37,0,0,0,2,12,190
37,0,0,0,7,2,255
37,0,0,0,7,7,255
37,0,0,0,7,12,255
37,0,0,0,12,2,217
37,0,0,0,12,7,217
37,0,0,0,12,12,217
37,0,0,0,2,2,190
37,0,0,0,2,7,190
37,0,0,0,2,12,190
37,0,0,0,7,2,255
37,0,0,0,7,7,255
37,0,0,0,7,12,255
37,0,0,0,12,2,217
37,0,0,0,12,7,217
37,0,0,0,12,12,217
37,0,0,2,2,2,190
37,0,0,2,2,7,190
37,0,0,2,2,12,190
37,0,0,2,7,2,255
37,0,0,2,7,7,255
37,0,0,2,7,12,255
37,0,0,2,12,2,217
37,0,0,2,12,7,217
37,0,0,2,12,12,217
37,0,0,2,2,2,190
37,0,0,2,2,7,190
37,0,0,2,2,12,190
37,0,0,2,7,2,255
37,0,0,2,7,7,255
37,0,0,2,7,12,255
37,0,0,2,12,2,217
37,0,0,2,12,7,217
37,0,0,2,12,12,217
37,0,0,2,2,2,190
37,0,0,2,2,7,190
37,0,0,2,2,12,190
37,0,0,2,7,2,255
37,0,0,2,7,7,255
37,0,0,2,7,12,255
37,0,0,2,12,2,217
37,0,0,2,12,7,217
37,0,0,2,12,12,217
37,0,0,4,2,2,190
37,0,0,4,2,7,190
37,0,0,4,2,12,190
37,0,0,4,7,2,255
37,0,0,4,7,7,255
37,0,0,4,7,12,255
37,0,0,4,12,2,217
37,0,0,4,12,7,217
37,0,0,4,12,12,217
37,0,0,4,2,2,190
37,0,0,4,2,7,190
37,0,0,4,2,12,190
37,0,0,4,7,2,255
37,0,0,4,7,7,255
37,0,0,4,7,12,255
37,0,0,4,12,2,217
37,0,0,4,12,7,217
37,0,0,4,12,12,217
37,0,0,4,2,2,190
37,0,0,4,2,7,190
37,0,0,4,2,12,190
37,0,0,4,7,2,255
37,0,0,4,7,7,255
37,0,0,4,7,12,255
37,0,0,4,12,2,217
37,0,0,4,12,7,217
37,0,0,4,12,12,217
37,0,0,6,2,2,190
37,0,0,6,2,7,190
37,0,0,6,2,12,190
37,0,0,6,7,2,255
37,0,0,6,7,7,255
37,0,0,6,7,12,255
37,0,0,6,12,2,217
37,0,0,6,12,7,217
37,0,0,6,12,12,217
37,0,0,6,2,2,190
37,0,0,6,2,7,190
37,0,0,6,2,12,190
37,0,0,6,7,2,255
37,0,0,6,7,7,255
37,0,0,6,7,12,255
37,0,0,6,12,2,217
37,0,0,6,12,7,217
37,0,0,6,12,12,217
37,0,0,6,2,2,190
37,0,0,6,2,7,190
37,0,0,6,2,12,190
37,0,0,6,7,2,255
37,0,0,6,7,7,255
37,0,0,6,7,12,255
37,0,0,6,12,2,217
37,0,0,6,12,7,217
37,0,0,6,12,12,217
37,0,2,0,2,2,166
37,0,2,0,2,7,166
37,0,2,0,2,12,166
37,0,2,0,7,2,239
37,0,2,0,7,7,239
37,0,2,0,7,12,239
37,0,2,0,12,2,447
37,0,2,0,12,7,447
37,0,2,0,12,12,447
37,0,2,0,2,2,166
37,0,2,0,2,7,166
37,0,2,0,2,12,166
37,0,2,0,7,2,239
37,0,2,0,7,7,239
37,0,2,0,7,12,239
37,0,2,0,12,2,447
37,0,2,0,12,7,447
37,0,2,0,12,12,447
37,0,2,0,2,2,166
37,0,2,0,2,7,166
37,0,2,0,2,12,166
37,0,2,0,7,2,239
37,0,2,0,7,7,239
37,0,2,0,7,12,239
37,0,2,0,12,2,447
37,0,2,0,12,7,447
37,0,2,0,12,12,447
37,0,2,2,2,2,166
37,0,2,2,2,7,166
37,0,2,2,2,12,166
37,0,2,2,7,2,239
37,0,2,2,7,7,239
37,0,2,2,7,12,239
37,0,2,2,12,2,447
37,0,2,2,12,7,447
37,0,2,2,12,12,447
37,0,2,2,2,2,166
37,0,2,2,2,7,166
37,0,2,2,2,12,166
37,0,2,2,7,2,239
37,0,2,2,7,7,239
37,0,2,2,7,12,239
37,0,2,2,12,2,447
37,0,2,2,12,7,447
37,0,2,2,12,12,447
37,0,2,2,2,2,166
37,0,2,2,2,7,166
37,0,2,2,2,12,166
37,0,2,2,7,2,239
37,0,2,2,7,7,239
37,0,2,2,7,12,239
37,0,2,2,12,2,447
37,0,2,2,12,7,447
37,0,2,2,12,12,447
37,0,2,4,2,2,166
37,0,2,4,2,7,166
37,0,2,4,2,12,166
37,0,2,4,7,2,239
37,0,2,4,7,7,239
37,0,2,4,7,12,239
37,0,2,4,12,2,447
37,0,2,4,12,7,447
37,0,2,4,12,12,447
37,0,2,4,2,2,166
37,0,2,4,2,7,166
37,0,2,4,2,12,166
37,0,2,4,7,2,239
37,0,2,4,7,7,239
37,0,2,4,7,12,239
37,0,2,4,12,2,447
37,0,2,4,12,7,447
37,0,2,4,12,12,447
37,0,2,4,2,2,166
37,0,2,4,2,7,166
37,0,2,4,2,12,166
37,0,2,4,7,2,239
37,0,2,4,7,7,239
37,0,2,4,7,12,239
37,0,2,4,12,2,447
37,0,2,4,12,7,447
37,0,2,4,12,12,447
37,0,2,6,2,2,166
37,0,2,6,2,7,166
37,0,2,6,2,12,166
37,0,2,6,7,2,239
37,0,2,6,7,7,239
37,0,2,6,7,12,239
37,0,2,6,12,2,447
37,0,2,6,12,7,447
37,0,2,6,12,12,447
37,0,2,6,2,2,166
37,0,2,6,2,7,166
37,0,2,6,2,12,166
37,0,2,6,7,2,239
37,0,2,6,7,7,239
37,0,2,6,7,12,239
37,0,2,6,12,2,447
37,0,2,6,12,7,447
37,0,2,6,12,12,447
37,0,2,6,2,2,166
37,0,2,6,2,7,166
37,0,2,6,2,12,166
37,0,2,6,7,2,239
37,0,2,6,7,7,239
37,0,2,6,7,12,239
37,0,2,6,12,2,447
37,0,2,6,12,7,447
37,0,2,6,12,12,447
37,0,4,0,2,2,188
37,0,4,0,2,7,188
37,0,4,0,2,12,188
37,0,4,0,7,2,194
37,0,4,0,7,7,194
37,0,4,0,7,12,194
37,0,4,0,12,2,237
37,0,4,0,12,7,237
37,0,4,0,12,12,237
37,0,4,0,2,2,188
37,0,4,0,2,7,188
37,0,4,0,2,12,188
37,0,4,0,7,2,194
37,0,4,0,7,7,194
37,0,4,0,7,12,194
37,0,4,0,12,2,237
37,0,4,0,12,7,237
37,0,4,0,12,12,237
37,0,4,0,2,2,188
37,0,4,0,2,7,188
37,0,4,0,2,12,188
37,0,4,0,7,2,194
37,0,4,0,7,7,194
37,0,4,0,7,12,194
37,0,4,0,12,2,237
37,0,4,0,12,7,237
37,0,4,0,12,12,237
37,0,4,2,2,2,188
37,0,4,2,2,7,188
37,0,4,2,2,12,188
37,0,4,2,7,2,194
37,0,4,2,7,7,194
37,0,4,2,7,12,194
37,0,4,2,12,2,237
37,0,4,2,12,7,237
37,0,4,2,12,12,237
37,0,4,2,2,2,188
37,0,4,2,2,7,188
37,0,4,2,2,12,188
37,0,4,2,7,2,194
37,0,4,2,7,7,194
37,0,4,2,7,12,194
37,0,4,2,12,2,237
37,0,4,2,12,7,237
37,0,4,2,12,12,237
37,0,4,2,2,2,188
37,0,4,2,2,7,188
37,0,4,2,2,12,188
37,0,4,2,7,2,194
37,0,4,2,7,7,194
37,0,4,2,7,12,194
37,0,4,2,12,2,237
37,0,4,2,12,7,237
37,0,4,2,12,12,237
37,0,4,4,2,2,188
37,0,4,4,2,7,188
37,0,4,4,2,12,188
37,0,4,4,7,2,194
37,0,4,4,7,7,194
37,0,4,4,7,12,194
37,0,4,4,12,2,237
37,0,4,4,12,7,237
37,0,4,4,12,12,237
37,0,4,4,2,2,188
37,0,4,4,2,7,188
37,0,4,4,2,12,188
37,0,4,4,7,2,194
37,0,4,4,7,7,194
37,0,4,4,7,12,194
37,0,4,4,12,2,237
37,0,4,4,12,7,237
37,0,4,4,12,12,237
37,0,4,4,2,2,188
37,0,4,4,2,7,188
37,0,4,4,2,12,188
37,0,4,4,7,2,194
37,0,4,4,7,7,194
37,0,4,4,7,12,194
37,0,4,4,12,2,237
37,0,4,4,12,7,237
37,0,4,4,12,12,237
37,0,4,6,2,2,188
37,0,4,6,2,7,188
37,0,4,6,2,12,188
37,0,4,6,7,2,194
37,0,4,6,7,7,194
37,0,4,6,7,12,194
37,0,4,6,12,2,237
37,0,4,6,12,7,237
37,0,4,6,12,12,237
37,0,4,6,2,2,188
37,0,4,6,2,7,188
37,0,4,6,2,12,188
37,0,4,6,7,2,194
37,0,4,6,7,7,194
37,0,4,6,7,12,194
37,0,4,6,12,2,237
37,0,4,6,12,7,237
37,0,4,6,12,12,237
37,0,4,6,2,2,188
37,0,4,6,2,7,188
37,0,4,6,2,12,188
37,0,4,6,7,2,194
37,0,4,6,7,7,194
37,0,4,6,7,12,194
37,0,4,6,12,2,237
37,0,4,6,12,7,237
37,0,4,6,12,12,237
37,0,6,0,2,2,176
37,0,6,0,2,7,176
37,0,6,0,2,12,176
37,0,6,0,7,2,176
37,0,6,0,7,7,176
37,0,6,0,7,12,176
37,0,6,0,12,2,190
37,0,6,0,12,7,190
37,0,6,0,12,12,190
37,0,6,0,2,2,176
37,0,6,0,2,7,176
37,0,6,0,2,12,176
37,0,6,0,7,2,176
37,0,6,0,7,7,176
37,0,6,0,7,12,176
37,0,6,0,12,2,190
37,0,6,0,12,7,190
37,0,6,0,12,12,190
37,0,6,0,2,2,176
37,0,6,0,2,7,176
37,0,6,0,2,12,176
37,0,6,0,7,2,176
37,0,6,0,7,7,176
37,0,6,0,7,12,176
37,0,6,0,12,2,190
37,0,6,0,12,7,190
37,0,6,0,12,12,190
37,0,6,2,2,2,176
37,0,6,2,2,7,176
37,0,6,2,2,12,176
37,0,6,2,7,2,176
37,0,6,2,7,7,176
37,0,6,2,7,12,176
37,0,6,2,12,2,190
37,0,6,2,12,7,190
37,0,6,2,12,12,190
37,0,6,2,2,2,176
37,0,6,2,2,7,176
37,0,6,2,2,12,176
37,0,6,2,7,2,176
37,0,6,2,7,7,176
37,0,6,2,7,12,176
37,0,6,2,12,2,190
37,0,6,2,12,7,190
37,0,6,2,12,12,190
37,0,6,2,2,2,176
37,0,6,2,2,7,176
37,0,6,2,2,12,176
37,0,6,2,7,2,176
37,0,6,2,7,7,176
37,0,6,2,7,12,176
37,0,6,2,12,2,190
37,0,6,2,12,7,190
37,0,6,2,12,12,190
37,0,6,4,2,2,176
37,0,6,4,2,7,176
37,0,6,4,2,12,176
37,0,6,4,7,2,176
37,0,6,4,7,7,176
37,0,6,4,7,12,176
37,0,6,4,12,2,190
37,0,6,4,12,7,190
37,0,6,4,12,12,190
37,0,6,4,2,2,176
37,0,6,4,2,7,176
37,0,6,4,2,12,176
37,0,6,4,7,2,176
37,0,6,4,7,7,176
37,0,6,4,7,12,176
37,0,6,4,12,2,190
37,0,6,4,12,7,190
37,0,6,4,12,12,190
37,0,6,4,2,2,176
37,0,6,4,2,7,176
37,0,6,4,2,12,176
37,0,6,4,7,2,176
37,0,6,4,7,7,176
37,0,6,4,7,12,176
37,0,6,4,12,2,190
37,0,6,4,12,7,190
37,0,6,4,12,12,190
37,0,6,6,2,2,176
37,0,6,6,2,7,176
37,0,6,6,2,12,176
37,0,6,6,7,2,176
37,0,6,6,7,7,176
37,0,6,6,7,12,176
37,0,6,6,12,2,190
37,0,6,6,12,7,190
37,0,6,6,12,12,190
37,0,6,6,2,2,176
37,0,6,6,2,7,176
37,0,6,6,2,12,176
37,0,6,6,7,2,176
37,0,6,6,7,7,176
37,0,6,6,7,12,176
37,0,6,6,12,2,190
37,0,6,6,12,7,190
37,0,6,6,12,12,190
37,0,6,6,2,2,176
37,0,6,6,2,7,176
37,0,6,6,2,12,176
37,0,6,6,7,2,176
37,0,6,6,7,7,176
37,0,6,6,7,12,176
37,0,6,6,12,2,190
37,0,6,6,12,7,190
37,0,6,6,12,12,190
37,1,0,0,2,2,190
37,1,0,0,2,7,190
37,1,0,0,2,12,190
37,1,0,0,7,2,343
37,1,0,0,7,7,343
37,1,0,0,7,12,343
37,1,0,0,12,2,239
37,1,0,0,12,7,239
37,1,0,0,12,12,239
37,1,0,0,2,2,190
37,1,0,0,2,7,190
37,1,0,0,2,12,190
37,1,0,0,7,2,343
37,1,0,0,7,7,343
37,1,0,0,7,12,343
37,1,0,0,12,2,239
37,1,0,0,12,7,239
37,1,0,0,12,12,239
37,1,0,0,2,2,190
37,1,0,0,2,7,190
37,1,0,0,2,12,190
37,1,0,0,7,2,343
37,1,0,0,7,7,343
37,1,0,0,7,12,343
37,1,0,0,12,2,239
37,1,0,0,12,7,239
37,1,0,0,12,12,239
37,1,0,2,2,2,190
37,1,0,2,2,7,190
37,1,0,2,2,12,190
37,1,0,2,7,2,343
37,1,0,2,7,7,343
37,1,0,2,7,12,343
37,1,0,2,12,2,239
37,1,0,2,12,7,239
37,1,0,2,12,12,239
37,1,0,2,2,2,190
37,1,0,2,2,7,190
37,1,0,2,2,12,190
37,1,0,2,7,2,343
37,1,0,2,7,7,343
37,1,0,2,7,12,343
37,1,0,2,12,2,239
37,1,0,2,12,7,239
37,1,0,2,12,12,239
37,1,0,2,2,2,190
37,1,0,2,2,7,190
37,1,0,2,2,12,190
37,1,0,2,7,2,343
37,1,0,2,7,7,343
37,1,0,2,7,12,343
37,1,0,2,12,2,239
37,1,0,2,12,7,239
37,1,0,2,12,12,239
37,1,0,4,2,2,190
37,1,0,4,2,7,190
37,1,0,4,2,12,190
37,1,0,4,7,2,343
37,1,0,4,7,7,343
37,1,0,4,7,12,343
37,1,0,4,12,2,239
37,1,0,4,12,7,239
37,1,0,4,12,12,239
37,1,0,4,2,2,190
37,1,0,4,2,7,190
37,1,0,4,2,12,190
37,1,0,4,7,2,343
37,1,0,4,7,7,343
37,1,0,4,7,12,343
37,1,0,4,12,2,239
37,1,0,4,12,7,239
37,1,0,4,12,12,239
37,1,0,4,2,2,190
37,1,0,4,2,7,190
37,1,0,4,2,12,190
37,1,0,4,7,2,343
37,1,0,4,7,7,343
37,1,0,4,7,12,343
37,1,0,4,12,2,239
37,1,0,4,12,7,239
37,1,0,4,12,12,239
37,1,0,6,2,2,190
37,1,0,6,2,7,190
37,1,0,6,2,12,190
37,1,0,6,7,2,343
37,1,0,6,7,7,343
37,1,0,6,7,12,343
37,1,0,6,12,2,239
37,1,0,6,12,7,239
37,1,0,6,12,12,239
37,1,0,6,2,2,190
37,1,0,6,2,7,190
37,1,0,6,2,12,190
37,1,0,6,7,2,343
37,1,0,6,7,7,343
37,1,0,6,7,12,343
37,1,0,6,12,2,239
37,1,0,6,12,7,239
37,1,0,6,12,12,239
37,1,0,6,2,2,190
37,1,0,6,2,7,190
37,1,0,6,2,12,190
37,1,0,6,7,2,343
37,1,0,6,7,7,343
37,1,0,6,7,12,343
37,1,0,6,12,2,239
37,1,0,6,12,7,239
37,1,0,6,12,12,239
37,1,2,0,2,2,167
37,1,2,0,2,7,167
37,1,2,0,2,12,167
37,1,2,0,7,2,237
37,1,2,0,7,7,237
37,1,2,0,7,12,237
37,1,2,0,12,2,433
37,1,2,0,12,7,433
37,1,2,0,12,12,433
37,1,2,0,2,2,167
37,1,2,0,2,7,167
37,1,2,0,2,12,167
37,1,2,0,7,2,237
37,1,2,0,7,7,237
37,1,2,0,7,12,237
37,1,2,0,12,2,433
37,1,2,0,12,7,433
37,1,2,0,12,12,433
37,1,2,0,2,2,167
37,1,2,0,2,7,167
37,1,2,0,2,12,167
37,1,2,0,7,2,237
37,1,2,0,7,7,237
37,1,2,0,7,12,237
37,1,2,0,12,2,433
37,1,2,0,12,7,433
37,1,2,0,12,12,433
37,1,2,2,2,2,167
37,1,2,2,2,7,167
37,1,2,2,2,12,167
37,1,2,2,7,2,237
37,1,2,2,7,7,237
37,1,2,2,7,12,237
37,1,2,2,12,2,433
37,1,2,2,12,7,433
37,1,2,2,12,12,433
37,1,2,2,2,2,167
37,1,2,2,2,7,167
37,1,2,2,2,12,167
37,1,2,2,7,2,237
37,1,2,2,7,7,237
37,1,2,2,7,12,237
37,1,2,2,12,2,433
37,1,2,2,12,7,433
37,1,2,2,12,12,433
37,1,2,2,2,2,167
37,1,2,2,2,7,167
37,1,2,2,2,12,167
37,1,2,2,7,2,237
37,1,2,2,7,7,237
37,1,2,2,7,12,237
37,1,2,2,12,2,433
37,1,2,2,12,7,433
37,1,2,2,12,12,433
37,1,2,4,2,2,167
37,1,2,4,2,7,167
37,1,2,4,2,12,167
37,1,2,4,7,2,237
37,1,2,4,7,7,237
37,1,2,4,7,12,237
37,1,2,4,12,2,433
37,1,2,4,12,7,433
37,1,2,4,12,12,433
37,1,2,4,2,2,167
37,1,2,4,2,7,167
37,1,2,4,2,12,167
37,1,2,4,7,2,237
37,1,2,4,7,7,237
37,1,2,4,7,12,237
37,1,2,4,12,2,433
37,1,2,4,12,7,433
37,1,2,4,12,12,433
37,1,2,4,2,2,167
37,1,2,4,2,7,167
37,1,2,4,2,12,167
37,1,2,4,7,2,237
37,1,2,4,7,7,237
37,1,2,4,7,12,237
37,1,2,4,12,2,433
37,1,2,4,12,7,433
37,1,2,4,12,12,433
37,1,2,6,2,2,167
37,1,2,6,2,7,167
37,1,2,6,2,12,167
37,1,2,6,7,2,237
37,1,2,6,7,7,237
37,1,2,6,7,12,237
37,1,2,6,12,2,433
37,1,2,6,12,7,433
37,1,2,6,12,12,433
37,1,2,6,2,2,167
37,1,2,6,2,7,167
37,1,2,6,2,12,167
37,1,2,6,7,2,237
37,1,2,6,7,7,237
37,1,2,6,7,12,237
37,1,2,6,12,2,433
37,1,2,6,12,7,433
37,1,2,6,12,12,433
37,1,2,6,2,2,167
37,1,2,6,2,7,167
37,1,2,6,2,12,167
37,1,2,6,7,2,237
37,1,2,6,7,7,237
37,1,2,6,7,12,237
37,1,2,6,12,2,433
37,1,2,6,12,7,433
37,1,2,6,12,12,433
37,1,4,0,2,2,188
37,1,4,0,2,7,188
37,1,4,0,2,12,188
37,1,4,0,7,2,195
37,1,4,0,7,7,195
37,1,4,0,7,12,195
37,1,4,0,12,2,237
37,1,4,0,12,7,237
37,1,4,0,12,12,237
37,1,4,0,2,2,188
37,1,4,0,2,7,188
37,1,4,0,2,12,188
37,1,4,0,7,2,195
37,1,4,0,7,7,195
37,1,4,0,7,12,195
37,1,4,0,12,2,237
37,1,4,0,12,7,237
37,1,4,0,12,12,237
37,1,4,0,2,2,188
37,1,4,0,2,7,188
37,1,4,0,2,12,188
37,1,4,0,7,2,195
37,1,4,0,7,7,195
37,1,4,0,7,12,195
37,1,4,0,12,2,237
37,1,4,0,12,7,237
37,1,4,0,12,12,237
37,1,4,2,2,2,188
37,1,4,2,2,7,188
37,1,4,2,2,12,188
37,1,4,2,7,2,195
37,1,4,2,7,7,195
37,1,4,2,7,12,195
37,1,4,2,12,2,237
37,1,4,2,12,7,237
37,1,4,2,12,12,237
37,1,4,2,2,2,188
37,1,4,2,2,7,188
37,1,4,2,2,12,188
37,1,4,2,7,2,195
37,1,4,2,7,7,195
37,1,4,2,7,12,195
37,1,4,2,12,2,237
37,1,4,2,12,7,237
37,1,4,2,12,12,237
37,1,4,2,2,2,188
37,1,4,2,2,7,188
37,1,4,2,2,12,188
37,1,4,2,7,2,195
37,1,4,2,7,7,195
37,1,4,2,7,12,195
37,1,4,2,12,2,237
37,1,4,2,12,7,237
37,1,4,2,12,12,237
37,1,4,4,2,2,188
37,1,4,4,2,7,188
37,1,4,4,2,12,188
37,1,4,4,7,2,195
37,1,4,4,7,7,195
37,1,4,4,7,12,195
37,1,4,4,12,2,237
37,1,4,4,12,7,237
37,1,4,4,12,12,237
37,1,4,4,2,2,188
37,1,4,4,2,7,188
37,1,4,4,2,12,188
37,1,4,4,7,2,195
37,1,4,4,7,7,195
37,1,4,4,7,12,195
37,1,4,4,12,2,237
37,1,4,4,12,7,237
37,1,4,4,12,12,237
37,1,4,4,2,2,188
37,1,4,4,2,7,188
37,1,4,4,2,12,188
37,1,4,4,7,2,195
37,1,4,4,7,7,195
37,1,4,4,7,12,195
37,1,4,4,12,2,237
37,1,4,4,12,7,237
37,1,4,4,12,12,237
37,1,4,6,2,2,188
37,1,4,6,2,7,188
37,1,4,6,2,12,188
37,1,4,6,7,2,195
37,1,4,6,7,7,195
37,1,4,6,7,12,195
37,1,4,6,12,2,237
37,1,4,6,12,7,237
37,1,4,6,12,12,237
37,1,4,6,2,2,188
37,1,4,6,2,7,188
37,1,4,6,2,12,188
37,1,4,6,7,2,195
37,1,4,6,7,7,195
37,1,4,6,7,12,195
37,1,4,6,12,2,237
37,1,4,6,12,7,237
37,1,4,6,12,12,237
37,1,4,6,2,2,188
37,1,4,6,2,7,188
37,1,4,6,2,12,188
37,1,4,6,7,2,195
37,1,4,6,7,7,195
37,1,4,6,7,12,195
37,1,4,6,12,2,237
37,1,4,6,12,7,237
