assembly_id,numSeqs,n50,smallest,largest,totLen,K,M,d,D,L,e,t,time,gz_size,ut_weight,ut_optimum,ut_max,ut_result,ut_time,brm_weight,brm_optimum,brm_max,brm_time,brm_total,brm_good,brm_bad,brm_paired,brm_unpaired,brm_proper_pair,brm_improper_pair,brm_proper_orientation,brm_improper_orientation,brm_both_mapped,brm_same_contig,brm_realistic,brm_unrealistic,brm_result,rba_weight,rba_optimum,rba_max,rba_time,rba_result,rba_query_hits,rba_target_hits,rba_mean_q_bitscore,rba_mean_t_bitscore
4390,103,256,111,1556,26592,37,2,0,4,200,12,2,33.450510884,8977,1.0,0,103.0,46,2.906353379,1.0,26000,26000.0,18.795688687,69,66,279,143.258,172.736,1.0,0.0,1.0,0.182927561,14124,14124,0,14124,0,14124,0,14124,0,0,0,0,0,0
4391,103,256,111,1556,26592,37,2,0,4,200,12,7,32.451322452,8977,1.0,0,103.0,46,2.570124048,1.0,26000,26000.0,17.901763925,69,66,279,143.258,175.678,1.0,0.0,1.0,0.182723211,14124,14124,0,14124,0,14124,0,14124,0,0,0,0,0,0
4392,103,256,111,1556,26592,37,2,0,4,200,12,12,31.38922873,8977,1.0,0,103.0,46,2.573967809,1.0,26000,26000.0,18.299897663,68,66,279,143.037,172.649,1.0,0.0,1.0,0.174964127,14124,14124,0,14124,0,14124,0,14124,0,0,0,0,0,0
4393,1122,191,111,1658,222466,37,2,0,4,200,2,2,32.104928291,73401,1.0,0,1122.0,817,4.198336833,1.0,26000,26000.0,23.164882128,683,667,2140,106.232,139.205,1.0,0.0,1.0,0.343564759,29539,29538,0,29538,0,29538,0,29538,0,0,0,0,0,0
4394,1122,191,111,1658,222466,37,2,0,4,200,2,7,29.17536886,73401,1.0,0,1122.0,817,4.358196912,1.0,26000,26000.0,23.358394143,683,667,2138,107.025,140.102,1.0,0.0,1.0,0.341536219,29539,29538,0,29538,0,29538,0,29538,0,0,0,0,0,0
4395,1122,191,111,1658,222466,37,2,0,4,200,2,12,30.096559376,73401,1.0,0,1122.0,817,4.215296736,1.0,26000,26000.0,23.294989444,682,667,2138,106.188,139.746,1.0,0.0,1.0,0.344597398,29539,29538,0,29538,0,29538,0,29538,0,0,0,0,0,0
4396,176,393,111,1556,49442,37,2,0,4,200,7,2,31.706852825,16440,1.0,0,176.0,103,3.267210634,1.0,26000,26000.0,19.82131272,112,109,437,152.344,191.721,1.0,0.0,1.0,0.191956453,18959,18958,0,18958,0,18958,0,18958,0,0,0,0,0,0
4397,176,393,111,1556,49442,37,2,0,4,200,7,7,31.659291578,16440,1.0,0,176.0,103,3.501988769,1.0,26000,26000.0,20.430958365,112,109,437,152.344,192.682,1.0,0.0,1.0,0.191740669,18959,18958,0,18958,0,18958,0,18958,0,0,0,0,0,0
4398,176,393,111,1556,49442,37,2,0,4,200,7,12,32.354600629,16440,1.0,0,176.0,103,3.366365154,1.0,26000,26000.0,19.63540199,113,109,437,155.209,189.341,1.0,0.0,1.0,0.194633306,18959,18958,0,18958,0,18958,0,18958,0,0,0,0,0,0
4399,103,256,111,1556,26592,37,2,0,4,200,12,2,30.867259564,8977,1.0,0,103.0,46,2.768292949,1.0,26000,26000.0,18.18698424,69,66,279,143.258,175.678,1.0,0.0,1.0,0.175678344,14124,14124,0,14124,0,14124,0,14124,0,0,0,0,0,0
