@max_hood_size,@starting_sd_divisor,@sd_increment_proportion,@backtrack_cutoff,mopt_iter
50,5,0.01,2,251
50,5,0.01,2,131
50,5,0.01,2,266
50,5,0.01,2,190
50,5,0.01,2,17
50,5,0.01,2,510
50,5,0.01,2,408
50,5,0.01,2,249
50,5,0.01,1.5,183
50,5,0.01,1.5,195
50,5,0.01,1.5,130
50,5,0.01,1.5,262
50,5,0.01,1.5,362
50,5,0.01,1.5,361
50,5,0.01,1.5,296
50,5,0.01,1.5,180
50,5,0.01,1.5,482
50,5,0.01,1.5,323
50,2,0.2,3,219
50,2,0.2,3,271
50,2,0.2,3,125
50,2,0.2,3,251
50,2,0.2,3,434
50,2,0.2,3,160
50,2,0.2,3,829
50,2,0.2,3,307
50,2,0.2,3,589
50,2,0.2,3,200
50,2,0.2,2.5,329
50,2,0.2,2.5,171
50,2,0.2,2.5,147
50,2,0.2,2.5,356
50,2,0.2,2.5,942
50,2,0.2,2.5,789
50,2,0.2,2.5,147
50,2,0.2,2.5,478
50,2,0.2,2.5,544
50,2,0.2,2.5,145
50,2,0.2,2,773
50,2,0.2,2,424
50,2,0.2,2,536
50,2,0.2,2,549
50,2,0.2,2,125
50,2,0.2,2,261
50,2,0.2,2,521
50,2,0.2,2,901
50,2,0.2,2,159
50,2,0.2,1.5,515
50,2,0.2,1.5,548
50,2,0.2,1.5,715
50,2,0.2,1.5,131
50,2,0.2,1.5,360
50,2,0.2,1.5,90
50,2,0.2,1.5,98
50,2,0.2,1.5,204
50,2,0.2,1.5,188
50,2,0.2,1.5,426
50,2,0.15,3,232
50,2,0.15,3,169
50,2,0.15,3,804
50,2,0.15,3,629
50,2,0.15,3,377
50,2,0.15,3,319
50,2,0.15,3,419
50,2,0.15,3,77
50,2,0.15,3,327
50,2,0.15,3,289
50,2,0.15,2.5,569
50,2,0.15,2.5,92
50,2,0.15,2.5,282
50,2,0.15,2.5,215
50,2,0.15,2.5,295
50,2,0.15,2.5,280
50,2,0.15,2.5,121
50,2,0.15,2.5,273
50,2,0.15,2.5,218
50,2,0.15,2.5,83
50,2,0.15,2,129
50,2,0.15,2,129
50,2,0.15,2,265
50,2,0.15,2,895
50,2,0.15,2,112
50,2,0.15,2,482
50,2,0.15,2,237
50,2,0.15,2,138
50,2,0.15,2,438
50,2,0.15,2,233
50,2,0.15,1.5,585
50,2,0.15,1.5,275
50,2,0.15,1.5,263
50,2,0.15,1.5,498
50,2,0.15,1.5,134
50,2,0.15,1.5,601
50,2,0.15,1.5,55
50,2,0.15,1.5,201
50,2,0.15,1.5,699
50,2,0.15,1.5,117
50,2,0.1,3,397
50,2,0.1,3,272
50,2,0.1,3,210
50,2,0.1,3,115
50,2,0.1,3,446
50,2,0.1,3,238
50,2,0.1,3,54
50,2,0.1,3,3
50,2,0.1,3,409
50,2,0.1,3,381
50,2,0.1,2.5,515
50,2,0.1,2.5,3
50,2,0.1,2.5,155
50,2,0.1,2.5,946
50,2,0.1,2.5,174
50,2,0.1,2.5,254
50,2,0.1,2.5,158
50,2,0.1,2.5,159
50,2,0.1,2.5,209
50,2,0.1,2,389
50,2,0.1,2,370
50,2,0.1,2,666
50,2,0.1,2,314
50,2,0.1,2,419
50,2,0.1,2,167
50,2,0.1,2,190
50,2,0.1,2,337
50,2,0.1,2,178
50,2,0.1,2,741
50,2,0.1,1.5,589
50,2,0.1,1.5,114
50,2,0.1,1.5,529
50,2,0.1,1.5,256
50,2,0.1,1.5,520
50,2,0.1,1.5,187
50,2,0.1,1.5,168
50,2,0.1,1.5,533
50,2,0.1,1.5,210
50,2,0.1,1.5,512
50,2,0.05,3,530
50,2,0.05,3,230
50,2,0.05,3,525
50,2,0.05,3,347
50,2,0.05,3,270
50,2,0.05,3,309
50,2,0.05,3,396
50,2,0.05,3,688
50,2,0.05,3,218
50,2,0.05,3,435
50,2,0.05,2.5,193
50,2,0.05,2.5,559
50,2,0.05,2.5,287
50,2,0.05,2.5,414
50,2,0.05,2.5,124
50,2,0.05,2.5,147
50,2,0.05,2.5,224
50,2,0.05,2.5,376
50,2,0.05,2.5,109
50,2,0.05,2.5,182
50,2,0.05,2,567
50,2,0.05,2,532
50,2,0.05,2,477
50,2,0.05,2,139
50,2,0.05,2,448
50,2,0.05,2,109
50,2,0.05,2,311
50,2,0.05,2,380
50,2,0.05,2,638
50,2,0.05,2,154
50,2,0.05,1.5,107
50,2,0.05,1.5,309
50,2,0.05,1.5,565
50,2,0.05,1.5,187
50,2,0.05,1.5,251
50,2,0.05,1.5,432
50,2,0.05,1.5,128
50,2,0.05,1.5,281
50,2,0.05,1.5,237
50,2,0.05,1.5,188
50,2,0.01,3,150
50,2,0.01,3,216
50,2,0.01,3,843
50,2,0.01,3,150
50,2,0.01,3,470
50,2,0.01,3,98
50,2,0.01,3,49
50,2,0.01,3,174
50,2,0.01,3,100
50,2,0.01,2.5,487
50,2,0.01,2.5,133
50,2,0.01,2.5,160
50,2,0.01,2.5,633
50,2,0.01,2.5,250
50,2,0.01,2.5,167
50,2,0.01,2.5,411
50,2,0.01,2.5,131
50,2,0.01,2.5,230
50,2,0.01,2.5,297
50,2,0.01,2,110
50,2,0.01,2,124
50,2,0.01,2,559
50,2,0.01,2,519
50,2,0.01,2,420
50,2,0.01,2,561
50,2,0.01,2,218
50,2,0.01,2,183
50,2,0.01,2,136
50,2,0.01,2,317
50,2,0.01,1.5,262
50,2,0.01,1.5,412
50,2,0.01,1.5,429
50,2,0.01,1.5,403
50,2,0.01,1.5,161
50,2,0.01,1.5,149
50,2,0.01,1.5,112
50,2,0.01,1.5,240
50,2,0.01,1.5,199
50,2,0.01,1.5,324
40,40,0.2,3,631
40,40,0.2,3,813
40,40,0.2,3,446
40,40,0.2,3,853
40,40,0.2,3,460
40,40,0.2,3,412
40,40,0.2,3,140
40,40,0.2,3,269
40,40,0.2,3,570
40,40,0.2,3,94
40,40,0.2,2.5,420
40,40,0.2,2.5,777
40,40,0.2,2.5,421
40,40,0.2,2.5,500
40,40,0.2,2.5,194
40,40,0.2,2.5,535
40,40,0.2,2.5,294
40,40,0.2,2.5,615
40,40,0.2,2.5,495
40,40,0.2,2.5,493
40,40,0.2,2,666
40,40,0.2,2,35
40,40,0.2,2,228
40,40,0.2,2,293
40,40,0.2,2,522
40,40,0.2,2,640
40,40,0.2,2,353
40,40,0.2,2,336
40,40,0.2,2,214
40,40,0.2,2,459
40,40,0.2,1.5,217
40,40,0.2,1.5,416
40,40,0.2,1.5,486
40,40,0.2,1.5,192
40,40,0.2,1.5,615
40,40,0.2,1.5,515
40,40,0.2,1.5,53
40,40,0.2,1.5,145
40,40,0.2,1.5,418
40,40,0.2,1.5,253
40,40,0.15,3,573
40,40,0.15,3,289
40,40,0.15,3,335
40,40,0.15,3,298
40,40,0.15,3,94
40,40,0.15,3,376
40,40,0.15,3,244
40,40,0.15,3,455
40,40,0.15,3,736
40,40,0.15,3,374
40,40,0.15,2.5,584
40,40,0.15,2.5,387
40,40,0.15,2.5,314
40,40,0.15,2.5,526
40,40,0.15,2.5,57
40,40,0.15,2.5,180
40,40,0.15,2.5,591
40,40,0.15,2.5,154
40,40,0.15,2.5,105
40,40,0.15,2.5,494
40,40,0.15,2,292
40,40,0.15,2,252
40,40,0.15,2,93
40,40,0.15,2,423
40,40,0.15,2,543
40,40,0.15,2,213
40,40,0.15,2,445
40,40,0.15,2,332
40,40,0.15,2,407
40,40,0.15,2,336
40,40,0.15,1.5,605
40,40,0.15,1.5,322
40,40,0.15,1.5,725
40,40,0.15,1.5,516
40,40,0.15,1.5,216
40,40,0.15,1.5,461
40,40,0.15,1.5,358
40,40,0.15,1.5,333
40,40,0.15,1.5,95
40,40,0.15,1.5,452
40,40,0.1,3,626
40,40,0.1,3,410
40,40,0.1,3,536
40,40,0.1,3,292
40,40,0.1,3,417
40,40,0.1,3,538
40,40,0.1,3,22
40,40,0.1,3,477
40,40,0.1,3,261
40,40,0.1,3,296
40,40,0.1,2.5,463
40,40,0.1,2.5,656
40,40,0.1,2.5,415
40,40,0.1,2.5,344
40,40,0.1,2.5,283
40,40,0.1,2.5,495
40,40,0.1,2.5,635
40,40,0.1,2.5,183
40,40,0.1,2.5,537
40,40,0.1,2.5,393
40,40,0.1,2,416
40,40,0.1,2,329
40,40,0.1,2,341
40,40,0.1,2,572
40,40,0.1,2,754
40,40,0.1,2,460
40,40,0.1,2,165
40,40,0.1,2,537
40,40,0.1,2,307
40,40,0.1,2,252
40,40,0.1,1.5,270
40,40,0.1,1.5,643
40,40,0.1,1.5,269
40,40,0.1,1.5,427
40,40,0.1,1.5,500
40,40,0.1,1.5,293
40,40,0.1,1.5,559
40,40,0.1,1.5,337
40,40,0.1,1.5,357
40,40,0.1,1.5,340
40,40,0.05,3,713
40,40,0.05,3,349
40,40,0.05,3,364
40,40,0.05,3,739
40,40,0.05,3,812
40,40,0.05,3,299
40,40,0.05,3,355
40,40,0.05,3,806
40,40,0.05,3,598
40,40,0.05,3,481
40,40,0.05,2.5,189
40,40,0.05,2.5,769
40,40,0.05,2.5,380
40,40,0.05,2.5,384
40,40,0.05,2.5,371
40,40,0.05,2.5,413
40,40,0.05,2.5,613
40,40,0.05,2.5,455
40,40,0.05,2.5,458
40,40,0.05,2.5,501
40,40,0.05,2,168
40,40,0.05,2,212
40,40,0.05,2,325
40,40,0.05,2,165
40,40,0.05,2,372
40,40,0.05,2,194
40,40,0.05,2,692
40,40,0.05,2,420
40,40,0.05,2,280
40,40,0.05,2,543
40,40,0.05,1.5,370
40,40,0.05,1.5,176
40,40,0.05,1.5,664
40,40,0.05,1.5,502
40,40,0.05,1.5,514
40,40,0.05,1.5,347
40,40,0.05,1.5,417
40,40,0.05,1.5,343
40,40,0.05,1.5,212
40,40,0.05,1.5,462
40,40,0.01,3,425
40,40,0.01,3,631
40,40,0.01,3,602
40,40,0.01,3,600
40,40,0.01,3,552
40,40,0.01,3,295
40,40,0.01,3,455
40,40,0.01,3,59
40,40,0.01,3,690
40,40,0.01,3,333
40,40,0.01,2.5,267
40,40,0.01,2.5,508
40,40,0.01,2.5,612
40,40,0.01,2.5,413
40,40,0.01,2.5,309
40,40,0.01,2.5,452
40,40,0.01,2.5,768
40,40,0.01,2.5,614
40,40,0.01,2.5,630
40,40,0.01,2.5,630
40,40,0.01,2,494
40,40,0.01,2,359
40,40,0.01,2,586
40,40,0.01,2,481
40,40,0.01,2,543
40,40,0.01,2,584
40,40,0.01,2,499
40,40,0.01,2,606
40,40,0.01,2,499
40,40,0.01,2,579
40,40,0.01,1.5,362
40,40,0.01,1.5,610
40,40,0.01,1.5,608
40,40,0.01,1.5,398
40,40,0.01,1.5,349
40,40,0.01,1.5,460
40,40,0.01,1.5,360
40,40,0.01,1.5,294
40,40,0.01,1.5,426
40,40,0.01,1.5,577
40,30,0.2,3,307
40,30,0.2,3,462
40,30,0.2,3,375
40,30,0.2,3,800
40,30,0.2,3,657
40,30,0.2,3,773
40,30,0.2,3,616
40,30,0.2,3,253
40,30,0.2,3,746
40,30,0.2,3,415
40,30,0.2,2.5,178
40,30,0.2,2.5,337
40,30,0.2,2.5,217
40,30,0.2,2.5,462
40,30,0.2,2.5,292
40,30,0.2,2.5,257
40,30,0.2,2.5,453
40,30,0.2,2.5,280
40,30,0.2,2.5,529
40,30,0.2,2.5,318
40,30,0.2,2,697
40,30,0.2,2,315
40,30,0.2,2,415
40,30,0.2,2,577
40,30,0.2,2,848
40,30,0.2,2,455
40,30,0.2,2,220
40,30,0.2,2,373
40,30,0.2,2,404
40,30,0.2,2,214
40,30,0.2,1.5,212
40,30,0.2,1.5,315
40,30,0.2,1.5,186
40,30,0.2,1.5,369
40,30,0.2,1.5,272
40,30,0.2,1.5,440
40,30,0.2,1.5,344
40,30,0.2,1.5,402
40,30,0.2,1.5,279
40,30,0.2,1.5,418
40,30,0.15,3,262
40,30,0.15,3,460
40,30,0.15,3,284
40,30,0.15,3,379
40,30,0.15,3,457
40,30,0.15,3,335
40,30,0.15,3,337
40,30,0.15,3,39
40,30,0.15,3,386
40,30,0.15,3,272
40,30,0.15,2.5,309
40,30,0.15,2.5,625
40,30,0.15,2.5,692
40,30,0.15,2.5,294
40,30,0.15,2.5,374
40,30,0.15,2.5,426
40,30,0.15,2.5,586
40,30,0.15,2.5,262
40,30,0.15,2.5,346
40,30,0.15,2.5,273
40,30,0.15,2,588
40,30,0.15,2,362
40,30,0.15,2,409
40,30,0.15,2,85
40,30,0.15,2,507
40,30,0.15,2,174
40,30,0.15,2,478
40,30,0.15,2,259
40,30,0.15,2,245
40,30,0.15,2,492
40,30,0.15,1.5,256
40,30,0.15,1.5,683
40,30,0.15,1.5,339
40,30,0.15,1.5,637
40,30,0.15,1.5,471
40,30,0.15,1.5,705
40,30,0.15,1.5,216
40,30,0.15,1.5,422
40,30,0.15,1.5,292
40,30,0.15,1.5,214
40,30,0.1,3,388
40,30,0.1,3,175
40,30,0.1,3,452
40,30,0.1,3,74
40,30,0.1,3,361
40,30,0.1,3,589
40,30,0.1,3,365
40,30,0.1,3,266
40,30,0.1,3,813
40,30,0.1,3,433
40,30,0.1,2.5,272
40,30,0.1,2.5,636
40,30,0.1,2.5,317
40,30,0.1,2.5,419
40,30,0.1,2.5,420
40,30,0.1,2.5,490
40,30,0.1,2.5,383
40,30,0.1,2.5,537
40,30,0.1,2.5,541
40,30,0.1,2.5,335
40,30,0.1,2,530
40,30,0.1,2,516
40,30,0.1,2,570
40,30,0.1,2,418
40,30,0.1,2,276
40,30,0.1,2,563
40,30,0.1,2,325
40,30,0.1,2,255
40,30,0.1,2,535
40,30,0.1,2,392
40,30,0.1,1.5,497
40,30,0.1,1.5,311
40,30,0.1,1.5,536
40,30,0.1,1.5,182
40,30,0.1,1.5,334
40,30,0.1,1.5,531
40,30,0.1,1.5,368
40,30,0.1,1.5,253
40,30,0.1,1.5,619
40,30,0.1,1.5,497
40,30,0.05,3,505
40,30,0.05,3,304
40,30,0.05,3,389
40,30,0.05,3,443
40,30,0.05,3,259
40,30,0.05,3,59
40,30,0.05,3,71
40,30,0.05,3,559
40,30,0.05,3,586
40,30,0.05,3,517
40,30,0.05,2.5,500
40,30,0.05,2.5,150
40,30,0.05,2.5,281
40,30,0.05,2.5,752
40,30,0.05,2.5,497
40,30,0.05,2.5,353
40,30,0.05,2.5,575
40,30,0.05,2.5,287
40,30,0.05,2.5,722
40,30,0.05,2.5,391
40,30,0.05,2,96
40,30,0.05,2,725
40,30,0.05,2,209
40,30,0.05,2,284
40,30,0.05,2,396
40,30,0.05,2,334
40,30,0.05,2,372
40,30,0.05,2,726
40,30,0.05,2,108
40,30,0.05,2,552
40,30,0.05,1.5,372
40,30,0.05,1.5,223
40,30,0.05,1.5,226
40,30,0.05,1.5,253
40,30,0.05,1.5,512
40,30,0.05,1.5,375
40,30,0.05,1.5,295
40,30,0.05,1.5,392
40,30,0.05,1.5,320
40,30,0.05,1.5,444
40,30,0.01,3,665
40,30,0.01,3,554
40,30,0.01,3,418
40,30,0.01,3,663
40,30,0.01,3,832
40,30,0.01,3,557
40,30,0.01,3,469
40,30,0.01,3,65
40,30,0.01,3,547
40,30,0.01,3,589
40,30,0.01,2.5,496
40,30,0.01,2.5,296
40,30,0.01,2.5,743
40,30,0.01,2.5,434
40,30,0.01,2.5,179
40,30,0.01,2.5,534
40,30,0.01,2.5,498
40,30,0.01,2.5,661
40,30,0.01,2.5,453
40,30,0.01,2.5,930
40,30,0.01,2,305
40,30,0.01,2,96
40,30,0.01,2,6
40,30,0.01,2,451
40,30,0.01,2,617
40,30,0.01,2,426
40,30,0.01,2,13
40,30,0.01,2,653
40,30,0.01,2,71
40,30,0.01,2,692
40,30,0.01,1.5,367
40,30,0.01,1.5,364
40,30,0.01,1.5,593
40,30,0.01,1.5,54
40,30,0.01,1.5,532
40,30,0.01,1.5,9
40,30,0.01,1.5,436
40,30,0.01,1.5,459
40,30,0.01,1.5,535
40,30,0.01,1.5,528
40,20,0.2,3,679
40,20,0.2,3,336
40,20,0.2,3,304
40,20,0.2,3,272
40,20,0.2,3,263
40,20,0.2,3,516
40,20,0.2,3,382
40,20,0.2,3,307
40,20,0.2,3,322
40,20,0.2,3,105
40,20,0.2,2.5,390
40,20,0.2,2.5,95
40,20,0.2,2.5,448
40,20,0.2,2.5,534
40,20,0.2,2.5,387
40,20,0.2,2.5,893
40,20,0.2,2.5,425
40,20,0.2,2.5,452
40,20,0.2,2.5,572
40,20,0.2,2.5,539
40,20,0.2,2,495
40,20,0.2,2,243
40,20,0.2,2,434
40,20,0.2,2,460
40,20,0.2,2,374
40,20,0.2,2,336
40,20,0.2,2,336
40,20,0.2,2,429
40,20,0.2,2,539
40,20,0.2,2,140
40,20,0.2,1.5,405
40,20,0.2,1.5,432
40,20,0.2,1.5,172
40,20,0.2,1.5,136
40,20,0.2,1.5,379
40,20,0.2,1.5,460
40,20,0.2,1.5,374
40,20,0.2,1.5,217
40,20,0.2,1.5,461
40,20,0.2,1.5,338
40,20,0.15,3,452
40,20,0.15,3,586
40,20,0.15,3,592
40,20,0.15,3,389
40,20,0.15,3,332
40,20,0.15,3,533
40,20,0.15,3,219
40,20,0.15,3,300
40,20,0.15,3,573
40,20,0.15,3,138
40,20,0.15,2.5,589
40,20,0.15,2.5,633
40,20,0.15,2.5,536
40,20,0.15,2.5,497
40,20,0.15,2.5,385
40,20,0.15,2.5,189
40,20,0.15,2.5,301
40,20,0.15,2.5,477
40,20,0.15,2.5,241
40,20,0.15,2.5,376
40,20,0.15,2,508
40,20,0.15,2,455
40,20,0.15,2,401
40,20,0.15,2,501
40,20,0.15,2,214
40,20,0.15,2,613
40,20,0.15,2,335
40,20,0.15,2,298
40,20,0.15,2,434
40,20,0.15,2,224
40,20,0.15,1.5,833
40,20,0.15,1.5,191
40,20,0.15,1.5,453
40,20,0.15,1.5,220
40,20,0.15,1.5,300
40,20,0.15,1.5,134
40,20,0.15,1.5,454
40,20,0.15,1.5,714
40,20,0.15,1.5,352
40,20,0.15,1.5,273
40,20,0.1,3,547
40,20,0.1,3,188
40,20,0.1,3,543
40,20,0.1,3,375
40,20,0.1,3,593
40,20,0.1,3,287
40,20,0.1,3,496
40,20,0.1,3,419
40,20,0.1,3,383
40,20,0.1,3,752
40,20,0.1,2.5,527
40,20,0.1,2.5,351
40,20,0.1,2.5,245
40,20,0.1,2.5,397
40,20,0.1,2.5,466
40,20,0.1,2.5,260
40,20,0.1,2.5,377
40,20,0.1,2.5,323
40,20,0.1,2.5,262
40,20,0.1,2.5,476
40,20,0.1,2,390
40,20,0.1,2,494
40,20,0.1,2,550
40,20,0.1,2,264
40,20,0.1,2,615
40,20,0.1,2,397
40,20,0.1,2,303
40,20,0.1,2,335
40,20,0.1,2,534
40,20,0.1,2,503
40,20,0.1,1.5,663
40,20,0.1,1.5,257
40,20,0.1,1.5,204
40,20,0.1,1.5,759
40,20,0.1,1.5,532
40,20,0.1,1.5,685
40,20,0.1,1.5,256
40,20,0.1,1.5,353
40,20,0.1,1.5,445
40,20,0.1,1.5,296
40,20,0.05,3,298
40,20,0.05,3,576
40,20,0.05,3,652
40,20,0.05,3,295
40,20,0.05,3,416
40,20,0.05,3,363
40,20,0.05,3,401
40,20,0.05,3,543
40,20,0.05,3,93
40,20,0.05,3,574
40,20,0.05,2.5,370
40,20,0.05,2.5,704
40,20,0.05,2.5,504
40,20,0.05,2.5,453
40,20,0.05,2.5,382
40,20,0.05,2.5,408
40,20,0.05,2.5,432
40,20,0.05,2.5,460
40,20,0.05,2.5,532
40,20,0.05,2.5,571
40,20,0.05,2,641
40,20,0.05,2,664
40,20,0.05,2,721
40,20,0.05,2,548
40,20,0.05,2,376
40,20,0.05,2,360
40,20,0.05,2,77
40,20,0.05,2,471
40,20,0.05,2,535
40,20,0.05,2,216
40,20,0.05,1.5,367
40,20,0.05,1.5,406
40,20,0.05,1.5,294
40,20,0.05,1.5,342
40,20,0.05,1.5,415
40,20,0.05,1.5,374
40,20,0.05,1.5,674
40,20,0.05,1.5,495
40,20,0.05,1.5,237
40,20,0.05,1.5,547
40,20,0.01,3,389
40,20,0.01,3,469
40,20,0.01,3,394
40,20,0.01,3,432
40,20,0.01,3,420
40,20,0.01,3,61
40,20,0.01,3,237
40,20,0.01,3,307
40,20,0.01,3,520
40,20,0.01,3,432
40,20,0.01,2.5,693
40,20,0.01,2.5,129
40,20,0.01,2.5,586
40,20,0.01,2.5,364
40,20,0.01,2.5,620
40,20,0.01,2.5,293
40,20,0.01,2.5,275
40,20,0.01,2.5,572
40,20,0.01,2.5,681
40,20,0.01,2.5,545
40,20,0.01,2,581
40,20,0.01,2,174
40,20,0.01,2,613
40,20,0.01,2,619
40,20,0.01,2,464
40,20,0.01,2,423
40,20,0.01,2,383
40,20,0.01,2,385
40,20,0.01,2,416
40,20,0.01,2,533
40,20,0.01,1.5,1
40,20,0.01,1.5,384
40,20,0.01,1.5,348
40,20,0.01,1.5,212
40,20,0.01,1.5,595
40,20,0.01,1.5,378
40,20,0.01,1.5,509
40,20,0.01,1.5,336
40,20,0.01,1.5,604
40,20,0.01,1.5,506
40,10,0.2,3,331
40,10,0.2,3,320
40,10,0.2,3,656
40,10,0.2,3,590
40,10,0.2,3,292
40,10,0.2,3,216
40,10,0.2,3,58
40,10,0.2,3,2
40,10,0.2,3,449
40,10,0.2,3,242
40,10,0.2,2.5,296
40,10,0.2,2.5,69
40,10,0.2,2.5,409
40,10,0.2,2.5,540
40,10,0.2,2.5,140
40,10,0.2,2.5,632
40,10,0.2,2.5,63
40,10,0.2,2.5,383
40,10,0.2,2.5,174
40,10,0.2,2.5,450
40,10,0.2,2,255
40,10,0.2,2,178
40,10,0.2,2,485
40,10,0.2,2,913
40,10,0.2,2,373
40,10,0.2,2,293
40,10,0.2,2,467
40,10,0.2,2,338
40,10,0.2,2,240
40,10,0.2,2,641
40,10,0.2,1.5,341
40,10,0.2,1.5,377
40,10,0.2,1.5,58
40,10,0.2,1.5,442
40,10,0.2,1.5,407
40,10,0.2,1.5,390
40,10,0.2,1.5,433
40,10,0.2,1.5,385
40,10,0.2,1.5,301
40,10,0.2,1.5,374
40,10,0.15,3,354
40,10,0.15,3,255
40,10,0.15,3,665
40,10,0.15,3,454
40,10,0.15,3,415
40,10,0.15,3,153
40,10,0.15,3,378
40,10,0.15,3,327
40,10,0.15,3,174
40,10,0.15,3,431
40,10,0.15,2.5,106
40,10,0.15,2.5,275
40,10,0.15,2.5,445
40,10,0.15,2.5,450
40,10,0.15,2.5,470
40,10,0.15,2.5,299
40,10,0.15,2.5,145
40,10,0.15,2.5,257
40,10,0.15,2.5,284
40,10,0.15,2.5,415
40,10,0.15,2,309
40,10,0.15,2,223
40,10,0.15,2,132
40,10,0.15,2,218
40,10,0.15,2,546
40,10,0.15,2,397
40,10,0.15,2,712
40,10,0.15,2,520
40,10,0.15,2,376
40,10,0.15,2,265
40,10,0.15,1.5,412
40,10,0.15,1.5,196
40,10,0.15,1.5,197
40,10,0.15,1.5,452
40,10,0.15,1.5,132
40,10,0.15,1.5,280
40,10,0.15,1.5,317
40,10,0.15,1.5,379
40,10,0.15,1.5,65
40,10,0.15,1.5,109
40,10,0.1,3,349
40,10,0.1,3,271
40,10,0.1,3,350
40,10,0.1,3,398
40,10,0.1,3,623
40,10,0.1,3,367
40,10,0.1,3,59
40,10,0.1,3,522
40,10,0.1,3,480
40,10,0.1,3,293
40,10,0.1,2.5,453
40,10,0.1,2.5,315
40,10,0.1,2.5,410
40,10,0.1,2.5,219
40,10,0.1,2.5,143
40,10,0.1,2.5,133
40,10,0.1,2.5,54
40,10,0.1,2.5,482
40,10,0.1,2.5,98
40,10,0.1,2.5,175
40,10,0.1,2,312
40,10,0.1,2,267
40,10,0.1,2,281
40,10,0.1,2,415
40,10,0.1,2,409
40,10,0.1,2,252
40,10,0.1,2,180
40,10,0.1,2,377
40,10,0.1,2,334
40,10,0.1,2,144
40,10,0.1,1.5,292
40,10,0.1,1.5,253
40,10,0.1,1.5,334
40,10,0.1,1.5,538
40,10,0.1,1.5,397
40,10,0.1,1.5,4
40,10,0.1,1.5,563
40,10,0.1,1.5,256
40,10,0.1,1.5,55
40,10,0.1,1.5,504
40,10,0.05,3,432
40,10,0.05,3,373
40,10,0.05,3,487
40,10,0.05,3,395
40,10,0.05,3,367
40,10,0.05,3,525
40,10,0.05,3,548
40,10,0.05,3,435
40,10,0.05,3,616
40,10,0.05,3,334
40,10,0.05,2.5,309
40,10,0.05,2.5,419
40,10,0.05,2.5,548
40,10,0.05,2.5,519
40,10,0.05,2.5,289
40,10,0.05,2.5,335
40,10,0.05,2.5,341
40,10,0.05,2.5,413
40,10,0.05,2.5,290
40,10,0.05,2.5,381
40,10,0.05,2,464
40,10,0.05,2,348
40,10,0.05,2,477
40,10,0.05,2,301
40,10,0.05,2,587
40,10,0.05,2,259
40,10,0.05,2,744
40,10,0.05,2,340
40,10,0.05,2,55
40,10,0.05,2,629
40,10,0.05,1.5,5
40,10,0.05,1.5,145
40,10,0.05,1.5,559
40,10,0.05,1.5,420
40,10,0.05,1.5,332
40,10,0.05,1.5,638
40,10,0.05,1.5,375
40,10,0.05,1.5,335
40,10,0.05,1.5,376
40,10,0.05,1.5,336
40,10,0.01,3,247
40,10,0.01,3,458
40,10,0.01,3,462
40,10,0.01,3,394
40,10,0.01,3,330
40,10,0.01,3,336
40,10,0.01,3,253
40,10,0.01,3,324
40,10,0.01,3,592
40,10,0.01,3,398
40,10,0.01,2.5,502
40,10,0.01,2.5,383
40,10,0.01,2.5,585
40,10,0.01,2.5,505
40,10,0.01,2.5,396
40,10,0.01,2.5,338
40,10,0.01,2.5,347
40,10,0.01,2.5,519
40,10,0.01,2.5,541
40,10,0.01,2.5,1
40,10,0.01,2,249
40,10,0.01,2,574
40,10,0.01,2,767
40,10,0.01,2,507
40,10,0.01,2,420
40,10,0.01,2,582
40,10,0.01,2,614
40,10,0.01,2,456
40,10,0.01,2,248
40,10,0.01,2,199
40,10,0.01,1.5,416
40,10,0.01,1.5,516
40,10,0.01,1.5,459
40,10,0.01,1.5,428
40,10,0.01,1.5,380
40,10,0.01,1.5,416
40,10,0.01,1.5,350
40,10,0.01,1.5,383
40,10,0.01,1.5,507
40,10,0.01,1.5,207
40,5,0.2,3,477
40,5,0.2,3,145
40,5,0.2,3,275
40,5,0.2,3,177
40,5,0.2,3,477
40,5,0.2,3,278
40,5,0.2,3,358
40,5,0.2,3,109
40,5,0.2,3,338
40,5,0.2,3,284
40,5,0.2,2.5,183
40,5,0.2,2.5,197
40,5,0.2,2.5,630
40,5,0.2,2.5,278
40,5,0.2,2.5,138
40,5,0.2,2.5,291
40,5,0.2,2.5,249
40,5,0.2,2.5,325
40,5,0.2,2.5,270
40,5,0.2,2.5,428
40,5,0.2,2,526
40,5,0.2,2,202
40,5,0.2,2,182
40,5,0.2,2,334
40,5,0.2,2,294
40,5,0.2,2,186
40,5,0.2,2,295
40,5,0.2,2,146
40,5,0.2,2,263
40,5,0.2,2,196
40,5,0.2,1.5,461
40,5,0.2,1.5,300
40,5,0.2,1.5,310
40,5,0.2,1.5,226
40,5,0.2,1.5,208
40,5,0.2,1.5,347
40,5,0.2,1.5,263
40,5,0.2,1.5,311
40,5,0.2,1.5,105
40,5,0.2,1.5,176
40,5,0.15,3,575
40,5,0.15,3,318
40,5,0.15,3,107
40,5,0.15,3,225
40,5,0.15,3,326
40,5,0.15,3,297
40,5,0.15,3,434
40,5,0.15,3,544
40,5,0.15,3,305
40,5,0.15,3,232
40,5,0.15,2.5,213
40,5,0.15,2.5,206
40,5,0.15,2.5,155
40,5,0.15,2.5,198
40,5,0.15,2.5,305
40,5,0.15,2.5,599
40,5,0.15,2.5,11
40,5,0.15,2.5,206
