@max_hood_size,@starting_sd_divisor,@sd_increment_proportion,@backtrack_cutoff,mopt_iter
75,2,0.1,2,782
75,2,0.1,2,177
75,2,0.1,2,276
75,2,0.1,2,347
75,2,0.1,2,560
75,2,0.1,2,628
75,2,0.1,1.5,653
75,2,0.1,1.5,190
75,2,0.1,1.5,337
75,2,0.1,1.5,199
75,2,0.1,1.5,309
75,2,0.1,1.5,114
75,2,0.1,1.5,220
75,2,0.1,1.5,597
75,2,0.1,1.5,244
75,2,0.1,1.5,177
75,2,0.05,3,429
75,2,0.05,3,126
75,2,0.05,3,297
75,2,0.05,3,901
75,2,0.05,3,188
75,2,0.05,3,164
75,2,0.05,3,277
75,2,0.05,3,308
75,2,0.05,3,86
75,2,0.05,3,60
75,2,0.05,2.5,380
75,2,0.05,2.5,478
75,2,0.05,2.5,156
75,2,0.05,2.5,191
75,2,0.05,2.5,330
75,2,0.05,2.5,4
75,2,0.05,2.5,130
75,2,0.05,2.5,136
75,2,0.05,2.5,196
75,2,0.05,2.5,75
75,2,0.05,2,173
75,2,0.05,2,502
75,2,0.05,2,86
75,2,0.05,2,589
75,2,0.05,2,211
75,2,0.05,2,921
75,2,0.05,2,141
75,2,0.05,2,176
75,2,0.05,2,657
75,2,0.05,2,542
75,2,0.05,1.5,79
75,2,0.05,1.5,258
75,2,0.05,1.5,422
75,2,0.05,1.5,64
75,2,0.05,1.5,168
75,2,0.05,1.5,80
75,2,0.05,1.5,287
75,2,0.05,1.5,91
75,2,0.05,1.5,6
75,2,0.01,3,292
75,2,0.01,3,261
75,2,0.01,3,71
75,2,0.01,3,203
75,2,0.01,3,234
75,2,0.01,3,284
75,2,0.01,3,114
75,2,0.01,3,157
75,2,0.01,3,81
75,2,0.01,3,520
75,2,0.01,2.5,436
75,2,0.01,2.5,163
75,2,0.01,2.5,268
75,2,0.01,2.5,121
75,2,0.01,2.5,639
75,2,0.01,2.5,113
75,2,0.01,2.5,126
75,2,0.01,2.5,94
75,2,0.01,2.5,93
75,2,0.01,2.5,147
75,2,0.01,2,425
75,2,0.01,2,422
75,2,0.01,2,161
75,2,0.01,2,322
75,2,0.01,2,175
75,2,0.01,2,148
75,2,0.01,2,534
75,2,0.01,2,247
75,2,0.01,2,286
75,2,0.01,2,69
75,2,0.01,1.5,530
75,2,0.01,1.5,319
75,2,0.01,1.5,687
75,2,0.01,1.5,584
75,2,0.01,1.5,784
75,2,0.01,1.5,662
75,2,0.01,1.5,527
75,2,0.01,1.5,343
75,2,0.01,1.5,145
75,2,0.01,1.5,127
50,40,0.2,3,649
50,40,0.2,3,380
50,40,0.2,3,454
50,40,0.2,3,9
50,40,0.2,3,476
50,40,0.2,3,625
50,40,0.2,3,497
50,40,0.2,3,560
50,40,0.2,3,822
50,40,0.2,3,402
50,40,0.2,2.5,669
50,40,0.2,2.5,421
50,40,0.2,2.5,315
50,40,0.2,2.5,256
50,40,0.2,2.5,569
50,40,0.2,2.5,384
50,40,0.2,2.5,220
50,40,0.2,2.5,357
50,40,0.2,2.5,384
50,40,0.2,2.5,632
50,40,0.2,2,58
50,40,0.2,2,478
50,40,0.2,2,825
50,40,0.2,2,454
50,40,0.2,2,58
50,40,0.2,2,187
50,40,0.2,2,302
50,40,0.2,2,266
50,40,0.2,2,291
50,40,0.2,2,501
50,40,0.2,1.5,782
50,40,0.2,1.5,511
50,40,0.2,1.5,431
50,40,0.2,1.5,3
50,40,0.2,1.5,411
50,40,0.2,1.5,224
50,40,0.2,1.5,408
50,40,0.2,1.5,458
50,40,0.2,1.5,611
50,40,0.2,1.5,179
50,40,0.15,3,591
50,40,0.15,3,272
50,40,0.15,3,895
50,40,0.15,3,603
50,40,0.15,3,359
50,40,0.15,3,377
50,40,0.15,3,314
50,40,0.15,3,393
50,40,0.15,3,264
50,40,0.15,3,547
50,40,0.15,2.5,729
50,40,0.15,2.5,494
50,40,0.15,2.5,513
50,40,0.15,2.5,658
50,40,0.15,2.5,762
50,40,0.15,2.5,797
50,40,0.15,2.5,168
50,40,0.15,2.5,310
50,40,0.15,2.5,301
50,40,0.15,2.5,508
50,40,0.15,2,344
50,40,0.15,2,653
50,40,0.15,2,213
50,40,0.15,2,66
50,40,0.15,2,55
50,40,0.15,2,802
50,40,0.15,2,363
50,40,0.15,2,115
50,40,0.15,2,336
50,40,0.15,2,319
50,40,0.15,1.5,183
50,40,0.15,1.5,758
50,40,0.15,1.5,519
50,40,0.15,1.5,430
50,40,0.15,1.5,503
50,40,0.15,1.5,506
50,40,0.15,1.5,416
50,40,0.15,1.5,450
50,40,0.15,1.5,439
50,40,0.15,1.5,347
50,40,0.1,3,410
50,40,0.1,3,562
50,40,0.1,3,282
50,40,0.1,3,504
50,40,0.1,3,425
50,40,0.1,3,462
50,40,0.1,3,413
50,40,0.1,3,602
50,40,0.1,3,803
50,40,0.1,3,537
50,40,0.1,2.5,189
50,40,0.1,2.5,494
50,40,0.1,2.5,194
50,40,0.1,2.5,211
50,40,0.1,2.5,407
50,40,0.1,2.5,467
50,40,0.1,2.5,391
50,40,0.1,2.5,332
50,40,0.1,2.5,803
50,40,0.1,2.5,65
50,40,0.1,2,364
50,40,0.1,2,405
50,40,0.1,2,392
50,40,0.1,2,612
50,40,0.1,2,271
50,40,0.1,2,362
50,40,0.1,2,759
50,40,0.1,2,318
50,40,0.1,2,807
50,40,0.1,2,542
50,40,0.1,1.5,613
50,40,0.1,1.5,62
50,40,0.1,1.5,444
50,40,0.1,1.5,543
50,40,0.1,1.5,554
50,40,0.1,1.5,315
50,40,0.1,1.5,723
50,40,0.1,1.5,34
50,40,0.1,1.5,212
50,40,0.1,1.5,371
50,40,0.05,3,448
50,40,0.05,3,215
50,40,0.05,3,808
50,40,0.05,3,681
50,40,0.05,3,158
50,40,0.05,3,411
50,40,0.05,3,105
50,40,0.05,3,462
50,40,0.05,3,619
50,40,0.05,3,652
50,40,0.05,2.5,674
50,40,0.05,2.5,56
50,40,0.05,2.5,304
50,40,0.05,2.5,55
50,40,0.05,2.5,456
50,40,0.05,2.5,605
50,40,0.05,2.5,334
50,40,0.05,2.5,518
50,40,0.05,2.5,576
50,40,0.05,2.5,510
50,40,0.05,2,194
50,40,0.05,2,529
50,40,0.05,2,362
50,40,0.05,2,364
50,40,0.05,2,787
50,40,0.05,2,306
50,40,0.05,2,555
50,40,0.05,2,356
50,40,0.05,2,308
50,40,0.05,1.5,376
50,40,0.05,1.5,422
50,40,0.05,1.5,362
50,40,0.05,1.5,452
50,40,0.05,1.5,439
50,40,0.05,1.5,570
50,40,0.05,1.5,435
50,40,0.05,1.5,342
50,40,0.05,1.5,512
50,40,0.05,1.5,318
50,40,0.01,3,569
50,40,0.01,3,561
50,40,0.01,3,855
50,40,0.01,3,671
50,40,0.01,3,591
50,40,0.01,3,628
50,40,0.01,3,619
50,40,0.01,3,204
50,40,0.01,3,455
50,40,0.01,2.5,854
50,40,0.01,2.5,419
50,40,0.01,2.5,520
50,40,0.01,2.5,70
50,40,0.01,2.5,503
50,40,0.01,2.5,457
50,40,0.01,2.5,493
50,40,0.01,2.5,477
50,40,0.01,2.5,705
50,40,0.01,2.5,913
50,40,0.01,2,607
50,40,0.01,2,550
50,40,0.01,2,725
50,40,0.01,2,402
50,40,0.01,2,522
50,40,0.01,2,465
50,40,0.01,2,270
50,40,0.01,2,670
50,40,0.01,2,709
50,40,0.01,2,831
50,40,0.01,1.5,735
50,40,0.01,1.5,673
50,40,0.01,1.5,357
50,40,0.01,1.5,467
50,40,0.01,1.5,552
50,40,0.01,1.5,475
50,40,0.01,1.5,310
50,40,0.01,1.5,404
50,40,0.01,1.5,416
50,40,0.01,1.5,538
50,30,0.2,3,636
50,30,0.2,3,205
50,30,0.2,3,527
50,30,0.2,3,662
50,30,0.2,3,551
50,30,0.2,3,502
50,30,0.2,3,453
50,30,0.2,3,661
50,30,0.2,3,412
50,30,0.2,3,396
50,30,0.2,2.5,518
50,30,0.2,2.5,202
50,30,0.2,2.5,344
50,30,0.2,2.5,344
50,30,0.2,2.5,645
50,30,0.2,2.5,707
50,30,0.2,2.5,186
50,30,0.2,2.5,340
50,30,0.2,2.5,360
50,30,0.2,2.5,350
50,30,0.2,2,55
50,30,0.2,2,269
50,30,0.2,2,335
50,30,0.2,2,403
50,30,0.2,2,409
50,30,0.2,2,520
50,30,0.2,2,457
50,30,0.2,2,219
50,30,0.2,2,452
50,30,0.2,2,859
50,30,0.2,1.5,757
50,30,0.2,1.5,650
50,30,0.2,1.5,415
50,30,0.2,1.5,438
50,30,0.2,1.5,364
50,30,0.2,1.5,103
50,30,0.2,1.5,253
50,30,0.2,1.5,376
50,30,0.2,1.5,544
50,30,0.2,1.5,738
50,30,0.15,3,561
50,30,0.15,3,907
50,30,0.15,3,303
50,30,0.15,3,455
50,30,0.15,3,306
50,30,0.15,3,116
50,30,0.15,3,359
50,30,0.15,3,204
50,30,0.15,3,119
50,30,0.15,3,252
50,30,0.15,2.5,480
50,30,0.15,2.5,708
50,30,0.15,2.5,117
50,30,0.15,2.5,53
50,30,0.15,2.5,265
50,30,0.15,2.5,478
50,30,0.15,2.5,643
50,30,0.15,2.5,144
50,30,0.15,2.5,416
50,30,0.15,2.5,520
50,30,0.15,2,206
50,30,0.15,2,576
50,30,0.15,2,702
50,30,0.15,2,681
50,30,0.15,2,313
50,30,0.15,2,264
50,30,0.15,2,167
50,30,0.15,2,182
50,30,0.15,2,277
50,30,0.15,2,362
50,30,0.15,1.5,356
50,30,0.15,1.5,860
50,30,0.15,1.5,573
50,30,0.15,1.5,653
50,30,0.15,1.5,428
50,30,0.15,1.5,455
50,30,0.15,1.5,270
50,30,0.15,1.5,292
50,30,0.15,1.5,362
50,30,0.15,1.5,459
50,30,0.1,3,592
50,30,0.1,3,305
50,30,0.1,3,369
50,30,0.1,3,291
50,30,0.1,3,303
50,30,0.1,3,699
50,30,0.1,3,528
50,30,0.1,3,269
50,30,0.1,3,307
50,30,0.1,2.5,56
50,30,0.1,2.5,439
50,30,0.1,2.5,382
50,30,0.1,2.5,473
50,30,0.1,2.5,512
50,30,0.1,2.5,472
50,30,0.1,2.5,15
50,30,0.1,2.5,109
50,30,0.1,2.5,174
50,30,0.1,2.5,353
50,30,0.1,2,358
50,30,0.1,2,500
50,30,0.1,2,260
50,30,0.1,2,280
50,30,0.1,2,307
50,30,0.1,2,406
50,30,0.1,2,103
50,30,0.1,2,519
50,30,0.1,2,260
50,30,0.1,2,366
50,30,0.1,1.5,202
50,30,0.1,1.5,352
50,30,0.1,1.5,459
50,30,0.1,1.5,303
50,30,0.1,1.5,152
50,30,0.1,1.5,143
50,30,0.1,1.5,452
50,30,0.1,1.5,414
50,30,0.1,1.5,506
50,30,0.1,1.5,68
50,30,0.05,3,410
50,30,0.05,3,385
50,30,0.05,3,860
50,30,0.05,3,420
50,30,0.05,3,411
50,30,0.05,3,527
50,30,0.05,3,387
50,30,0.05,3,375
50,30,0.05,3,4
50,30,0.05,3,614
50,30,0.05,2.5,517
50,30,0.05,2.5,491
50,30,0.05,2.5,326
50,30,0.05,2.5,458
50,30,0.05,2.5,477
50,30,0.05,2.5,505
50,30,0.05,2.5,651
50,30,0.05,2.5,554
50,30,0.05,2.5,592
50,30,0.05,2.5,552
50,30,0.05,2,276
50,30,0.05,2,3
50,30,0.05,2,457
50,30,0.05,2,157
50,30,0.05,2,442
50,30,0.05,2,411
50,30,0.05,2,223
50,30,0.05,2,523
50,30,0.05,2,833
50,30,0.05,2,433
50,30,0.05,1.5,502
50,30,0.05,1.5,613
50,30,0.05,1.5,112
50,30,0.05,1.5,428
50,30,0.05,1.5,766
50,30,0.05,1.5,302
50,30,0.05,1.5,5
50,30,0.05,1.5,453
50,30,0.05,1.5,847
50,30,0.05,1.5,408
50,30,0.01,3,562
50,30,0.01,3,629
50,30,0.01,3,203
50,30,0.01,3,410
50,30,0.01,3,373
50,30,0.01,3,433
50,30,0.01,3,686
50,30,0.01,3,171
50,30,0.01,3,267
50,30,0.01,3,620
50,30,0.01,2.5,60
50,30,0.01,2.5,756
50,30,0.01,2.5,499
50,30,0.01,2.5,389
50,30,0.01,2.5,655
50,30,0.01,2.5,583
50,30,0.01,2.5,632
50,30,0.01,2.5,555
50,30,0.01,2.5,634
50,30,0.01,2.5,368
50,30,0.01,2,657
50,30,0.01,2,8
50,30,0.01,2,473
50,30,0.01,2,656
50,30,0.01,2,759
50,30,0.01,2,59
50,30,0.01,2,800
50,30,0.01,2,366
50,30,0.01,2,658
50,30,0.01,2,628
50,30,0.01,1.5,451
50,30,0.01,1.5,521
50,30,0.01,1.5,525
50,30,0.01,1.5,556
50,30,0.01,1.5,302
50,30,0.01,1.5,445
50,30,0.01,1.5,765
50,30,0.01,1.5,206
50,30,0.01,1.5,611
50,20,0.2,3,641
50,20,0.2,3,515
50,20,0.2,3,258
50,20,0.2,3,255
50,20,0.2,3,621
50,20,0.2,3,378
50,20,0.2,3,301
50,20,0.2,3,458
50,20,0.2,3,552
50,20,0.2,3,404
50,20,0.2,2.5,193
50,20,0.2,2.5,364
50,20,0.2,2.5,806
50,20,0.2,2.5,356
50,20,0.2,2.5,429
50,20,0.2,2.5,309
50,20,0.2,2.5,502
50,20,0.2,2.5,464
50,20,0.2,2.5,309
50,20,0.2,2.5,266
50,20,0.2,2,202
50,20,0.2,2,447
50,20,0.2,2,459
50,20,0.2,2,350
50,20,0.2,2,350
50,20,0.2,2,89
50,20,0.2,2,587
50,20,0.2,2,342
50,20,0.2,2,312
50,20,0.2,2,685
50,20,0.2,1.5,264
50,20,0.2,1.5,507
50,20,0.2,1.5,552
50,20,0.2,1.5,480
50,20,0.2,1.5,245
50,20,0.2,1.5,354
50,20,0.2,1.5,260
50,20,0.2,1.5,752
50,20,0.2,1.5,956
50,20,0.2,1.5,292
50,20,0.15,3,457
50,20,0.15,3,791
50,20,0.15,3,255
50,20,0.15,3,658
50,20,0.15,3,509
50,20,0.15,3,309
50,20,0.15,3,363
50,20,0.15,3,358
50,20,0.15,3,5
50,20,0.15,3,844
50,20,0.15,2.5,457
50,20,0.15,2.5,120
50,20,0.15,2.5,504
50,20,0.15,2.5,202
50,20,0.15,2.5,229
50,20,0.15,2.5,311
50,20,0.15,2.5,510
50,20,0.15,2.5,563
50,20,0.15,2.5,255
50,20,0.15,2.5,405
50,20,0.15,2,511
50,20,0.15,2,647
50,20,0.15,2,418
50,20,0.15,2,569
50,20,0.15,2,656
50,20,0.15,2,460
50,20,0.15,2,652
50,20,0.15,2,291
50,20,0.15,2,257
50,20,0.15,2,306
50,20,0.15,1.5,113
50,20,0.15,1.5,570
50,20,0.15,1.5,665
50,20,0.15,1.5,902
50,20,0.15,1.5,320
50,20,0.15,1.5,247
50,20,0.15,1.5,324
50,20,0.15,1.5,458
50,20,0.15,1.5,457
50,20,0.15,1.5,420
50,20,0.1,3,452
50,20,0.1,3,402
50,20,0.1,3,856
50,20,0.1,3,229
50,20,0.1,3,466
50,20,0.1,3,551
50,20,0.1,3,503
50,20,0.1,3,965
50,20,0.1,3,302
50,20,0.1,3,379
50,20,0.1,2.5,614
50,20,0.1,2.5,574
50,20,0.1,2.5,245
50,20,0.1,2.5,689
50,20,0.1,2.5,365
50,20,0.1,2.5,455
50,20,0.1,2.5,674
50,20,0.1,2.5,439
50,20,0.1,2.5,414
50,20,0.1,2.5,331
50,20,0.1,2,547
50,20,0.1,2,476
50,20,0.1,2,496
50,20,0.1,2,255
50,20,0.1,2,289
50,20,0.1,2,353
50,20,0.1,2,162
50,20,0.1,2,415
50,20,0.1,2,433
50,20,0.1,2,411
50,20,0.1,1.5,575
50,20,0.1,1.5,634
50,20,0.1,1.5,271
50,20,0.1,1.5,506
50,20,0.1,1.5,640
50,20,0.1,1.5,344
50,20,0.1,1.5,211
50,20,0.1,1.5,506
50,20,0.1,1.5,341
50,20,0.1,1.5,663
50,20,0.05,3,327
50,20,0.05,3,302
50,20,0.05,3,506
50,20,0.05,3,385
50,20,0.05,3,610
50,20,0.05,3,523
50,20,0.05,3,170
50,20,0.05,3,660
50,20,0.05,3,13
50,20,0.05,3,483
50,20,0.05,2.5,624
50,20,0.05,2.5,506
50,20,0.05,2.5,556
50,20,0.05,2.5,126
50,20,0.05,2.5,352
50,20,0.05,2.5,452
50,20,0.05,2.5,569
50,20,0.05,2.5,458
50,20,0.05,2.5,702
50,20,0.05,2.5,552
50,20,0.05,2,729
50,20,0.05,2,7
50,20,0.05,2,256
50,20,0.05,2,475
50,20,0.05,2,593
50,20,0.05,2,212
50,20,0.05,2,356
50,20,0.05,2,503
50,20,0.05,2,165
50,20,0.05,2,314
50,20,0.05,1.5,69
50,20,0.05,1.5,555
50,20,0.05,1.5,644
50,20,0.05,1.5,339
50,20,0.05,1.5,593
50,20,0.05,1.5,103
50,20,0.05,1.5,156
50,20,0.05,1.5,259
50,20,0.05,1.5,714
50,20,0.05,1.5,373
50,20,0.01,3,526
50,20,0.01,3,902
50,20,0.01,3,631
50,20,0.01,3,733
50,20,0.01,3,574
50,20,0.01,3,945
50,20,0.01,3,675
50,20,0.01,3,536
50,20,0.01,3,772
50,20,0.01,3,413
50,20,0.01,2.5,499
50,20,0.01,2.5,634
50,20,0.01,2.5,508
50,20,0.01,2.5,572
50,20,0.01,2.5,553
50,20,0.01,2.5,289
50,20,0.01,2.5,156
50,20,0.01,2.5,349
50,20,0.01,2.5,429
50,20,0.01,2.5,13
50,20,0.01,2,470
50,20,0.01,2,452
50,20,0.01,2,66
50,20,0.01,2,463
50,20,0.01,2,166
50,20,0.01,2,372
50,20,0.01,2,603
50,20,0.01,2,777
50,20,0.01,2,3
50,20,0.01,2,816
50,20,0.01,1.5,690
50,20,0.01,1.5,383
50,20,0.01,1.5,639
50,20,0.01,1.5,284
50,20,0.01,1.5,424
50,20,0.01,1.5,665
50,20,0.01,1.5,853
50,20,0.01,1.5,797
50,20,0.01,1.5,425
50,20,0.01,1.5,404
50,10,0.2,3,403
50,10,0.2,3,504
50,10,0.2,3,440
50,10,0.2,3,226
50,10,0.2,3,280
50,10,0.2,3,252
50,10,0.2,3,409
50,10,0.2,3,283
50,10,0.2,3,311
50,10,0.2,3,555
50,10,0.2,2.5,814
50,10,0.2,2.5,751
50,10,0.2,2.5,269
50,10,0.2,2.5,330
50,10,0.2,2.5,349
50,10,0.2,2.5,528
50,10,0.2,2.5,203
50,10,0.2,2.5,294
50,10,0.2,2.5,403
50,10,0.2,2.5,951
50,10,0.2,2,338
50,10,0.2,2,319
50,10,0.2,2,830
50,10,0.2,2,403
50,10,0.2,2,123
50,10,0.2,2,202
50,10,0.2,2,354
50,10,0.2,2,404
50,10,0.2,2,179
50,10,0.2,2,553
50,10,0.2,1.5,707
50,10,0.2,1.5,256
50,10,0.2,1.5,561
50,10,0.2,1.5,452
50,10,0.2,1.5,256
50,10,0.2,1.5,373
50,10,0.2,1.5,6
50,10,0.2,1.5,405
50,10,0.2,1.5,445
50,10,0.2,1.5,355
50,10,0.15,3,404
50,10,0.15,3,256
50,10,0.15,3,252
50,10,0.15,3,388
50,10,0.15,3,559
50,10,0.15,3,357
50,10,0.15,3,210
50,10,0.15,3,212
50,10,0.15,3,307
50,10,0.15,3,140
50,10,0.15,2.5,375
50,10,0.15,2.5,492
50,10,0.15,2.5,152
50,10,0.15,2.5,220
50,10,0.15,2.5,221
50,10,0.15,2.5,354
50,10,0.15,2.5,502
50,10,0.15,2.5,208
50,10,0.15,2.5,260
50,10,0.15,2.5,446
50,10,0.15,2,471
50,10,0.15,2,548
50,10,0.15,2,223
50,10,0.15,2,293
50,10,0.15,2,415
50,10,0.15,2,462
50,10,0.15,2,438
50,10,0.15,2,339
50,10,0.15,2,672
50,10,0.15,2,619
50,10,0.15,1.5,397
50,10,0.15,1.5,537
50,10,0.15,1.5,8
50,10,0.15,1.5,651
50,10,0.15,1.5,255
50,10,0.15,1.5,527
50,10,0.15,1.5,650
50,10,0.15,1.5,683
50,10,0.15,1.5,311
50,10,0.15,1.5,343
50,10,0.1,3,343
50,10,0.1,3,466
50,10,0.1,3,744
50,10,0.1,3,445
50,10,0.1,3,397
50,10,0.1,3,617
50,10,0.1,3,456
50,10,0.1,3,607
50,10,0.1,3,261
50,10,0.1,3,242
50,10,0.1,2.5,314
50,10,0.1,2.5,107
50,10,0.1,2.5,844
50,10,0.1,2.5,206
50,10,0.1,2.5,384
50,10,0.1,2.5,211
50,10,0.1,2.5,774
50,10,0.1,2.5,345
50,10,0.1,2.5,308
50,10,0.1,2.5,758
50,10,0.1,2,306
50,10,0.1,2,445
50,10,0.1,2,237
50,10,0.1,2,452
50,10,0.1,2,413
50,10,0.1,2,469
50,10,0.1,2,367
50,10,0.1,2,290
50,10,0.1,2,630
50,10,0.1,2,284
50,10,0.1,1.5,371
50,10,0.1,1.5,270
50,10,0.1,1.5,336
50,10,0.1,1.5,191
50,10,0.1,1.5,252
50,10,0.1,1.5,717
50,10,0.1,1.5,373
50,10,0.1,1.5,446
50,10,0.1,1.5,361
50,10,0.1,1.5,206
50,10,0.05,3,381
50,10,0.05,3,563
50,10,0.05,3,618
50,10,0.05,3,410
50,10,0.05,3,558
50,10,0.05,3,359
50,10,0.05,3,260
50,10,0.05,3,460
50,10,0.05,3,1
50,10,0.05,3,603
50,10,0.05,2.5,359
50,10,0.05,2.5,299
50,10,0.05,2.5,359
50,10,0.05,2.5,227
50,10,0.05,2.5,469
50,10,0.05,2.5,704
50,10,0.05,2.5,330
50,10,0.05,2.5,609
50,10,0.05,2.5,469
50,10,0.05,2.5,367
50,10,0.05,2,211
50,10,0.05,2,412
50,10,0.05,2,154
50,10,0.05,2,208
50,10,0.05,2,294
50,10,0.05,2,367
50,10,0.05,2,513
50,10,0.05,2,374
50,10,0.05,2,160
50,10,0.05,2,355
50,10,0.05,1.5,283
50,10,0.05,1.5,554
50,10,0.05,1.5,207
50,10,0.05,1.5,628
50,10,0.05,1.5,410
50,10,0.05,1.5,504
50,10,0.05,1.5,320
50,10,0.05,1.5,377
50,10,0.05,1.5,12
50,10,0.05,1.5,212
50,10,0.01,3,177
50,10,0.01,3,667
50,10,0.01,3,207
50,10,0.01,3,431
50,10,0.01,3,571
50,10,0.01,3,439
50,10,0.01,3,428
50,10,0.01,3,557
50,10,0.01,3,405
50,10,0.01,3,229
50,10,0.01,2.5,452
50,10,0.01,2.5,324
50,10,0.01,2.5,464
50,10,0.01,2.5,478
50,10,0.01,2.5,358
50,10,0.01,2.5,720
50,10,0.01,2.5,526
50,10,0.01,2.5,560
50,10,0.01,2.5,302
50,10,0.01,2.5,518
50,10,0.01,2,402
50,10,0.01,2,460
50,10,0.01,2,154
50,10,0.01,2,208
50,10,0.01,2,688
50,10,0.01,2,111
50,10,0.01,2,722
50,10,0.01,2,331
50,10,0.01,2,587
50,10,0.01,2,592
50,10,0.01,1.5,129
50,10,0.01,1.5,308
50,10,0.01,1.5,208
50,10,0.01,1.5,262
50,10,0.01,1.5,457
50,10,0.01,1.5,252
50,10,0.01,1.5,446
50,10,0.01,1.5,651
50,10,0.01,1.5,437
50,10,0.01,1.5,255
50,5,0.2,3,106
50,5,0.2,3,287
50,5,0.2,3,206
50,5,0.2,3,297
50,5,0.2,3,204
50,5,0.2,3,258
50,5,0.2,3,461
50,5,0.2,3,181
50,5,0.2,3,452
50,5,0.2,3,105
50,5,0.2,2.5,318
50,5,0.2,2.5,260
50,5,0.2,2.5,52
50,5,0.2,2.5,192
50,5,0.2,2.5,228
50,5,0.2,2.5,500
50,5,0.2,2.5,121
50,5,0.2,2.5,237
50,5,0.2,2.5,367
50,5,0.2,2.5,209
50,5,0.2,2,484
50,5,0.2,2,437
50,5,0.2,2,267
50,5,0.2,2,218
50,5,0.2,2,400
50,5,0.2,2,370
50,5,0.2,2,360
50,5,0.2,2,263
50,5,0.2,2,308
50,5,0.2,2,202
50,5,0.2,1.5,415
50,5,0.2,1.5,275
50,5,0.2,1.5,634
50,5,0.2,1.5,178
50,5,0.2,1.5,171
50,5,0.2,1.5,481
50,5,0.2,1.5,287
50,5,0.2,1.5,552
50,5,0.2,1.5,176
50,5,0.2,1.5,249
50,5,0.15,3,370
50,5,0.15,3,238
50,5,0.15,3,319
50,5,0.15,3,242
50,5,0.15,3,315
50,5,0.15,3,107
50,5,0.15,3,358
50,5,0.15,3,7
50,5,0.15,3,271
50,5,0.15,3,259
50,5,0.15,2.5,204
50,5,0.15,2.5,134
50,5,0.15,2.5,153
50,5,0.15,2.5,333
50,5,0.15,2.5,52
50,5,0.15,2.5,191
50,5,0.15,2.5,243
50,5,0.15,2.5,401
50,5,0.15,2.5,201
50,5,0.15,2.5,168
50,5,0.15,2,182
50,5,0.15,2,170
50,5,0.15,2,380
50,5,0.15,2,517
50,5,0.15,2,203
50,5,0.15,2,457
50,5,0.15,2,486
50,5,0.15,2,611
50,5,0.15,2,323
50,5,0.15,2,154
50,5,0.15,1.5,397
50,5,0.15,1.5,239
50,5,0.15,1.5,314
50,5,0.15,1.5,114
50,5,0.15,1.5,106
50,5,0.15,1.5,274
50,5,0.15,1.5,500
50,5,0.15,1.5,341
50,5,0.15,1.5,177
50,5,0.15,1.5,219
50,5,0.1,3,207
50,5,0.1,3,124
50,5,0.1,3,350
50,5,0.1,3,402
50,5,0.1,3,240
50,5,0.1,3,54
50,5,0.1,3,62
50,5,0.1,3,144
50,5,0.1,3,57
50,5,0.1,3,339
50,5,0.1,2.5,236
50,5,0.1,2.5,152
50,5,0.1,2.5,159
50,5,0.1,2.5,204
50,5,0.1,2.5,265
50,5,0.1,2.5,268
50,5,0.1,2.5,292
50,5,0.1,2.5,436
50,5,0.1,2.5,417
50,5,0.1,2.5,537
50,5,0.1,2,66
50,5,0.1,2,237
50,5,0.1,2,112
50,5,0.1,2,375
50,5,0.1,2,270
50,5,0.1,2,370
50,5,0.1,2,131
50,5,0.1,2,392
50,5,0.1,2,401
50,5,0.1,2,328
50,5,0.1,1.5,255
50,5,0.1,1.5,249
50,5,0.1,1.5,161
50,5,0.1,1.5,313
50,5,0.1,1.5,185
50,5,0.1,1.5,381
50,5,0.1,1.5,101
50,5,0.1,1.5,268
50,5,0.1,1.5,470
50,5,0.1,1.5,255
50,5,0.05,3,248
50,5,0.05,3,168
50,5,0.05,3,2
50,5,0.05,3,270
50,5,0.05,3,268
50,5,0.05,3,436
50,5,0.05,3,359
50,5,0.05,3,97
50,5,0.05,3,222
50,5,0.05,3,294
50,5,0.05,2.5,206
50,5,0.05,2.5,167
50,5,0.05,2.5,263
50,5,0.05,2.5,305
50,5,0.05,2.5,424
50,5,0.05,2.5,632
50,5,0.05,2.5,256
50,5,0.05,2.5,265
50,5,0.05,2.5,115
50,5,0.05,2.5,395
50,5,0.05,2,400
50,5,0.05,2,126
50,5,0.05,2,269
50,5,0.05,2,281
50,5,0.05,2,431
50,5,0.05,2,106
50,5,0.05,2,143
50,5,0.05,2,207
50,5,0.05,2,643
50,5,0.05,2,284
50,5,0.05,1.5,117
50,5,0.05,1.5,174
50,5,0.05,1.5,196
50,5,0.05,1.5,259
50,5,0.05,1.5,205
50,5,0.05,1.5,558
50,5,0.05,1.5,293
50,5,0.05,1.5,416
50,5,0.05,1.5,272
50,5,0.05,1.5,211
50,5,0.01,3,208
50,5,0.01,3,255
50,5,0.01,3,53
50,5,0.01,3,226
50,5,0.01,3,318
50,5,0.01,3,235
50,5,0.01,3,118
50,5,0.01,3,207
50,5,0.01,3,408
50,5,0.01,3,106
50,5,0.01,2.5,496
50,5,0.01,2.5,354
50,5,0.01,2.5,304
50,5,0.01,2.5,74
50,5,0.01,2.5,210
50,5,0.01,2.5,199
50,5,0.01,2.5,160
50,5,0.01,2.5,148
50,5,0.01,2.5,107
50,5,0.01,2.5,304
50,5,0.01,2,427
50,5,0.01,2,421
